OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.505	0.820667	0
0.500667	0.502667	0.847	0
0.500667	0.511333	0.900333	0
0.501	0.503333	0.858667	0
0.500667	0.510667	0.898	0
0.500667	0.506333	0.883	0
0.500333	0.508667	0.888	0
0.500667	0.507333	0.888	0
0.501667	0.505	0.881	0
0.501	0.503	0.848	0
0.500333	0.511667	0.9	0
0.501	0.504	0.869333	0
0.500333	0.508333	0.887667	0
0.500667	0.507	0.886667	0
0.500667	0.509	0.890333	0
0.500333	0.504667	0.872333	0
0.501	0.510667	0.899	0
0.500667	0.504	0.867	0
0.501333	0.510667	0.899333	0
0.501333	0.511	0.901333	0
0.502	0.507	0.889333	0
0.501	0.505667	0.882333	0
0.500333	0.503	0.846333	0
0.501333	0.505667	0.883	0
0.501667	0.506333	0.887667	0
0.501333	0.508667	0.894333	0
0.500333	0.503667	0.866333	0
0.501333	0.508333	0.889667	0
0.501	0.509333	0.896667	0
0.500333	0.503333	0.847	0
0.500333	0.506333	0.879	0
0.501333	0.504333	0.87	0
0.501333	0.507	0.888667	0
0.501333	0.505	0.880667	0
0.501333	0.506333	0.887	0
0.501	0.506333	0.886	0
0.501333	0.509	0.895667	0
0.501	0.505333	0.881667	0
0.500667	0.504333	0.869333	0
0.500333	0.504333	0.867333	0
0.501	0.506667	0.886667	0
0.501	0.505	0.879	0
0.501333	0.506667	0.887333	0
0.502	0.508	0.890667	0
0.502333	0.507333	0.89	0
0.500333	0.510333	0.896	0
0.501	0.504333	0.869667	0
0.501333	0.512333	0.901667	0
0.501	0.508333	0.889333	0
0.501667	0.507667	0.889667	0
0.500667	0.504667	0.877333	0
0.501	0.510333	0.897	0
0.501	0.508667	0.892667	0
0.500667	0.505667	0.881333	0
0.501333	0.504667	0.878667	0
0.500667	0.505333	0.877667	0
0.500667	0.509333	0.892667	0
0.502333	0.510333	0.900333	1
0.502	0.509667	0.897	0
0.500333	0.507	0.885333	0
0.501667	0.511333	0.902	0
0.501	0.507	0.888333	0
0.501333	0.51	0.897333	0
0.501	0.509	0.894333	0
0.501333	0.507333	0.889333	0
0.500667	0.506667	0.884333	0
