OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.503333	0.507333	0.516	0.547667	0.697333	0
0.504	0.507333	0.516	0.547	0.697333	0
0.503	0.508333	0.517333	0.549	0.699333	0
0.502333	0.506	0.517667	0.549667	0.697	0
0.502667	0.507	0.517667	0.548333	0.698333	0
0.502333	0.507667	0.516333	0.548667	0.695667	0
0.502	0.507333	0.516333	0.549333	0.696667	0
0.502667	0.508	0.515667	0.545	0.693667	0
0.503333	0.506667	0.516333	0.547333	0.696	0
0.503	0.507333	0.518667	0.546	0.697667	0
0.502667	0.507	0.519333	0.547667	0.698	0
0.502333	0.507333	0.516	0.544333	0.693667	0
0.501667	0.509	0.52	0.539667	0.673667	0
0.502667	0.508667	0.520333	0.540667	0.673667	0
0.501333	0.505667	0.515667	0.541	0.664667	0
0.501333	0.505333	0.516	0.540667	0.666333	0
0.502	0.506	0.515333	0.539667	0.669	0
0.502	0.506	0.514667	0.535	0.662667	0
0.501	0.507333	0.517	0.536667	0.664	0
0.501	0.507333	0.516333	0.537	0.663667	0
0.500667	0.506667	0.515667	0.538333	0.661333	0
0.501333	0.507333	0.514667	0.536667	0.664333	0
0.501333	0.507667	0.515	0.536667	0.665	0
0.501667	0.506667	0.514333	0.536667	0.665333	0
0.502	0.506	0.515333	0.538	0.668667	0
0.501333	0.506667	0.514667	0.535667	0.663	0
0.501333	0.506667	0.515667	0.536667	0.664333	0
0.502	0.506	0.515	0.536333	0.664667	0
0.502333	0.506	0.514333	0.535667	0.665333	0
0.501667	0.505667	0.514667	0.537667	0.666667	0
0.501333	0.506	0.515	0.537333	0.666333	0
0.503333	0.506	0.514333	0.535333	0.660667	0
0.501667	0.508	0.514667	0.533667	0.66	0
0.501667	0.507333	0.515333	0.533667	0.658333	0
0.501333	0.506	0.515	0.535667	0.66	0
0.501667	0.506667	0.514333	0.535667	0.662	0
0.502	0.507333	0.514	0.534667	0.662667	0
0.502667	0.507333	0.516	0.536	0.667	0
0.501333	0.509667	0.515333	0.535	0.664667	0
0.501667	0.509333	0.515333	0.534667	0.663333	0
0.502	0.507333	0.516333	0.537667	0.667667	0
0.502333	0.507	0.517	0.537	0.667333	0
0.503333	0.509	0.518	0.547333	0.700333	0
0.502667	0.508667	0.518	0.547667	0.699333	0
0.503	0.508333	0.518667	0.547333	0.7	0
0.503	0.508667	0.518	0.543667	0.695667	1
0.502333	0.508667	0.518	0.544333	0.696333	0
0.502667	0.508	0.518	0.544333	0.696	0
0.503	0.509	0.519667	0.545	0.697333	0
0.502667	0.508	0.52	0.546333	0.699333	0
0.502667	0.507667	0.520667	0.546333	0.698333	0
0.502667	0.508333	0.519667	0.545667	0.697333	0
0.502333	0.507667	0.518	0.544667	0.695667	0
0.502333	0.508333	0.518333	0.545	0.696	0
0.503	0.507667	0.517333	0.544	0.695	0
0.503333	0.508333	0.517333	0.545	0.696	0
0.503333	0.507667	0.518667	0.543667	0.695	0
0.502	0.511	0.518667	0.544667	0.695333	0
0.501667	0.512	0.517667	0.543667	0.692333	0
0.502	0.512333	0.518333	0.544333	0.693333	0
0.502667	0.512	0.519333	0.546	0.699333	0
0.502333	0.512333	0.519	0.545333	0.697333	0
0.502	0.510667	0.519333	0.545333	0.698333	0
0.502667	0.51	0.519667	0.545333	0.698667	0
0.502667	0.509	0.52	0.545333	0.698	0
0.502	0.507	0.519667	0.549333	0.698	0
0.502667	0.506667	0.518333	0.550333	0.698667	0
0.503	0.506333	0.518333	0.549333	0.698667	0
0.503	0.507667	0.519333	0.549333	0.699667	0
0.503667	0.507333	0.52	0.549	0.7	0
0.502333	0.508333	0.518667	0.549667	0.699667	0
0.503	0.506333	0.516667	0.547667	0.697	0
0.503	0.506	0.516667	0.548333	0.696667	0
0.503	0.506333	0.517	0.548667	0.698	0
0.502667	0.506667	0.517	0.548	0.697333	0
0.503333	0.507	0.516	0.549667	0.698	0
0.504	0.507	0.516333	0.547333	0.696333	0
0.504	0.507333	0.516667	0.547	0.697667	0
0.505	0.507667	0.516	0.546667	0.697	0
0.503333	0.507	0.517333	0.548667	0.699667	0
0.503667	0.506667	0.517333	0.548	0.698667	0
0.502667	0.507	0.516667	0.55	0.698667	0
0.501333	0.508	0.517	0.549	0.695	0
0.502	0.507333	0.516333	0.548667	0.695333	0
0.501667	0.507667	0.517	0.549667	0.696	0
0.501333	0.506333	0.517333	0.546333	0.697333	0
0.501667	0.508333	0.516667	0.548333	0.697	0
0.502	0.507333	0.516667	0.547333	0.698333	0
0.501333	0.508667	0.517667	0.547	0.697667	0
0.501667	0.507667	0.518333	0.548	0.698333	0
0.502333	0.507333	0.516	0.546	0.694333	0
0.503	0.508	0.515667	0.545333	0.694	0
0.502667	0.505667	0.516667	0.548	0.693333	0
0.502	0.509	0.517667	0.545667	0.696	0
0.503333	0.506333	0.519	0.546667	0.698	0
0.502333	0.507667	0.520333	0.548	0.699667	0
0.502333	0.506333	0.515667	0.543333	0.691	0
0.502	0.508	0.516	0.543667	0.692333	0
0.502333	0.507	0.515333	0.542667	0.69	0
0.502333	0.506667	0.515333	0.545	0.69	0
