OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.502	0.506	0.523333	0.747333	0
0.502	0.506	0.517667	0.735333	0
0.501	0.503333	0.514	0.723333	0
0.501	0.504667	0.509667	0.715667	0
0.501	0.505	0.519	0.732333	1
0.501333	0.506667	0.525667	0.753	0
0.501	0.503333	0.513667	0.721333	0
0.501	0.505	0.513333	0.725	0
0.502667	0.505	0.522	0.740667	0
0.503	0.508333	0.524333	0.751	0
0.502	0.503333	0.515	0.725	0
0.501	0.506	0.520667	0.737667	0
0.501667	0.505333	0.523667	0.744667	0
0.501667	0.506	0.523333	0.746333	0
0.502333	0.506	0.522667	0.746333	0
0.500333	0.504333	0.510667	0.708333	0
0.501	0.505667	0.525	0.748	0
0.501333	0.507667	0.523333	0.746333	0
0.503	0.505667	0.517667	0.735	0
0.502	0.505667	0.517667	0.733667	0
0.502	0.504	0.514	0.727	0
0.501	0.507667	0.526667	0.755333	0
0.501667	0.506667	0.524	0.748667	0
0.501	0.506333	0.528	0.754	0
0.501667	0.508667	0.524333	0.75	0
0.500667	0.504	0.521333	0.729667	0
0.501333	0.507667	0.526333	0.754333	0
0.500667	0.505333	0.521333	0.737667	0
0.501333	0.504667	0.508667	0.706333	0
0.501	0.503667	0.509333	0.708	0
0.501667	0.506667	0.522333	0.744333	0
0.501	0.507	0.525667	0.752667	0
0.502333	0.506	0.517333	0.731667	0
0.500667	0.504	0.512667	0.720667	0
0.501667	0.505333	0.521667	0.74	0
0.500667	0.505	0.510333	0.712667	0
0.502333	0.506667	0.516	0.729667	0
0.502333	0.505333	0.516	0.729	0
0.500667	0.504333	0.51	0.706333	0
0.501333	0.505333	0.521667	0.738667	0
0.500667	0.505333	0.522333	0.739667	0
0.501333	0.508333	0.529667	0.757	0
0.500667	0.505333	0.521	0.736333	0
0.502	0.506667	0.518	0.736	0
0.501667	0.504333	0.513667	0.726333	0
0.501667	0.504667	0.513667	0.726667	0
0.501333	0.504	0.513	0.725	0
0.501333	0.506333	0.525333	0.752	0
0.501667	0.506667	0.525333	0.752333	0
0.501333	0.504333	0.511667	0.716	0
0.501333	0.504	0.511	0.714333	0
0.501333	0.508333	0.524667	0.750333	0
0.501667	0.509	0.529333	0.757667	0
0.502	0.508333	0.529333	0.756333	0
0.501667	0.507333	0.529667	0.756333	0
0.501333	0.506667	0.520667	0.738333	0
0.501333	0.505	0.521333	0.734333	0
0.501333	0.505667	0.523667	0.744333	0
0.501333	0.506	0.523333	0.745333	0
0.500667	0.504667	0.510333	0.709	0
0.500667	0.505667	0.524333	0.747333	0
0.501	0.505333	0.525333	0.748	0
0.501667	0.506	0.519	0.734667	0
0.501333	0.506333	0.52	0.734667	0
0.501667	0.504	0.514667	0.726	0
0.500667	0.505333	0.513667	0.724667	0
0.501333	0.507	0.525667	0.753667	0
0.501667	0.507	0.523333	0.747667	0
0.500667	0.506333	0.529333	0.753667	0
0.500667	0.505	0.510667	0.713667	0
0.502333	0.505333	0.523	0.746333	0
0.502	0.507333	0.528	0.755333	0
0.501667	0.505667	0.527667	0.753333	0
0.501333	0.505667	0.528333	0.752667	0
0.502	0.507667	0.523667	0.750667	0
0.501	0.504	0.520333	0.728667	0
0.500667	0.504	0.521	0.729	0
0.501333	0.507333	0.527	0.754333	0
0.500667	0.506333	0.526333	0.753	0
0.500667	0.506667	0.522	0.74	0
0.501	0.506	0.522	0.74	0
0.500667	0.506333	0.522	0.739667	0
0.500667	0.505667	0.521667	0.738667	0
0.501333	0.506	0.520333	0.736333	0
0.501	0.504667	0.524333	0.744667	0
0.501	0.505333	0.523667	0.742667	0
0.501	0.503333	0.51	0.705667	0
0.501333	0.504333	0.516667	0.729667	0
0.502	0.507333	0.522	0.743333	0
0.501	0.507	0.525333	0.752333	0
0.502667	0.506333	0.517	0.731333	0
0.502333	0.506667	0.516667	0.731333	0
0.502333	0.505667	0.517	0.731	0
0.502333	0.505	0.515667	0.728	0
0.501667	0.505667	0.515333	0.728	0
0.503	0.508667	0.523333	0.748333	0
0.501667	0.507667	0.524	0.749	0
0.501	0.504667	0.512333	0.722	0
0.500667	0.505	0.51	0.706667	0
0.501333	0.508333	0.529333	0.755667	0
