OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.503	0.809667	0
0.500333	0.503667	0.842	0
0.500667	0.515667	0.891667	0
0.500667	0.509667	0.873667	0
0.5	0.509333	0.863667	0
0.500333	0.516667	0.891333	0
0.500667	0.503333	0.841667	0
0.501	0.502	0.802333	0
0.500667	0.502667	0.805333	0
0.5	0.516667	0.887333	0
0.500333	0.515333	0.888	0
0.500333	0.512333	0.883667	0
0.500333	0.506333	0.852333	0
0.501	0.510667	0.886	0
0.500333	0.516	0.891	0
0.501333	0.515	0.892667	0
0.500333	0.502667	0.804	0
0.500333	0.506667	0.853	0
0.500333	0.509667	0.87	0
0.502	0.504333	0.852333	0
0.502333	0.511333	0.888667	1
0.500333	0.507667	0.867333	0
0.500667	0.507333	0.867667	0
0.501	0.516667	0.894	0
0.500667	0.515333	0.891	0
0.502	0.510667	0.887333	0
0.502333	0.513667	0.891667	0
0.501333	0.508333	0.871333	0
0.502	0.504667	0.854	0
0.500667	0.505	0.852333	0
0.501333	0.507333	0.868667	0
0.501	0.507	0.867	0
0.501333	0.509667	0.882333	0
0.500333	0.512	0.883	0
0.501	0.51	0.884	0
0.500333	0.507	0.866	0
0.501	0.505	0.853333	0
0.500667	0.512667	0.887667	0
0.501667	0.513333	0.890667	0
0.502667	0.516	0.896667	0
0.502333	0.506333	0.864667	0
0.500333	0.504	0.844	0
0.501667	0.504667	0.853333	0
0.501	0.504333	0.851667	0
0.501667	0.511333	0.888333	0
0.500667	0.506333	0.863667	0
0.501	0.504667	0.852333	0
0.500667	0.504	0.844667	0
0.500667	0.502333	0.802667	0
0.500667	0.512	0.884	0
0.501667	0.510333	0.886667	0
0.500667	0.512333	0.886667	0
0.500667	0.507667	0.868667	0
0.500667	0.504667	0.851	0
0.502	0.514333	0.892	0
0.501333	0.507	0.868333	0
0.502	0.51	0.885333	0
0.500333	0.510667	0.882	0
0.502	0.516667	0.896667	0
0.501	0.506667	0.866667	0
0.500333	0.513333	0.887	0
0.501333	0.506	0.861667	0
0.501667	0.508667	0.872333	0
0.500333	0.510333	0.878333	0
0.501	0.514667	0.891	0
0.502	0.515667	0.896333	0
0.501	0.511333	0.886667	0
0.501667	0.505	0.853667	0
0.501333	0.513333	0.890333	0
0.501	0.512667	0.888667	0
0.501	0.507667	0.871	0
0.500667	0.51	0.880333	0
0.500667	0.516	0.892333	0
0.501333	0.512	0.888667	0
0.501333	0.514667	0.891333	0
0.501667	0.513667	0.891	0
0.501	0.505333	0.853667	0
0.501	0.515667	0.893667	0
0.502333	0.514667	0.893667	0
0.501333	0.512667	0.889	0
0.501	0.503333	0.842	0
0.502667	0.513333	0.891	0
0.501	0.504	0.850333	0
0.502	0.515	0.894	0
0.500667	0.504333	0.847333	0
0.500667	0.511667	0.882667	0
0.500333	0.51	0.878	0
0.501333	0.502333	0.803	0
0.502667	0.505	0.854667	0
0.500667	0.506667	0.864333	0
0.500667	0.509	0.870667	0
0.501333	0.511	0.888	0
0.501667	0.508333	0.872	0
0.502	0.515333	0.895667	0
0.501333	0.505333	0.855667	0
0.501	0.511667	0.888333	0
0.503	0.515667	0.896667	0
0.501333	0.517667	0.896	0
0.502	0.508667	0.872667	0
0.501667	0.515667	0.895333	0
0.501667	0.514667	0.892333	0
0.501333	0.515333	0.894333	0
