OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501667	0.505333	0.519333	0.771333	0
0.500667	0.503333	0.509	0.733333	0
0.500667	0.504	0.521667	0.768667	0
0.500667	0.503667	0.518667	0.764667	0
0.500667	0.503	0.514	0.744	1
0.500667	0.502667	0.51	0.737667	0
0.501333	0.505	0.516333	0.762333	0
0.501333	0.504667	0.515	0.761	0
0.501	0.504333	0.519	0.77	0
0.500667	0.504	0.512667	0.751	0
0.500333	0.504	0.522	0.768333	0
0.500667	0.502667	0.511667	0.742667	0
0.501	0.503	0.511333	0.743	0
0.501	0.504	0.512	0.753333	0
0.501333	0.503667	0.519	0.768	0
0.501333	0.505	0.519667	0.770667	0
0.501667	0.504667	0.512	0.753667	0
0.501667	0.505	0.516	0.762667	0
0.500333	0.503333	0.511333	0.738333	0
0.501667	0.503333	0.513	0.753	0
0.501	0.504	0.512333	0.754667	0
0.501333	0.504	0.519667	0.770333	0
0.501333	0.504333	0.518333	0.767667	0
0.501333	0.504667	0.515333	0.762	0
0.501	0.503667	0.522	0.768333	0
0.501	0.504	0.518667	0.765333	0
0.500333	0.503667	0.513667	0.748333	0
0.501	0.502333	0.513667	0.742333	0
0.501333	0.504333	0.513667	0.757	0
0.501	0.504333	0.513667	0.756333	0
0.501333	0.503667	0.510333	0.743333	0
0.500333	0.503	0.510667	0.736333	0
0.501667	0.504	0.517333	0.762667	0
0.501	0.505	0.516	0.760333	0
0.501	0.503667	0.512	0.749333	0
0.500667	0.504	0.521333	0.766667	0
0.501	0.503	0.511	0.742333	0
0.501667	0.505333	0.513333	0.757333	0
0.501333	0.505	0.513667	0.757667	0
0.501	0.503333	0.513	0.751667	0
0.501667	0.503667	0.512333	0.752333	0
0.502333	0.504	0.518667	0.768667	0
0.501333	0.504	0.519333	0.769	0
0.501333	0.503	0.509	0.734	0
0.501	0.503	0.51	0.74	0
0.501	0.504333	0.517667	0.764667	0
0.500333	0.504667	0.519667	0.768	0
0.502	0.504667	0.517333	0.765667	0
0.501	0.504667	0.517333	0.764667	0
0.501333	0.503333	0.510667	0.741333	0
0.501333	0.502667	0.509333	0.736	0
0.501333	0.504	0.517333	0.762	0
0.501667	0.503667	0.517333	0.762333	0
0.500667	0.503333	0.510667	0.738333	0
0.501	0.505667	0.519667	0.770667	0
0.501	0.504	0.519667	0.767333	0
0.501333	0.503667	0.518333	0.767333	0
0.501667	0.503667	0.519333	0.769	0
0.501333	0.503333	0.518	0.763667	0
0.502	0.505	0.520333	0.771333	0
0.502	0.503667	0.517667	0.763667	0
0.501667	0.504667	0.517667	0.765333	0
0.501333	0.503667	0.517333	0.760667	0
0.500333	0.504	0.513333	0.745333	0
0.500667	0.502333	0.51	0.737	0
0.501	0.504667	0.518667	0.767667	0
0.501333	0.504333	0.518667	0.768667	0
0.501667	0.505	0.513667	0.758	0
0.500667	0.504333	0.513	0.752333	0
0.501333	0.505	0.511	0.745667	0
0.501333	0.505667	0.511667	0.746333	0
0.501667	0.504667	0.511333	0.745667	0
0.501333	0.504	0.508333	0.732667	0
0.501333	0.503333	0.508333	0.731667	0
0.501333	0.503333	0.508	0.730333	0
0.501	0.504667	0.512667	0.755	0
0.501	0.502667	0.510333	0.739667	0
0.501	0.504	0.517667	0.764333	0
0.501	0.502667	0.511	0.741	0
0.501	0.502667	0.511333	0.742333	0
0.500667	0.504667	0.521333	0.769333	0
0.500667	0.504667	0.521	0.768667	0
0.501333	0.503667	0.513	0.753333	0
0.501333	0.505333	0.514333	0.761	0
0.501667	0.504	0.515	0.760333	0
0.501333	0.504	0.515667	0.761	0
0.500667	0.502667	0.508333	0.730667	0
0.500667	0.503333	0.522	0.765667	0
0.500667	0.504	0.518	0.765	0
0.501	0.503667	0.514	0.756	0
0.501	0.504	0.514	0.756667	0
0.501333	0.504333	0.517	0.762333	0
0.501	0.504667	0.515333	0.757667	0
0.500667	0.504667	0.514	0.756	0
0.501667	0.502667	0.509	0.731667	0
0.501	0.503333	0.507333	0.726333	0
0.500667	0.505	0.519	0.766667	0
0.501	0.505333	0.517	0.763333	0
0.500667	0.504333	0.517333	0.764	0
0.501	0.504333	0.518	0.766667	0
