OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.502667	0.505	0.527667	0.762333	0
0.501	0.502667	0.517	0.729	0
0.501	0.502333	0.512333	0.722	0
0.502	0.503333	0.512667	0.725	0
0.501	0.504333	0.511667	0.705667	0
0.501	0.503333	0.511333	0.704667	0
0.501333	0.504667	0.517667	0.742	0
0.502	0.504	0.515333	0.731	0
0.501	0.503333	0.510667	0.703667	0
0.501667	0.504667	0.511	0.708667	0
0.501667	0.504333	0.512	0.709	0
0.502333	0.505333	0.515	0.734667	0
0.502	0.505667	0.525667	0.761	0
0.501	0.506667	0.526	0.761333	0
0.502333	0.505	0.527333	0.761333	0
0.501333	0.504	0.515333	0.73	0
0.501667	0.504333	0.524333	0.757333	0
0.501	0.505	0.524667	0.758333	0
0.502667	0.504	0.51	0.709	0
0.501667	0.505	0.515667	0.734	0
0.502	0.504667	0.516	0.733667	0
0.502	0.503667	0.520667	0.744333	0
0.502667	0.505	0.521333	0.753667	0
0.502333	0.506	0.527667	0.765667	0
0.500667	0.504667	0.526	0.758333	0
0.500667	0.505	0.525333	0.757667	0
0.501	0.504	0.526	0.755333	0
0.501	0.505333	0.517667	0.739	0
0.501	0.504667	0.517333	0.738333	0
0.500667	0.508	0.526	0.761333	0
0.501333	0.507333	0.525667	0.760667	0
0.501	0.507667	0.528	0.766333	0
0.501667	0.503667	0.513	0.726667	0
0.502333	0.505	0.512667	0.726	0
0.501333	0.504	0.513667	0.727333	0
0.500333	0.505	0.520667	0.744667	0
0.500333	0.506667	0.526	0.758333	0
0.503333	0.505333	0.527	0.761	0
0.501333	0.504667	0.524	0.755	0
0.501333	0.505333	0.524	0.755667	0
0.501	0.504333	0.521333	0.748	0
0.500667	0.503	0.517	0.728667	0
0.501333	0.502667	0.517	0.729333	0
0.501333	0.504333	0.523333	0.752333	0
0.501333	0.505	0.529333	0.760667	0
0.501	0.504667	0.518	0.739	0
0.501	0.504667	0.519333	0.745333	1
0.501667	0.504333	0.511	0.708333	0
0.502333	0.503333	0.510667	0.708	0
0.500333	0.507667	0.527	0.76	0
0.500667	0.507333	0.526	0.760333	0
0.502	0.506	0.518	0.742333	0
0.501667	0.503667	0.513667	0.727	0
0.501333	0.503667	0.511667	0.705333	0
0.501	0.504667	0.512	0.706	0
0.501333	0.504	0.510333	0.703333	0
0.501	0.505	0.518333	0.741	0
0.501667	0.504333	0.518	0.741	0
0.501	0.504667	0.520333	0.746	0
0.502	0.503667	0.515667	0.731667	0
0.501	0.503	0.510667	0.703333	0
0.501667	0.503333	0.510333	0.702667	0
0.501667	0.503667	0.510333	0.703	0
0.501333	0.504	0.511667	0.707333	0
0.501333	0.504667	0.511	0.708333	0
0.501667	0.505	0.512	0.709333	0
0.501667	0.504333	0.509667	0.705667	0
0.501333	0.504333	0.51	0.707667	0
0.502667	0.504667	0.515333	0.733667	0
0.501333	0.506333	0.527	0.761333	0
0.502333	0.505667	0.525333	0.76	0
0.501667	0.505333	0.526667	0.760667	0
0.501	0.507	0.525667	0.760333	0
0.500667	0.506667	0.526	0.76	0
0.502	0.505	0.519667	0.751333	0
0.500667	0.505	0.521667	0.752	0
0.501	0.505	0.520333	0.750667	0
0.500667	0.506	0.517667	0.738333	0
0.500667	0.506333	0.517	0.736	0
0.501667	0.504	0.514667	0.729667	0
0.501667	0.503667	0.515	0.729333	0
0.500667	0.505	0.517667	0.736667	0
0.501	0.506	0.525667	0.758667	0
0.501	0.505667	0.524	0.757333	0
0.503	0.504667	0.512	0.710667	0
0.501667	0.505	0.516	0.734333	0
0.501667	0.505	0.515	0.733667	0
0.502	0.504667	0.515667	0.733333	0
0.501667	0.504667	0.514667	0.733	0
0.501667	0.504667	0.516333	0.733667	0
0.501	0.505333	0.524333	0.758	0
0.501333	0.503667	0.521333	0.744	0
0.500667	0.504667	0.517	0.735	0
0.501667	0.504333	0.517667	0.738333	0
0.501333	0.504	0.517667	0.737	0
0.501	0.504	0.517667	0.736333	0
0.502333	0.505	0.521333	0.753	0
0.502667	0.504667	0.521667	0.752667	0
0.502333	0.507	0.526	0.763333	0
0.501333	0.504333	0.517	0.737667	0
