OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.502333	0.812333	0
0.500667	0.502	0.813333	0
0.500333	0.503	0.835667	0
0.500333	0.51	0.882333	0
0.501667	0.507667	0.883333	0
0.501333	0.506667	0.879333	0
0.501	0.508333	0.885	0
0.501667	0.507333	0.881667	0
0.500333	0.502667	0.812667	0
0.500333	0.506333	0.876333	0
0.501	0.507	0.879667	0
0.500667	0.505	0.871333	0
0.501333	0.507667	0.882	0
0.501	0.503	0.855667	0
0.501333	0.521667	0.892667	0
0.502333	0.52	0.889333	0
0.500333	0.509333	0.882	0
0.500667	0.508667	0.884667	0
0.500333	0.503667	0.855333	0
0.500333	0.506667	0.876667	0
0.500667	0.504667	0.868	0
0.501	0.503667	0.857	0
0.501333	0.503333	0.856667	0
0.501	0.508	0.884333	0
0.500333	0.507333	0.878333	0
0.500333	0.522667	0.892	0
0.500667	0.502667	0.834333	0
0.500667	0.505667	0.875667	0
0.500667	0.520333	0.888	0
0.502	0.521667	0.893667	0
0.501333	0.505	0.872667	0
0.501	0.506333	0.877667	0
0.501	0.504	0.861333	0
0.500667	0.507333	0.879333	0
0.502	0.505333	0.876333	0
0.501	0.504667	0.871	0
0.501	0.506	0.877	0
0.500667	0.507667	0.880333	0
0.501667	0.521	0.892	0
0.500333	0.510667	0.884333	0
0.500667	0.52	0.887667	0
0.501	0.506667	0.878667	0
0.501	0.510667	0.887	0
0.500667	0.511	0.887	0
0.501667	0.511	0.888	0
0.500667	0.520667	0.888333	0
0.502333	0.510333	0.887	0
0.500667	0.504333	0.861667	0
0.500333	0.504667	0.855667	0
0.501	0.523667	0.894667	0
0.500333	0.521333	0.887	0
0.502333	0.511	0.888667	0
0.501	0.521333	0.891333	0
0.501	0.505333	0.874667	0
0.502333	0.523333	0.895	0
0.500667	0.522	0.891333	0
0.501667	0.505333	0.875667	0
0.500333	0.511333	0.886	0
0.501333	0.508667	0.885333	0
0.501333	0.521	0.891667	0
0.502	0.520667	0.891	0
0.501333	0.523	0.894667	0
0.502333	0.510667	0.888	0
0.502667	0.510333	0.888333	1
0.502	0.507	0.881	0
0.502333	0.522	0.894333	0
0.500667	0.511667	0.887333	0
0.500333	0.511	0.885	0
0.501	0.507667	0.880667	0
0.500667	0.510333	0.886333	0
0.502	0.522333	0.894	0
0.500667	0.503333	0.853667	0
0.500333	0.522333	0.891667	0
0.501667	0.522	0.893333	0
0.501333	0.512	0.888333	0
0.501	0.521	0.890667	0
0.500667	0.521667	0.890667	0
0.501333	0.520333	0.889667	0
0.500667	0.506667	0.878333	0
0.500333	0.506	0.871333	0
0.501	0.51	0.886667	0
0.500333	0.505	0.862667	0
0.502667	0.511333	0.889	0
0.500333	0.521667	0.890333	0
0.501333	0.522667	0.894	0
0.501	0.520667	0.890333	0
0.500333	0.509	0.881	0
0.501333	0.505667	0.876	0
0.502	0.522667	0.894667	0
0.502333	0.524667	0.895333	0
0.501	0.504333	0.865667	0
0.501333	0.521333	0.892333	0
0.501	0.522333	0.893667	0
0.503	0.519667	0.889333	0
0.501	0.511333	0.887333	0
0.500667	0.523333	0.893333	0
0.501	0.511667	0.887667	0
0.500333	0.522	0.891	0
0.500667	0.521333	0.889667	0
0.501	0.522	0.892	0
