OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.515	0.871	0
0.5	0.510667	0.869667	0
0.500333	0.502	0.86	0
0.500333	0.514	0.875	0
0.500333	0.613	0.889333	0
0.500667	0.512	0.872667	0
0.504667	0.519333	0.882	0
0.500667	0.512667	0.873667	0
0.500333	0.513	0.873333	0
0.500333	0.513333	0.873667	0
0.500333	0.501667	0.858667	0
0.500333	0.506	0.868667	0
0.500333	0.605667	0.882667	0
0.500333	0.606	0.883333	0
0.503	0.513333	0.878333	0
0.500333	0.512333	0.871667	0
0.500333	0.507	0.87	0
0.502	0.514	0.878	0
0.501	0.609333	0.886	0
0.500333	0.507333	0.870333	0
0.504333	0.609667	0.890333	0
0.501	0.514	0.876	0
0.500333	0.504	0.865	0
0.503	0.611	0.891333	0
0.505667	0.606	0.886	0
0.500667	0.518333	0.879667	0
0.5	0.612333	0.887667	0
0.501333	0.513	0.876	0
0.500667	0.605333	0.883333	0
0.500333	0.611667	0.888333	0
0.501333	0.515667	0.88	0
0.501667	0.515	0.879333	0
0.501667	0.506	0.87	0
0.501333	0.521333	0.883	0
0.502667	0.522667	0.883667	0
0.502	0.611667	0.891	0
0.501667	0.513	0.877	0
0.502333	0.610667	0.889667	0
0.501333	0.513333	0.876333	0
0.501	0.520333	0.882333	0
0.501333	0.505333	0.867667	0
0.501667	0.511	0.873333	0
0.500667	0.514	0.875333	0
0.504	0.520333	0.884333	0
0.502667	0.609333	0.89	0
0.500333	0.506667	0.869667	0
0.501667	0.612333	0.890667	0
0.500333	0.519667	0.881333	0
0.500333	0.609333	0.884	0
0.501333	0.605	0.884	0
0.500667	0.505333	0.866333	0
0.500667	0.514333	0.876	0
0.501667	0.514333	0.877667	0
0.505	0.607667	0.888	0
0.503333	0.522	0.884	0
0.501333	0.611333	0.89	0
0.501	0.515333	0.879333	0
0.501333	0.614333	0.891	0
0.500667	0.511333	0.871667	0
0.501333	0.61	0.888333	0
0.502667	0.608	0.887667	0
0.500667	0.516	0.879333	0
0.501	0.507333	0.871333	0
0.500333	0.615333	0.890333	0
0.501333	0.514	0.877	0
0.503	0.608	0.888333	0
0.502	0.512	0.875667	0
0.500667	0.511667	0.872	0
0.502333	0.609333	0.889	0
0.500333	0.503	0.861333	0
0.502	0.515333	0.880333	0
0.500667	0.61	0.886333	0
0.502333	0.513	0.877333	0
0.502	0.611333	0.890333	0
