OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.518667	0.527333	0.693667	1.19601426289198	3.53360625901302	0
0.518667	0.526333	0.695333	1.21752464592247	3.7013694270035	0
0.517333	0.523	0.694667	1.66559275370742	5.78186382262669	0
0.517333	0.523333	0.69	1.17422252143144	4.9189386348475	0
0.508	0.519	0.697	2.86904276534473	10.8005013073907	0
0.517	0.523667	0.680667	1.30934462571696	4.26343242118008	0
0.517333	0.524	0.681	1.29316391071142	4.34975375269931	0
0.517	0.523	0.681667	1.79635984557945	4.89562193930708	0
0.517	0.523333	0.682333	1.53906912246621	4.48332678878733	0
0.518333	0.527	0.693667	1.10094459910743	3.76893110144017	0
0.518	0.525333	0.691	1.22790183334897	3.91958180716876	0
0.518	0.525667	0.691	1.21752464592247	3.61775293855016	0
0.518333	0.525333	0.690333	1.22790183334897	3.62755786300841	0
0.517667	0.525333	0.69	1.22790183334897	3.88266456110296	0
0.517667	0.526	0.690333	1.22790183334897	3.62148261870574	0
0.519333	0.527	0.694	0.999807059350076	3.30808127035076	0
0.518667	0.526333	0.694	1.22790183334897	3.62636984336188	0
0.519	0.527	0.694	0.999807059350076	3.40808396203365	0
0.518667	0.527	0.692667	1.09068162663428	3.33542151239192	0
0.518667	0.526667	0.693667	1.08018476823339	3.56210732370456	0
0.518333	0.526333	0.695	1.33987696129396	3.84555106563839	0
0.511	0.515667	0.653667	0.859508157523617	3.6656165135005	0
0.511	0.516667	0.654333	0.897095712301286	3.5737883756341	0
0.510667	0.515333	0.653667	0.950816584519544	3.74038884673271	0
0.508	0.518333	0.696333	2.69937887574455	10.4959449397724	0
0.508333	0.519333	0.697667	2.3655032580608	9.73598015936961	0
0.508667	0.519333	0.696333	2.39364622990070	9.47193250083868	0
0.508333	0.519333	0.696667	2.39364622990070	9.65580336742535	0
0.508333	0.518667	0.695333	2.39364622990070	9.88982793142403	0
0.508333	0.518333	0.690667	2.06314916783005	7.6496835879502	0
0.508	0.518	0.690333	2.06314916783005	7.59543902884878	0
0.507333	0.516667	0.690667	2.3655032580608	8.22034972133657	0
0.507333	0.516	0.688333	2.06314916783005	7.89710337059375	0
0.508333	0.52	0.690667	1.92364361839972	7.47095885451612	0
0.508333	0.519333	0.692	1.80636514640699	7.68859408309122	0
0.506667	0.517	0.685	2.21178878607028	9.38858885610044	0
0.506333	0.518667	0.683333	2.24190567285787	9.57528151047184	0
0.506333	0.517333	0.682	2.25283498839222	9.89100418716352	0
0.506	0.516667	0.683667	2.40512963084653	10.4378257785604	0
0.506667	0.518667	0.688333	2.57396548593259	10.3837772087102	0
0.506	0.518	0.687	2.56231465270236	10.3891591689794	0
0.506333	0.518333	0.687333	2.57396548593259	10.4064056505973	0
0.508333	0.518	0.696667	2.73659809134529	10.4631897555121	1
0.509	0.518	0.697	3.26731138962362	10.9668260198032	0
0.508667	0.517667	0.695333	3.07651292504635	10.8031045892132	0
0.508667	0.518333	0.695667	2.56231465270236	10.1011364230101	0
0.508333	0.517667	0.695	2.71175594730088	10.6874821961590	0
0.516	0.524667	0.682667	1.61318501667894	5.30163255267085	0
0.517333	0.524333	0.682667	1.51038290479562	4.15028338779313	0
0.518333	0.524	0.680667	1.13958390429207	3.88334276503867	0
0.510333	0.514667	0.653667	1.26680815617715	4.71518986824047	0
0.510667	0.516	0.656	1.15740740740741	4.04299704986814	0
0.509333	0.515	0.653667	1.39068663708087	4.82735543681596	0
0.51	0.516	0.654667	1.25747868256738	4.24240925798264	0
0.51	0.515333	0.655667	1.26680815617715	4.61595577700785	0
0.510333	0.515333	0.656667	1.25747868256738	4.4431203540048	0
0.51	0.515667	0.656333	1.15740740740741	4.76206976283566	0
0.510333	0.516333	0.655	1.04463747750274	3.9056295316949	0
0.510333	0.516667	0.655667	1.03614383528626	4.28195594502072	0
0.510333	0.516	0.654333	1.05288834622642	4.00598948435385	0
0.512667	0.517667	0.653333	0.819461304665573	2.77147484410702	0
0.512667	0.517	0.653	0.721778468177596	2.75995790245752	0
0.511333	0.517333	0.653333	0.913210373776789	3.33393099159145	0
0.511667	0.517333	0.652333	0.913210373776789	2.91889760984837	0
0.508333	0.517333	0.689333	2.20666982106335	7.17343452826017	0
0.509	0.518	0.690333	2.06314916783005	7.50363901232502	0
0.507667	0.517333	0.691333	2.53478757807252	7.84963182101191	0
0.509333	0.517667	0.69	1.78113071989478	7.67999573046973	0
0.508	0.516	0.682	1.94358357263748	7.82355553991984	0
0.515333	0.524	0.680333	2.34390569964104	6.3449718073599	0
0.515333	0.524	0.681	2.04993600611858	6.38826534198602	0
0.515333	0.524333	0.681333	1.89865441343471	5.87396965194903	0
0.516	0.524667	0.685333	2.04993600611858	6.47999557772515	0
0.516333	0.524333	0.684333	1.99884574741446	6.46605514064098	0
0.511	0.516667	0.650333	0.86087948388325	2.93613721514855	0
0.512333	0.516	0.652333	0.902707574062703	3.18936459628473	0
0.512667	0.516667	0.651667	0.711962622697802	2.71911705967714	0
