OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.510667	0.878333	0
0.5	0.504667	0.846667	0
0.500667	0.506667	0.867333	0
0.500333	0.504333	0.849	0
0.501	0.506333	0.867333	0
0.500667	0.505333	0.862333	0
0.501333	0.509667	0.881	0
0.500333	0.511667	0.879667	0
0.501	0.504333	0.852667	0
0.500333	0.508667	0.871667	0
0.501	0.502333	0.833333	0
0.500333	0.505333	0.854	0
0.503	0.514	0.892	0
0.500333	0.510333	0.878	0
0.500333	0.508333	0.870333	0
0.500333	0.505	0.853667	0
0.500667	0.507	0.869333	0
0.500667	0.506	0.863667	0
0.500667	0.503	0.841	0
0.501	0.507667	0.873667	0
0.501	0.515	0.891333	0
0.501	0.507333	0.872	0
0.501	0.510333	0.884333	0
0.500667	0.512333	0.886667	0
0.501	0.514667	0.890667	0
0.500667	0.512	0.885667	0
0.502	0.507	0.873333	0
0.501	0.511667	0.886	0
0.500333	0.507333	0.868667	0
0.500667	0.502667	0.839	0
0.502333	0.513667	0.890333	0
0.501333	0.509	0.875667	0
0.501333	0.507667	0.874	0
0.501	0.507	0.870333	0
0.500667	0.511	0.883667	0
0.501	0.512333	0.888	0
0.501	0.505	0.861	0
0.502	0.514	0.891667	0
0.502333	0.515	0.894	0
0.500667	0.514667	0.889667	0
0.500333	0.503	0.838667	0
0.502667	0.515333	0.894667	0
0.501667	0.503	0.841333	0
0.500667	0.515333	0.890667	0
0.501	0.514	0.89	0
0.501667	0.515667	0.893	0
0.501	0.509333	0.879667	0
0.500333	0.51	0.877667	0
0.502	0.514667	0.893333	0
0.500333	0.515333	0.889333	0
0.500333	0.512333	0.886	0
0.501667	0.504333	0.854	0
0.501667	0.507333	0.874	0
0.501	0.511	0.885333	0
0.500667	0.507667	0.871667	0
0.501667	0.503333	0.843	0
0.500333	0.506667	0.865	0
0.501	0.506667	0.869333	0
0.501	0.503333	0.842333	0
0.500667	0.509667	0.879667	0
0.500333	0.515	0.887333	0
0.500667	0.507333	0.87	0
0.501667	0.503667	0.843333	0
0.501667	0.515333	0.892667	0
0.501	0.502667	0.839333	0
0.501	0.514333	0.890333	0
0.500333	0.504	0.846667	0
0.502	0.511333	0.889667	1
0.501667	0.506667	0.870667	0
0.500667	0.505	0.854667	0
0.502333	0.515667	0.894333	0
0.501333	0.503667	0.842667	0
0.501333	0.515	0.892	0
0.500667	0.509	0.872333	0
0.500667	0.504667	0.852333	0
0.500333	0.507	0.868333	0
0.500667	0.514	0.888667	0
0.501667	0.507	0.871333	0
0.501667	0.510333	0.885667	0
0.501333	0.504333	0.853333	0
0.501	0.506	0.866333	0
0.501	0.515333	0.891667	0
0.500667	0.510667	0.883	0
0.501333	0.508333	0.874667	0
0.502	0.514333	0.892333	0
0.501333	0.512	0.887333	0
0.501333	0.510667	0.886667	0
0.501333	0.506667	0.87	0
0.501333	0.504	0.852	0
0.500333	0.514667	0.886333	0
0.501667	0.511333	0.889333	0
0.5	0.505333	0.852333	0
0.500667	0.505667	0.863	0
0.502	0.513667	0.89	0
0.502	0.516	0.893667	0
0.503	0.515667	0.895667	0
0.502667	0.515667	0.895	0
0.500667	0.509333	0.877	0
0.502333	0.506333	0.871	0
0.502	0.511	0.888667	0
0.500667	0.516667	0.891	0
0.500667	0.503667	0.842333	0
0.500667	0.51	0.881667	0
0.501333	0.507333	0.873333	0
0.502	0.503667	0.843667	0
0.501333	0.511667	0.887	0
0.501333	0.51	0.884333	0
0.502	0.51	0.885333	0
0.501667	0.508	0.876667	0
