OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.503667	0.937667	0
0.500667	0.502	0.935667	0
0.501333	0.505333	0.942667	0
0.500667	0.504333	0.94	0
0.500333	0.505	0.940333	0
0.501333	0.504333	0.940667	1
0.501	0.504667	0.940667	0
0.500333	0.502333	0.936	0
0.501	0.505333	0.941667	0
0.500667	0.503667	0.939333	0
0.500667	0.505	0.941333	0
0.501	0.504333	0.940333	0
0.501	0.503	0.937	0
0.500333	0.504333	0.938333	0
0.500333	0.502	0.935333	0
0.500667	0.505667	0.941667	0
0.500333	0.506667	0.942333	0
0.500333	0.503333	0.937333	0
0.500667	0.503333	0.937667	0
