OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.512333	0.520333	0.681	0.960754659796777	3.80735449919779	0
0.506667	0.513333	0.664333	2.23429786888207	7.69106751353137	0
0.506667	0.513333	0.667	2.55079179951865	9.18794079894872	0
0.511	0.516333	0.682333	1.62561753347784	6.28867003048385	0
0.510333	0.515667	0.681333	1.62561753347784	6.84620459650024	0
0.510667	0.516333	0.681333	1.62561753347784	6.27016656987465	0
0.509	0.518333	0.689	3.42656743608528	8.30537260735225	0
0.510333	0.516667	0.687333	3.59824650675228	8.02232492535331	0
0.512	0.518333	0.681667	1.06611301607195	4.67891655442970	0
0.508333	0.514333	0.659	1.82537433013785	5.18590152483836	0
0.508	0.514333	0.659	1.69272247869033	5.19153144138215	0
0.511	0.517333	0.686667	3.05962406593162	7.59006303278454	0
0.510667	0.516333	0.687333	3.42656743608528	8.2011538366612	0
0.506667	0.512667	0.662	2.12512293161557	6.86932724674087	0
0.511333	0.518667	0.685	2.04186303759579	5.78987906289278	0
0.509333	0.513667	0.679667	2.84321495003146	9.55159436623474	0
0.51	0.518	0.689	2.70892160502945	6.8068255842417	0
0.510333	0.519667	0.688	2.87931420455646	6.56905661576556	0
0.510333	0.519333	0.689	2.88378524737118	6.7329013056299	0
0.509667	0.519333	0.688667	2.87931420455646	7.04378065509629	0
0.510333	0.519	0.687667	2.70436520649994	6.60377185691081	0
0.512333	0.521	0.679667	1.05288834622642	3.80576185988256	0
0.512667	0.52	0.68	0.953259139417138	3.80137976152202	0
0.506333	0.511333	0.663667	2.55079179951865	9.57357651455067	0
0.51	0.515333	0.681333	1.62561753347784	7.19829206360318	0
0.510333	0.515667	0.682333	2.18233141027912	7.41350147664907	0
0.510667	0.516667	0.680667	1.40397580740792	6.13269674807869	0
0.509333	0.518333	0.689	3.42656743608528	7.94214163545175	0
0.509333	0.518	0.688667	3.23535518402579	8.11365014515767	0
0.509	0.518333	0.688667	3.42656743608528	8.16810067058586	0
0.509333	0.518667	0.687	3.24528435022188	7.85806173780158	0
0.510333	0.518667	0.687667	2.85700626983149	6.76151148761243	0
0.510333	0.518667	0.687	2.87439969690935	6.6115749721141	0
0.51	0.519667	0.687	2.86324454589379	6.55144661610784	0
0.51	0.518333	0.687333	2.86324454589379	6.76002071687441	0
0.512333	0.519333	0.679	1.06089335189335	4.04978487014906	0
0.513667	0.519333	0.679667	1.06864951114262	3.77201073056231	0
0.512	0.519333	0.682	1.06089335189335	4.36198895951709	0
0.512	0.52	0.682333	1.00644613959540	4.28649752528955	0
0.511333	0.518667	0.690667	3.24055446352724	7.78346926413867	0
0.508	0.513	0.657	1.82537433013785	6.15999781847232	0
0.508	0.513	0.66	1.97245487199348	6.27447014541114	0
0.508667	0.515667	0.675	1.90526559043335	6.51648475473517	0
0.510667	0.519	0.685333	2.49831983734560	6.5275638801078	0
0.511333	0.519333	0.685333	2.34114765937070	5.847325770755	0
0.511333	0.518333	0.685333	2.85032926381479	6.23723470868086	0
0.509333	0.515	0.68	2.05325364954685	6.43039728230819	0
0.509	0.515	0.681	2.35412292167768	7.22756099895438	0
0.509	0.514667	0.680667	2.20116319343499	7.03685238611804	0
0.509	0.515	0.678333	2.19527026180127	6.55831244366633	0
0.509667	0.515	0.678	2.19527026180127	5.98269615399721	0
0.511667	0.516333	0.681	1.61442430198898	6.15293035567085	0
0.511333	0.515667	0.680667	1.75142895742004	6.63673265741216	0
0.511667	0.516	0.68	1.40176200505005	6.12078784347175	0
0.51	0.517667	0.686333	3.04951011999541	7.14360621172492	0
0.509333	0.518333	0.685667	3.22968754016988	7.35934165853887	0
0.509667	0.518	0.685333	3.04377031552985	7.07120549960915	0
0.509667	0.518	0.686667	3.23535518402579	7.35573971924215	0
0.509667	0.519	0.688	2.69937887574455	7.06830430580233	0
0.511667	0.518667	0.682333	1.536	5.43606392677915	0
0.506	0.512	0.660667	2.55374496624381	8.60142377749266	0
0.506	0.512667	0.661667	2.72282932166713	9.0057251411561	0
0.508333	0.514333	0.658	1.82537433013785	5.06708232397726	0
0.508333	0.514	0.659	1.96294918268133	5.32347637738184	0
0.508	0.513667	0.658667	1.82537433013785	5.23765835722308	0
0.507667	0.514667	0.659	1.82537433013785	5.44655862564507	0
0.507667	0.514333	0.658667	1.70122585735793	5.35660071138555	0
0.508333	0.514667	0.66	1.69272247869033	5.11038965054246	0
0.508	0.514333	0.659333	1.69272247869033	5.27286600394820	0
0.508667	0.514667	0.657333	1.83437295987157	4.96759200097636	0
