OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.504	0.835333	0
0.500333	0.512	0.872333	0
0.500667	0.506333	0.849	0
0.501	0.510333	0.872667	0
0.500333	0.511	0.870333	0
0.501333	0.51	0.871667	0
0.500667	0.512333	0.877333	0
0.501	0.511667	0.875	0
0.500667	0.507	0.852667	0
0.501	0.505333	0.848	0
0.500333	0.509667	0.867667	0
0.500333	0.505	0.845667	0
0.500333	0.504333	0.836	0
0.500333	0.513667	0.879333	0
0.500667	0.506667	0.852333	0
0.501	0.504	0.845	0
0.501333	0.506667	0.853	0
0.501	0.507333	0.858	0
0.501333	0.504	0.846	0
0.501667	0.504333	0.848333	0
0.501667	0.506333	0.852667	0
0.500333	0.510333	0.868667	0
0.502333	0.513667	0.883333	1
0.500333	0.508667	0.858	0
0.500667	0.506	0.848	0
0.500333	0.515	0.882667	0
0.500333	0.508333	0.857667	0
0.500667	0.508333	0.861	0
0.500667	0.512667	0.878333	0
0.501667	0.511333	0.874	0
0.500667	0.503333	0.834667	0
0.501	0.506	0.848667	0
0.501	0.51	0.870667	0
0.500667	0.507667	0.855333	0
0.500333	0.517	0.883667	0
0.501667	0.507	0.856333	0
0.500333	0.512333	0.875333	0
0.501	0.512	0.876333	0
0.501333	0.507	0.855667	0
0.500333	0.513	0.876333	0
0.502333	0.512667	0.880333	0
0.500667	0.503667	0.835	0
0.500667	0.513667	0.880333	0
0.500333	0.503	0.831667	0
0.500333	0.510667	0.87	0
0.501	0.513	0.880667	0
0.500667	0.51	0.869333	0
0.501	0.508333	0.864667	0
0.501333	0.508667	0.865	0
0.501	0.505	0.847667	0
0.501667	0.515667	0.886333	0
0.501	0.507667	0.858333	0
0.500667	0.504333	0.845	0
0.500667	0.511333	0.873	0
0.500333	0.516333	0.883	0
0.500667	0.508667	0.864	0
0.501	0.503667	0.843333	0
0.500333	0.503333	0.832667	0
0.500667	0.513333	0.88	0
0.501	0.508	0.860333	0
0.500333	0.507333	0.851333	0
0.501	0.504333	0.845667	0
0.501333	0.506333	0.851667	0
0.500667	0.508	0.857	0
0.501	0.515	0.885667	0
0.501	0.511	0.873	0
0.500667	0.512	0.875	0
0.501333	0.513	0.881	0
0.501	0.512667	0.879667	0
0.501667	0.505333	0.85	0
0.500333	0.511333	0.871667	0
0.501667	0.516	0.887333	0
0.500333	0.506667	0.850667	0
0.501333	0.510667	0.873	0
0.501	0.506333	0.850333	0
0.501	0.507	0.853	0
0.501667	0.503667	0.844	0
0.501667	0.507667	0.859333	0
0.500667	0.515	0.884667	0
0.502333	0.505333	0.850333	0
0.501333	0.509	0.867	0
0.500667	0.514333	0.884	0
0.501333	0.511333	0.873667	0
0.501	0.516	0.886	0
0.500667	0.503	0.833333	0
0.500333	0.514667	0.882333	0
0.501	0.514333	0.884333	0
0.501333	0.512	0.877	0
0.500333	0.504667	0.844333	0
0.501	0.504667	0.846	0
0.501333	0.516333	0.886667	0
0.501333	0.514333	0.884667	0
0.501333	0.504667	0.849333	0
0.501333	0.514667	0.885333	0
0.501	0.512333	0.878667	0
0.502	0.509667	0.868667	0
0.500667	0.513	0.879333	0
0.501333	0.508	0.860667	0
0.501333	0.512333	0.879333	0
0.501333	0.507667	0.858667	0
