OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.512	0.867	0
0.5	0.513667	0.882	0
0.500667	0.503667	0.855333	0
0.500333	0.503667	0.854	0
0.500333	0.503	0.846333	0
0.500333	0.503333	0.852667	0
0.500667	0.503333	0.854667	0
0.500333	0.505333	0.869333	0
0.500333	0.510333	0.896333	0
0.500333	0.506	0.878667	0
0.500333	0.504	0.863	0
0.500667	0.508	0.892333	0
0.500667	0.504667	0.868333	0
0.500333	0.504333	0.864333	0
0.502	0.509667	0.898333	0
0.500667	0.51	0.898333	0
0.500333	0.51	0.895667	0
0.501667	0.509333	0.897333	1
0.501333	0.503333	0.865667	0
0.501333	0.504333	0.869	0
0.501	0.509333	0.895667	0
0.501333	0.507	0.892333	0
0.500667	0.503	0.848333	0
0.500667	0.506	0.881	0
0.502	0.509	0.895333	0
0.501	0.504667	0.869	0
0.500667	0.502333	0.846333	0
0.501333	0.509	0.895	0
0.501	0.503333	0.864667	0
0.501	0.510333	0.899333	0
0.501333	0.509333	0.896333	0
0.501667	0.507333	0.893333	0
0.501333	0.508	0.893667	0
0.501	0.506	0.881667	0
0.501	0.507	0.890667	0
0.501	0.508667	0.894333	0
0.500333	0.506333	0.881	0
0.500333	0.508667	0.891	0
0.500667	0.509667	0.898	0
0.500333	0.505667	0.877667	0
0.500667	0.506667	0.887333	0
0.500333	0.509	0.891333	0
0.501	0.505333	0.880333	0
0.500333	0.504667	0.867	0
0.501	0.502667	0.847	0
0.501	0.505	0.879333	0
0.501333	0.507333	0.893	0
0.500667	0.507667	0.890333	0
0.500667	0.504	0.866	0
0.500333	0.506667	0.885667	0
0.501667	0.507	0.892667	0
0.501	0.507333	0.892	0
0.500667	0.510667	0.899	0
0.501	0.506667	0.890333	0
0.501	0.508333	0.893333	0
0.501333	0.506667	0.891333	0
0.501	0.505667	0.880667	0
0.501	0.503667	0.867333	0
0.500667	0.505333	0.879667	0
0.500667	0.506333	0.887	0
0.501667	0.508333	0.894	0
0.500333	0.511667	0.897	0
0.500667	0.504333	0.866333	0
0.501	0.506333	0.889	0
0.500667	0.507	0.889	0
0.501333	0.506333	0.889333	0
0.502	0.508	0.894333	0
