OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.503333	0.510667	0.523667	0.550667	0.697667	0
0.503667	0.511	0.523333	0.551333	0.698667	1
0.503	0.512667	0.525	0.554667	0.7	0
0.503667	0.513333	0.525	0.552333	0.700333	0
0.504333	0.511	0.525	0.554	0.7	0
0.503333	0.512	0.524	0.553667	0.700333	0
0.504	0.512	0.524333	0.552667	0.700667	0
0.503667	0.512667	0.525333	0.552333	0.700667	0
0.504333	0.513	0.523667	0.552667	0.700667	0
0.504	0.512667	0.525	0.552	0.700667	0
0.504333	0.512333	0.524333	0.552	0.701667	0
0.502667	0.509667	0.525667	0.548667	0.693333	0
0.502333	0.509333	0.523333	0.549	0.692	0
0.502	0.509667	0.523	0.548667	0.692	0
0.502333	0.509333	0.523	0.55	0.692	0
0.503	0.509667	0.525	0.548667	0.693333	0
0.502333	0.510333	0.523333	0.548333	0.691	0
0.503	0.508667	0.521333	0.548	0.689333	0
0.502667	0.509333	0.522	0.547333	0.689	0
0.502667	0.509667	0.521667	0.548667	0.688667	0
0.502333	0.51	0.522667	0.548	0.690667	0
0.502667	0.509	0.522333	0.547667	0.691	0
0.503	0.51	0.523	0.548333	0.691667	0
0.502667	0.508667	0.521667	0.551	0.689	0
0.502	0.509333	0.522333	0.549	0.69	0
0.501667	0.509	0.523	0.549	0.688667	0
0.502	0.510667	0.523	0.548333	0.688	0
0.502667	0.508333	0.522333	0.55	0.689333	0
0.502333	0.509	0.522333	0.548667	0.687333	0
0.503667	0.509333	0.521	0.55	0.691	0
0.504	0.509	0.523	0.550667	0.692667	0
0.504333	0.509667	0.522667	0.551	0.694333	0
0.503	0.509667	0.521667	0.549	0.692667	0
0.503667	0.508333	0.521333	0.548	0.689667	0
0.503333	0.508667	0.521667	0.548333	0.69	0
0.503333	0.508333	0.522	0.55	0.690667	0
0.504333	0.509333	0.521333	0.548333	0.690667	0
0.503667	0.508	0.522333	0.548333	0.688333	0
0.503667	0.509	0.522667	0.550333	0.691333	0
0.503667	0.508333	0.523	0.549333	0.691667	0
0.503333	0.508667	0.523333	0.549667	0.693333	0
0.503667	0.509	0.522	0.548333	0.691	0
0.502	0.511333	0.523	0.555667	0.698333	0
0.502667	0.511	0.522667	0.554333	0.696667	0
0.501667	0.511	0.522667	0.554667	0.696333	0
0.501667	0.512	0.523	0.555	0.697333	0
0.501	0.511333	0.524	0.556667	0.696333	0
0.502333	0.511	0.521667	0.553667	0.694667	0
0.501667	0.510667	0.521667	0.553333	0.693667	0
0.502	0.511667	0.522333	0.553333	0.695	0
0.502667	0.509	0.524	0.550333	0.692667	0
0.502	0.509	0.525	0.550667	0.694	0
0.502	0.509	0.523333	0.551	0.693667	0
0.502667	0.509333	0.524	0.551	0.695333	0
0.502333	0.509667	0.525	0.551	0.696667	0
0.502	0.510333	0.523333	0.553	0.695333	0
0.503	0.509667	0.524	0.550667	0.695	0
0.502	0.51	0.524	0.551	0.695667	0
0.501667	0.509667	0.523667	0.551667	0.694333	0
0.501667	0.51	0.524333	0.551	0.694333	0
0.502333	0.509667	0.524333	0.552333	0.696333	0
0.502	0.509333	0.526	0.551333	0.694667	0
0.502333	0.508667	0.526667	0.55	0.694333	0
0.503	0.508333	0.526333	0.550333	0.695667	0
0.503	0.508333	0.527667	0.551333	0.696	0
0.502333	0.508667	0.527667	0.552	0.695	0
0.502	0.508333	0.526333	0.551667	0.694333	0
0.502	0.508	0.528333	0.551333	0.693	0
0.501667	0.509333	0.525	0.550667	0.692333	0
0.501667	0.509	0.524667	0.55	0.690667	0
0.501333	0.508667	0.525333	0.551	0.691667	0
0.501333	0.509	0.524	0.550667	0.691333	0
0.503667	0.51	0.524667	0.551667	0.697	0
0.503333	0.509667	0.526333	0.552333	0.697667	0
0.502333	0.509	0.524333	0.551333	0.694667	0
0.503667	0.508667	0.524333	0.551333	0.695333	0
0.503	0.508333	0.525667	0.551333	0.695333	0
0.503	0.509	0.524667	0.551	0.695667	0
0.503667	0.509333	0.525	0.552333	0.696667	0
0.504	0.508667	0.525667	0.551667	0.696	0
0.504	0.509333	0.525667	0.550333	0.698333	0
0.504	0.51	0.525	0.551	0.697333	0
0.503	0.509333	0.524667	0.553333	0.698333	0
0.501333	0.508	0.524	0.551333	0.684	0
0.501333	0.507667	0.525667	0.552333	0.687	0
0.500667	0.509	0.523667	0.553	0.687333	0
0.502	0.508333	0.524667	0.550333	0.688	0
0.501667	0.508667	0.523667	0.55	0.688333	0
0.501	0.508667	0.523667	0.551333	0.691333	0
0.501	0.508333	0.523333	0.551667	0.691333	0
0.501	0.509667	0.523667	0.552333	0.692	0
0.501	0.511	0.524	0.549667	0.688333	0
0.501	0.508667	0.523333	0.551333	0.689333	0
0.502	0.51	0.521	0.551333	0.689	0
0.502333	0.509667	0.520667	0.551	0.689333	0
0.502333	0.508667	0.522667	0.551333	0.692333	0
0.502	0.509667	0.523	0.552	0.694333	0
0.502	0.508667	0.521667	0.551667	0.692667	0
0.501667	0.509667	0.522	0.552333	0.694	0
0.501667	0.509	0.521333	0.552333	0.692	0
