OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501	0.503333	0.513	0.754	0
0.501333	0.505333	0.516	0.767	0
0.502	0.505	0.517333	0.770333	0
0.503	0.506667	0.516333	0.768333	0
0.500667	0.504333	0.515	0.757333	0
0.502667	0.505	0.517	0.770667	0
0.501333	0.505667	0.513667	0.762667	0
0.501	0.503	0.513333	0.753667	0
0.502667	0.505	0.518	0.772333	0
0.501	0.503667	0.511	0.749667	0
0.500667	0.503333	0.514667	0.755	0
0.501	0.505333	0.515667	0.764	0
0.501333	0.503667	0.513333	0.757667	0
0.501667	0.504	0.514667	0.761667	0
0.500667	0.503	0.509333	0.727	0
0.501	0.507	0.522333	0.775	0
0.501333	0.504667	0.516333	0.765	0
0.500667	0.503333	0.513667	0.752667	0
0.501	0.505333	0.51	0.733667	0
0.501667	0.504	0.517667	0.767	0
0.502	0.504667	0.516667	0.768667	0
0.501	0.502333	0.51	0.726333	0
0.500667	0.504333	0.517667	0.763	0
0.501	0.507333	0.521667	0.774	0
0.501667	0.505333	0.517333	0.769333	0
0.502	0.504667	0.518	0.77	0
0.501333	0.503	0.512333	0.752	0
0.500667	0.504667	0.514333	0.756	0
0.501333	0.506	0.517667	0.768667	0
0.501667	0.507333	0.521667	0.775333	0
0.501333	0.505333	0.518667	0.771	0
0.500333	0.503667	0.515	0.751333	0
0.502667	0.504667	0.517667	0.772	0
0.501	0.503667	0.509333	0.731	0
0.501	0.503333	0.509	0.729333	0
0.501333	0.503	0.510333	0.729667	0
0.501	0.505333	0.516667	0.766	0
0.501333	0.503333	0.513667	0.758	0
0.501667	0.505	0.513	0.757333	0
0.501333	0.505333	0.520667	0.772667	0
0.501	0.507667	0.523667	0.775667	0
0.501333	0.505333	0.514	0.763667	0
0.501	0.505333	0.513333	0.759667	0
0.502667	0.504667	0.515	0.763667	0
0.501	0.509	0.522	0.775333	0
0.501333	0.508	0.521	0.774667	0
0.500667	0.505667	0.510333	0.733667	0
0.502	0.506	0.520333	0.772333	0
0.501333	0.502667	0.509	0.728	0
0.501	0.503333	0.511667	0.749	0
0.501333	0.502667	0.512	0.748	0
0.501	0.503667	0.512	0.753667	0
0.501667	0.505	0.516667	0.766667	0
0.501333	0.504333	0.516	0.763667	0
0.501667	0.503333	0.512333	0.752333	0
0.500667	0.504333	0.514667	0.757	0
0.501	0.505667	0.52	0.769667	0
0.501	0.505	0.52	0.769	0
0.501333	0.504667	0.520333	0.771333	0
0.501	0.504667	0.516667	0.764667	0
0.501	0.505667	0.513333	0.761333	0
0.501333	0.506	0.513667	0.763333	0
0.502333	0.505	0.516667	0.769	0
0.500333	0.503	0.51	0.726	0
0.501667	0.507	0.521	0.773667	0
0.501667	0.505333	0.515	0.764	0
0.500333	0.503667	0.509	0.728667	0
0.501333	0.504667	0.518333	0.769667	0
0.501333	0.505333	0.518	0.770333	0
0.502	0.503667	0.512667	0.755	0
0.501667	0.504333	0.512667	0.754333	0
0.501	0.505	0.51	0.732667	0
0.501667	0.506	0.519333	0.772	0
0.501667	0.504	0.515667	0.763	0
0.502	0.504333	0.518	0.768667	0
0.501667	0.504667	0.517667	0.769	0
0.500667	0.504	0.514333	0.755667	0
0.501333	0.505	0.519667	0.771	0
0.500333	0.503333	0.516	0.749667	1
0.502667	0.505	0.517333	0.771667	0
0.502	0.504667	0.518333	0.771	0
0.502333	0.503667	0.517667	0.766	0
0.501667	0.503333	0.518333	0.767	0
0.501	0.503667	0.509	0.729667	0
0.501333	0.503333	0.510333	0.730667	0
0.501333	0.502667	0.51	0.729333	0
0.501333	0.503333	0.509667	0.730333	0
0.501333	0.504667	0.512	0.756333	0
0.502	0.504	0.514	0.759	0
0.501	0.505	0.520667	0.772	0
0.501667	0.506333	0.521667	0.773667	0
0.501	0.506333	0.523667	0.773	0
0.500667	0.502667	0.511667	0.726333	0
0.500667	0.503	0.511	0.728333	0
0.501	0.505	0.513333	0.758667	0
0.501	0.508333	0.522	0.775	0
0.501333	0.507667	0.52	0.773667	0
0.501333	0.507333	0.521333	0.774667	0
0.500667	0.505333	0.509667	0.732333	0
0.500667	0.505667	0.517667	0.763333	0
