OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.514667	0.522	0.667	0.450643956424166	1.65498672327300	0
0.514	0.519667	0.695667	2.1889924826052	7.91183644097538	0
0.512667	0.519667	0.694333	1.99884574741446	7.8932556069478	0
0.515333	0.522	0.671	0.383664199056618	1.20498702314247	0
0.512667	0.521333	0.684333	1.53583479881517	5.91797742900062	0
0.512333	0.521333	0.683333	1.66628002088017	5.92402475642691	0
0.514667	0.520667	0.693333	2.09066666666667	7.52709290518303	0
0.515333	0.522667	0.694333	1.94358357263748	7.19233429494975	0
0.512667	0.521	0.697667	2.08990002099092	8.36792341863532	0
0.512333	0.520667	0.696	2.39979520400499	9.01631720060587	0
0.511667	0.520667	0.697333	2.24142777219229	9.1505276167173	0
0.512667	0.520667	0.697333	2.56219118815517	8.7492940501774	0
0.512333	0.521333	0.698	2.24261710484438	8.71695186917607	0
0.518333	0.525333	0.685667	0.666722288784212	2.15800505744987	0
0.518	0.525333	0.687	0.755117058043249	2.32433377388162	0
0.519	0.525333	0.684667	0.583773347556251	1.86126445272808	0
0.52	0.524667	0.687	0.506281351212239	1.63931720373903	0
0.519667	0.524667	0.686333	0.586251885443155	1.96976116803929	0
0.519333	0.525	0.686333	0.506281351212239	1.66580461057346	0
0.517333	0.522333	0.674333	0.383244647730613	1.13267499515114	0
0.516	0.522667	0.673667	0.383244647730613	1.1227667224316	0
0.517	0.523667	0.672667	0.264915399364063	0.85681454233553	0
0.514667	0.521	0.692333	1.94358357263748	7.39578104490535	0
0.513667	0.521	0.684	1.29051481545601	5.31773442957375	0
0.513	0.520667	0.683667	1.66559275370742	6.13311949101783	0
0.513333	0.521333	0.682333	1.40967595558794	5.33799232877952	0
0.517333	0.522667	0.689333	0.957110458601034	2.65798581919388	0
0.517333	0.523333	0.687333	0.762152967462395	2.45368628680025	0
0.514333	0.519333	0.695333	2.35412292167768	7.85813928950593	0
0.514333	0.519333	0.695667	2.34783392016234	8.37427332597904	0
0.512	0.519	0.697	2.47455831018806	9.33414858343664	0
0.511333	0.518333	0.694333	2.80114024936370	10.5760239296238	0
0.512333	0.52	0.695	2.00692627750051	7.94445895996501	0
0.513	0.519667	0.694667	1.99884574741446	7.75179007005274	0
0.515667	0.522667	0.671667	0.322185122592578	0.98776601762502	0
0.515333	0.522667	0.671333	0.322493270607671	1.23683237929029	0
0.515333	0.521	0.667	0.446836473654542	1.46104572976284	0
0.516	0.520667	0.667333	0.522275948194486	1.7802203895106	0
0.515667	0.521	0.666333	0.383916036440991	1.40127428625909	0
0.517667	0.524667	0.694333	1.17567342936862	2.95657664971234	0
0.518	0.524333	0.693	1.06652824128222	2.88766442422891	0
0.518667	0.525667	0.694	1.29005931218573	2.67856718408985	0
0.518667	0.525667	0.694333	1.17596371226380	2.71822970240032	0
0.518	0.523667	0.693333	1.290514815456	3.1683505024916	0
0.518333	0.524667	0.695333	1.06652824128222	2.96709535889876	0
0.518667	0.525	0.695667	0.962370389614384	2.84441525047496	0
0.518	0.524667	0.695	0.962370389614384	2.7218400902149	0
0.517667	0.524	0.694333	1.17596371226381	3.23601831665147	0
0.515333	0.521333	0.692	2.09047499308967	7.22842974977167	0
0.515333	0.522333	0.695	1.94395372825478	7.29825093565417	0
0.516333	0.522667	0.693667	1.80248819135973	6.93685130905213	0
0.515333	0.522	0.694	1.94395372825478	7.43314812735771	0
0.514333	0.521333	0.687667	1.41030997312388	5.47691448086336	0
0.518	0.523333	0.683333	0.843009879470235	2.16161709821911	0
0.518667	0.524	0.683	0.749277583884863	1.97502137624234	0
0.519	0.524333	0.684333	0.666722288784212	1.77443229539138	0
0.518333	0.524	0.683333	0.654445800298594	2.00658725383419	0
0.518333	0.524667	0.684667	0.663972536303392	2.16154839893957	0
0.518667	0.524667	0.684	0.588528304486458	1.8619858952395	0
0.518	0.524333	0.683667	0.663972536303392	1.95209608124605	0
