OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.504	0.830667	0
0.5	0.510667	0.873	0
0.500667	0.505667	0.879	0
0.500333	0.504333	0.870333	0
0.500667	0.508	0.888667	0
0.500667	0.509	0.894	0
0.502	0.508	0.892333	0
0.500333	0.503667	0.866667	0
0.500333	0.506667	0.881667	0
0.500667	0.502333	0.819333	0
0.501	0.511667	0.900667	0
0.501	0.505333	0.877667	0
0.501	0.502333	0.821	0
0.500333	0.508333	0.887667	0
0.501	0.506	0.879667	0
0.502333	0.512	0.901333	0
0.500667	0.503667	0.867333	0
0.501	0.508667	0.893667	0
0.501333	0.508	0.892	0
0.501667	0.507667	0.891667	0
0.500333	0.514	0.900333	0
0.500667	0.504	0.869333	0
0.501	0.504	0.872	0
0.500333	0.506	0.878333	0
0.500333	0.507	0.882667	0
0.500333	0.504667	0.870667	0
0.500667	0.502667	0.824	0
0.501333	0.510333	0.899667	0
0.501333	0.511333	0.900333	0
0.500333	0.513667	0.899	0
0.500667	0.509667	0.896667	0
0.501	0.512667	0.901	0
0.500667	0.504333	0.872333	0
0.501667	0.507	0.889	0
0.502	0.508333	0.894	0
0.500667	0.505333	0.876667	0
0.501	0.513333	0.903333	0
0.501333	0.511	0.9	0
0.501	0.505	0.873333	0
0.501333	0.513	0.903333	0
0.500333	0.504	0.867667	0
0.501	0.507	0.884	0
0.501	0.507667	0.887333	0
0.501667	0.507333	0.891333	0
0.501333	0.509667	0.899	1
0.500333	0.509667	0.895333	0
0.501333	0.507333	0.888	0
0.501	0.509	0.895333	0
0.501667	0.508333	0.893667	0
0.501333	0.505	0.876	0
0.500667	0.504667	0.872667	0
0.500667	0.510333	0.899	0
0.501	0.513	0.902667	0
0.500667	0.507667	0.887	0
0.501	0.508333	0.892	0
0.501333	0.51	0.899333	0
0.501333	0.507667	0.891333	0
0.501333	0.508333	0.892667	0
0.501333	0.508667	0.894	0
0.500333	0.503333	0.866	0
0.501	0.51	0.899	0
0.501	0.509333	0.898333	0
0.500333	0.513333	0.898333	0
0.501333	0.507	0.887	0
0.502	0.506667	0.888	0
0.501333	0.513667	0.903667	0
0.500667	0.513333	0.902667	0
0.501667	0.510667	0.9	0
0.501667	0.512667	0.902667	0
0.501333	0.512667	0.901667	0
0.501667	0.512333	0.902	0
0.500667	0.508333	0.891667	0
