OneWayAcc	TwoWayAcc	ThreeWayAcc	ChiMaxs	ChiSums	Best
0.505333	0.509667	0.671	2.23667334269391	5.78045288736176	0
0.503667	0.506	0.659	1.75142895742004	4.51085679928402	0
0.503333	0.506333	0.660667	2.04186303759579	4.94976551473331	0
0.502667	0.51	0.669	2.3655032580608	6.17246751846015	0
0.502333	0.510333	0.669	2.3655032580608	6.73244270294073	0
0.506	0.507	0.658333	1.55666810709865	3.51838695835031	0
0.506667	0.508667	0.661333	1.18993498321543	2.45564499315115	0
0.509	0.512667	0.657	0.592470269550976	1.03407955867707	0
0.509333	0.514	0.659667	0.760038926555489	1.03697367551730	0
0.509333	0.514667	0.658333	0.592470269550976	0.869405018512791	0
0.510333	0.513667	0.656667	0.372000744001488	0.647691937038524	0
0.506667	0.51	0.662	1.05288834622642	2.36484773549164	0
0.507667	0.509667	0.663	0.858528009410184	1.81885066716673	0
0.506	0.507	0.664333	1.65427190596488	4.42178471930512	0
0.505667	0.506333	0.663333	2.07153944485025	5.08138734389406	0
0.506333	0.507	0.662667	1.62561753347784	3.97743859515173	0
0.510667	0.514	0.659	0.512940881287065	0.715880416812916	0
0.511	0.514333	0.657333	0.438730081122655	0.606026770663096	0
0.51	0.513667	0.657	0.440705030108347	0.716396223145384	0
0.509	0.512333	0.656333	0.517890050988584	1.02805959170414	0
0.509333	0.512	0.658667	0.595591263534862	1.12667927507924	0
0.507667	0.511	0.655	0.669256862947174	1.46466450972563	0
0.507333	0.510667	0.654	0.752311411253825	1.55234993576558	0
0.507667	0.510667	0.654333	0.755117058043249	1.55515558255500	0
0.507667	0.509333	0.665	1.78113071989479	3.94951723891353	0
0.509667	0.512333	0.656667	0.446836473654542	0.982765762012125	0
0.503	0.506333	0.661	2.04186303759579	5.00824680392077	0
0.507	0.508667	0.662667	0.960754659796776	2.13967103159763	0
0.508	0.510333	0.664333	0.858528009410184	1.82620927646884	0
0.508	0.510333	0.663667	0.851308651903899	1.76220469656530	0
0.507667	0.509333	0.664333	0.858528009410184	1.90728708154340	0
0.508333	0.509667	0.663333	0.858528009410184	1.76710585970495	0
0.505667	0.508333	0.669667	2.22085878199270	6.0512755727257	0
0.505667	0.509	0.670667	2.37527786326185	6.35021335253037	1
0.505	0.51	0.671	2.23667334269391	5.78045288736176	0
0.505	0.509333	0.670333	2.23429786888208	5.79433890423584	0
0.505	0.509333	0.67	2.08587725904352	5.76269607663821	0
0.504667	0.51	0.671	2.19527026180127	5.79721844061062	0
0.505333	0.509	0.670333	2.1889924826052	6.05389472738672	0
0.506333	0.509	0.665333	1.65119064207669	4.30892335981372	0
0.505667	0.508667	0.666333	1.64777015326601	4.40533120823313	0
0.507	0.509333	0.664333	1.51229650069849	3.9244117970002	0
0.508	0.508667	0.665333	1.51952096683791	4.03371056763232	0
0.507667	0.508667	0.664333	1.64777015326601	3.95241970466498	0
0.503333	0.505667	0.658667	1.89976811342829	4.79584652259316	0
0.504333	0.506	0.659	1.61442430198898	4.25626406543539	0
0.503667	0.507333	0.663	1.75142895742004	4.29203398557528	0
0.503333	0.506333	0.66	2.04774453465527	4.94790838383615	0
0.504	0.505667	0.661	1.89391224739517	4.90949617464247	0
0.503333	0.506	0.662333	2.35412292167768	5.24145766249689	0
0.505667	0.508	0.654333	1.14137107884450	3.22828032832697	0
0.505667	0.512333	0.673667	2.20666982106335	5.56622304515633	0
0.505333	0.513	0.671667	2.20666982106335	5.67924795195797	0
0.506	0.511667	0.672333	2.20666982106335	5.5694984481596	0
0.503	0.509667	0.669	2.3655032580608	6.17246751846015	0
0.502667	0.51	0.668667	2.36001316737941	6.1686001791135	0
0.507667	0.512	0.665667	1.38599674309826	3.82202384445136	0
0.505	0.511	0.668	2.21178878607028	4.90204986401347	0
0.507	0.508333	0.659667	0.968013555912537	2.04223650752892	0
0.507	0.509333	0.66	0.97503298692704	1.97391368776707	0
0.506667	0.508333	0.661	1.07615394648657	2.21729644131234	0
0.506667	0.508	0.660333	1.18993498321543	2.58992855242645	0
0.506333	0.508667	0.662	1.42622168127061	3.04093619565601	0
0.506667	0.509333	0.662667	1.07615394648657	2.56813636638590	0
0.504	0.51	0.668333	2.06314916783005	5.29439452847343	0
0.503667	0.511333	0.67	2.3655032580608	5.72228553254433	0
0.506	0.510667	0.668667	1.80106068414748	4.82996736840356	0
0.506333	0.509667	0.670333	2.08894189627257	5.6249626344806	0
0.505333	0.510667	0.669333	2.24023872963181	5.41170627883341	0
0.51	0.511667	0.653667	0.516432039479426	1.02257444637982	0
0.51	0.512	0.654	0.445570776366231	1.04475568325414	0
0.509	0.511667	0.655333	0.592470269550976	1.14963396673325	0
0.508667	0.512333	0.657	0.677220919868682	1.11883020899478	0
0.511	0.515333	0.658333	0.378644242439993	0.547876187443997	0
0.511333	0.515	0.657667	0.37722773776628	0.577684706155402	0
0.509667	0.514	0.657	0.444126386325237	0.753694858883945	0
0.509667	0.514	0.655667	0.375647625802038	0.724669778346605	0
0.511	0.515333	0.660667	0.378644242439993	0.561910766084635	0
0.511	0.514333	0.66	0.516432039479426	0.719446350986272	0
0.510333	0.513667	0.657	0.373904920756136	0.683213209045834	0
0.51	0.513667	0.656	0.372000744001488	0.681309032291185	0
0.509333	0.513667	0.657333	0.588528304486458	0.861731510322713	0
0.51	0.513667	0.657333	0.512940881287065	0.739258985880895	0
0.506	0.509	0.661667	1.16593371937969	2.76959692495154	0
0.506	0.509	0.662	1.17419901092081	2.89108966051917	0
0.506	0.510333	0.662	1.16593371937969	2.85320690128984	0
0.506	0.509	0.661	1.18220036837885	2.66555398489383	0
0.506333	0.508333	0.66	1.18993498321543	2.49766623159799	0
0.506333	0.507667	0.660333	1.18220036837885	2.74185990594391	0
0.508	0.509333	0.662667	0.858528009410184	1.7697086689769	0
0.507667	0.509	0.663	0.858528009410184	2.01207636054081	0
0.508	0.51	0.663333	0.677557744633122	1.70108166785935	0
0.508	0.509667	0.664	0.761981827543913	1.78236307502248	0
0.508	0.509	0.664333	0.853909012088821	2.0181398422994	0
0.508	0.509333	0.665667	0.761981827543913	1.98617107519703	0
0.508333	0.511	0.665	0.865525923759808	1.83110647281166	0
0.508	0.509667	0.664667	0.858528009410184	1.85814508335356	0
0.504667	0.506333	0.664	2.20116319343499	5.15999936996394	0
0.505	0.508333	0.665333	2.05838896643981	4.9674689970722	0
0.506	0.508333	0.663	1.49903899134684	4.02422089942769	0
