Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FourWayAcc	Best
147	34	0.500333	0.504	0.891333	0
147	35	0.501	0.504333	0.896	0
147	36	0.500667	0.527667	0.908667	0
147	37	0.501	0.527	0.907667	0
147	38	0.501333	0.524333	0.902	0
147	39	0.501333	0.527	0.908	0
147	40	0.501	0.529	0.909	0
147	41	0.502	0.527333	0.909	0
147	42	0.502667	0.528667	0.911	0
147	43	0.500667	0.503667	0.891667	0
147	44	0.500667	0.527	0.907333	0
147	45	0.500667	0.524	0.901667	0
147	46	0.500333	0.527667	0.908	0
147	47	0.503	0.528333	0.910333	0
147	48	0.500667	0.503333	0.891	0
147	49	0.500667	0.504333	0.895	0
147	50	0.500667	0.527333	0.908	0
147	51	0.502	0.529667	0.909333	0
147	52	0.502333	0.528333	0.91	0
148	1	0.5	0.503	0.850333	0
148	2	0.500333	0.517333	0.890333	0
148	3	0.500667	0.505667	0.872	0
148	4	0.500333	0.502667	0.854333	0
148	5	0.501333	0.517333	0.893	0
148	6	0.501667	0.515333	0.889667	0
148	7	0.500667	0.516	0.889	0
148	8	0.500667	0.512667	0.885	0
148	9	0.500333	0.502	0.851	0
148	10	0.500333	0.505333	0.870333	0
148	11	0.500333	0.502333	0.851333	0
148	12	0.501333	0.511333	0.883333	0
148	13	0.502	0.508667	0.877667	0
148	14	0.500333	0.51	0.877333	0
148	15	0.500333	0.506	0.870667	0
148	16	0.501333	0.514333	0.887	0
148	17	0.500667	0.502333	0.858	0
148	18	0.500333	0.507	0.872333	0
148	19	0.500333	0.504333	0.868	0
148	20	0.501	0.515	0.888667	0
148	21	0.501667	0.511	0.883667	0
148	22	0.500333	0.518333	0.892	0
148	23	0.501	0.507	0.873667	0
148	24	0.501667	0.505	0.871667	0
148	25	0.500333	0.508	0.873333	0
148	26	0.500333	0.509667	0.877	0
148	27	0.501667	0.514333	0.887333	0
148	28	0.500333	0.503333	0.862	0
148	29	0.500333	0.517667	0.891333	0
148	30	0.500333	0.505	0.868667	0
148	31	0.501	0.515667	0.889	0
148	32	0.501333	0.514667	0.887333	0
148	33	0.500333	0.512333	0.883333	0
148	34	0.501	0.510333	0.882333	0
148	35	0.500667	0.515667	0.888667	0
148	36	0.501667	0.518333	0.894667	0
148	37	0.500667	0.509	0.878333	0
148	38	0.500333	0.512	0.882333	0
148	39	0.502333	0.514	0.888	0
148	40	0.502333	0.513	0.887667	1
148	41	0.500667	0.517	0.892333	0
148	42	0.500333	0.511333	0.879667	0
148	43	0.502	0.505667	0.873	0
148	44	0.5	0.512	0.881667	0
148	45	0.500667	0.505333	0.871333	0
148	46	0.500333	0.506333	0.871667	0
148	47	0.501	0.511667	0.884667	0
148	48	0.500333	0.515333	0.888	0
148	49	0.501	0.514	0.885667	0
148	50	0.501333	0.511	0.883	0
148	51	0.501	0.516667	0.892	0
148	52	0.501	0.512333	0.885	0
148	53	0.500667	0.502667	0.86	0
148	54	0.502	0.513667	0.887333	0
148	55	0.501	0.504333	0.869667	0
148	56	0.501667	0.513333	0.886667	0
148	57	0.500333	0.511	0.878	0
148	58	0.500333	0.515667	0.888333	0
148	59	0.502	0.512	0.885333	0
148	60	0.500667	0.505	0.870333	0
148	61	0.501667	0.506333	0.873667	0
148	62	0.502	0.513333	0.887	0
148	63	0.500667	0.506333	0.872333	0
148	64	0.500667	0.513333	0.885333	0
148	65	0.500333	0.511667	0.882	0
148	66	0.501	0.509667	0.880333	0
148	67	0.501667	0.504333	0.871333	0
148	68	0.500667	0.510667	0.882333	0
148	69	0.500333	0.503	0.861667	0
148	70	0.502667	0.513333	0.888	0
148	71	0.502	0.517333	0.894333	0
148	72	0.500333	0.506667	0.872	0
148	73	0.501333	0.504	0.869667	0
148	74	0.501333	0.505667	0.872667	0
148	75	0.501	0.505333	0.871667	0
148	76	0.500667	0.507333	0.872667	0
148	77	0.502	0.512667	0.886333	0
148	78	0.502333	0.512667	0.887	0
148	79	0.500333	0.515	0.887333	0
148	80	0.500667	0.518	0.894333	0
148	81	0.502333	0.504667	0.871667	0
148	82	0.500667	0.504	0.868	0
148	83	0.501667	0.512333	0.886	0
148	84	0.500667	0.516667	0.890333	0
148	85	0.500667	0.514667	0.886333	0
148	86	0.501	0.516	0.891	0
148	87	0.501	0.504667	0.871333	0
148	88	0.501333	0.506667	0.873667	0
148	89	0.501667	0.514	0.887	0
148	90	0.500667	0.512	0.884667	0
148	91	0.500667	0.511	0.882667	0
148	92	0.502667	0.514	0.888333	0
148	93	0.502	0.517	0.893	0
148	94	0.502	0.518	0.895	0
148	95	0.501	0.504	0.869	0
148	96	0.501333	0.515667	0.889667	0
148	97	0.501333	0.504333	0.871	0
148	98	0.500667	0.517667	0.893333	0
149	1	0.5	0.502667	0.836667	0
149	2	0.5	0.504333	0.869667	0
149	3	0.500333	0.502333	0.863333	0
149	4	0.500333	0.503	0.871333	0
149	5	0.501	0.503	0.873667	0
149	6	0.500667	0.501667	0.863667	0
149	7	0.502333	0.509333	0.893	0
149	8	0.501333	0.510667	0.893667	0
149	9	0.503333	0.507	0.891	0
149	10	0.500667	0.504	0.875	0
149	11	0.501667	0.504	0.879	0
149	12	0.500333	0.503667	0.871667	0
149	13	0.500667	0.508	0.89	0
149	14	0.500667	0.505	0.883667	0
149	15	0.501	0.503667	0.875	0
149	16	0.500667	0.511333	0.892333	0
149	17	0.500333	0.505333	0.881333	0
149	18	0.503	0.508	0.891667	0
149	19	0.501	0.506667	0.889667	0
149	20	0.500667	0.504333	0.881667	0
149	21	0.502	0.508667	0.892667	0
149	22	0.500333	0.506333	0.887	0
149	23	0.503333	0.512333	0.896667	0
149	24	0.503	0.512	0.895333	0
149	25	0.500667	0.502667	0.869	0
149	26	0.503667	0.507667	0.891333	0
149	27	0.500333	0.507333	0.889333	0
149	28	0.503667	0.511667	0.895667	0
149	29	0.501333	0.503333	0.874	0
149	30	0.501	0.510667	0.892333	0
149	31	0.502333	0.510333	0.893333	0
149	32	0.500667	0.510667	0.892	0
149	33	0.500667	0.506667	0.889333	0
149	34	0.501333	0.507667	0.891	0
149	35	0.501667	0.505667	0.889667	0
149	36	0.501333	0.508667	0.892	0
149	37	0.501	0.511	0.893333	0
149	38	0.500667	0.503667	0.873333	0
149	39	0.500667	0.505667	0.887333	0
149	40	0.500333	0.506667	0.887333	0
149	41	0.501333	0.505333	0.888333	0
149	42	0.501667	0.506	0.890333	1
149	43	0.504	0.511667	0.896	0
149	44	0.500667	0.503333	0.873	0
149	45	0.500333	0.504333	0.874333	0
149	46	0.500333	0.511	0.890667	0
149	47	0.503	0.512667	0.896	0
149	48	0.502667	0.512333	0.895667	0
149	49	0.504	0.507667	0.891667	0
149	50	0.501667	0.507333	0.890667	0
149	51	0.501	0.508	0.890667	0
149	52	0.501333	0.508333	0.891667	0
149	53	0.501	0.511333	0.893667	0
149	54	0.501333	0.510333	0.892667	0
149	55	0.501667	0.503667	0.878	0
149	56	0.501333	0.504	0.878	0
149	57	0.501	0.504667	0.883333	0
149	58	0.500667	0.506	0.888	0
149	59	0.504	0.507333	0.891333	0
149	60	0.501	0.506	0.888333	0
149	61	0.502667	0.511667	0.895	0
149	62	0.501	0.505	0.886	0
149	63	0.501333	0.504667	0.886333	0
149	64	0.501	0.505667	0.888	0
149	65	0.501333	0.506	0.888667	0
149	66	0.502667	0.503333	0.876	0
149	67	0.500333	0.510667	0.890333	0
149	68	0.502333	0.512667	0.894667	0
149	69	0.501	0.508333	0.891	0
150	1	0.5	0.504	0.894333	0
150	2	0.5	0.510333	0.910333	0
150	3	0.500333	0.507333	0.906667	0
150	4	0.501	0.501667	0.895333	0
150	5	0.500333	0.502	0.897667	0
150	6	0.500333	0.507	0.905667	0
150	7	0.500333	0.506667	0.903667	0
150	8	0.500667	0.508	0.910333	0
150	9	0.500667	0.505333	0.902333	0
150	10	0.502	0.507333	0.911333	0
150	11	0.500667	0.502333	0.9	0
150	12	0.502667	0.509333	0.917333	0
150	13	0.501333	0.509	0.914333	0
150	14	0.500333	0.508333	0.91	0
150	15	0.501667	0.508	0.912	0
150	16	0.500333	0.502667	0.899333	0
150	17	0.500333	0.509667	0.912667	0
150	18	0.501333	0.508667	0.914	0
150	19	0.500333	0.506	0.902333	0
150	20	0.500667	0.503333	0.900667	0
150	21	0.502333	0.51	0.917667	0
150	22	0.500333	0.509333	0.912333	0
150	23	0.500667	0.506	0.905	0
150	24	0.501	0.509333	0.914667	0
150	25	0.501667	0.510667	0.917333	0
150	26	0.502667	0.511667	0.918	0
150	27	0.500667	0.507667	0.909333	0
150	28	0.501	0.508333	0.913333	0
150	29	0.501	0.503	0.900667	0
150	30	0.500333	0.506333	0.903	0
150	31	0.502333	0.508667	0.915667	0
150	32	0.500667	0.508667	0.912667	0
150	33	0.501333	0.507333	0.91	0
150	34	0.500333	0.508667	0.911	0
150	35	0.501333	0.503333	0.901333	0
150	36	0.501	0.51	0.916	0
150	37	0.500333	0.508	0.909333	0
150	38	0.501333	0.508	0.911333	0
150	39	0.501	0.503333	0.901	0
150	40	0.501333	0.507667	0.911	0
150	41	0.502	0.510667	0.917667	0
150	42	0.502	0.509667	0.917333	0
150	43	0.502667	0.509	0.917	0
150	44	0.502	0.508667	0.914333	0
150	45	0.501333	0.503667	0.901667	0
150	46	0.500667	0.51	0.915667	0
150	47	0.501	0.504	0.901333	0
150	48	0.501	0.507667	0.91	0
150	49	0.501667	0.509667	0.917	0
150	50	0.500333	0.507667	0.909	0
150	51	0.500333	0.505667	0.902	0
150	52	0.500667	0.509333	0.913333	0
150	53	0.501333	0.510333	0.916333	0
150	54	0.501	0.508667	0.913667	0
150	55	0.501333	0.507	0.908	0
150	56	0.501	0.507333	0.909667	0
150	57	0.501333	0.509667	0.915667	0
150	58	0.502	0.509	0.916667	1
150	59	0.501	0.509667	0.915	0
151	1	0.5	0.506333	0.887333	0
151	2	0.500333	0.501667	0.880333	0
151	3	0.501333	0.503667	0.893	0
151	4	0.500667	0.501667	0.881	0
151	5	0.500333	0.505333	0.898	0
151	6	0.501	0.504	0.893667	0
151	7	0.500667	0.519	0.907667	0
151	8	0.501	0.504333	0.895333	0
151	9	0.501	0.502	0.886333	0
151	10	0.501667	0.504667	0.898667	0
151	11	0.501	0.514667	0.904667	0
151	12	0.500333	0.504	0.891	0
151	13	0.500333	0.516333	0.904667	0
151	14	0.501	0.505	0.898667	0
151	15	0.501667	0.505	0.899	0
151	16	0.501333	0.513	0.901333	0
151	17	0.500333	0.503333	0.89	0
151	18	0.500667	0.502	0.881333	0
151	19	0.500333	0.505	0.897667	0
151	20	0.500333	0.518333	0.906667	0
151	21	0.500667	0.504	0.892333	0
151	22	0.500667	0.503667	0.891	0
151	23	0.500667	0.504667	0.897333	0
151	24	0.501667	0.513	0.903333	0
151	25	0.500667	0.504333	0.893667	0
151	26	0.501333	0.504333	0.895667	0
151	27	0.500333	0.506	0.898667	0
151	28	0.500667	0.516	0.905	0
151	29	0.500333	0.517667	0.905	0
151	30	0.500333	0.516	0.903333	0
151	31	0.500333	0.503	0.888333	0
151	32	0.500333	0.518667	0.907	0
151	33	0.501	0.517333	0.908	0
151	34	0.500667	0.514	0.901333	0
151	35	0.502	0.513667	0.906	0
151	36	0.500667	0.506333	0.900667	1
151	37	0.502333	0.516333	0.907667	0
151	38	0.501	0.505333	0.899	0
151	39	0.502	0.515	0.906333	0
151	40	0.502	0.516	0.907333	0
151	41	0.501333	0.513667	0.903667	0
151	42	0.500333	0.514333	0.900333	0
151	43	0.501	0.504667	0.898333	0
151	44	0.501333	0.503333	0.891333	0
151	45	0.500333	0.518	0.906333	0
151	46	0.501	0.503	0.891	0
151	47	0.501667	0.516	0.906667	0
151	48	0.501	0.516667	0.906667	0
151	49	0.502	0.513	0.903667	0
151	50	0.502667	0.512667	0.901667	0
151	51	0.500333	0.506333	0.899333	0
151	52	0.501667	0.504333	0.898	0
151	53	0.500333	0.503667	0.890333	0
151	54	0.501667	0.513333	0.904	0
151	55	0.500333	0.504333	0.893333	0
151	56	0.500667	0.517333	0.906	0
151	57	0.501	0.513333	0.902333	0
151	58	0.501667	0.513667	0.905667	0
151	59	0.501	0.507333	0.901	0
151	60	0.502333	0.515667	0.907	0
151	61	0.501667	0.514333	0.906	0
151	62	0.501333	0.513333	0.903	0
151	63	0.502	0.503	0.891333	0
151	64	0.501	0.502667	0.89	0
151	65	0.500667	0.518667	0.907333	0
151	66	0.501	0.517	0.907667	0
151	67	0.500667	0.505667	0.899333	0
151	68	0.501	0.516333	0.905667	0
151	69	0.502	0.508	0.901333	0
152	1	0.5	0.502333	0.867	0
152	2	0.5	0.504667	0.886667	0
152	3	0.5	0.509333	0.899333	0
152	4	0.501	0.503	0.886667	0
152	5	0.500667	0.502667	0.880667	0
152	6	0.500333	0.502	0.875333	0
152	7	0.500667	0.502333	0.879333	0
152	8	0.500667	0.503	0.885	0
152	9	0.500667	0.504667	0.889	0
152	10	0.500667	0.505	0.89	0
152	11	0.501	0.507	0.899	0
152	12	0.500333	0.506333	0.895	0
152	13	0.501333	0.508	0.905333	0
152	14	0.501333	0.505333	0.892667	0
152	15	0.500333	0.513	0.912	0
152	16	0.501	0.507667	0.904667	0
152	17	0.500333	0.502333	0.879	0
152	18	0.500333	0.504	0.888333	0
152	19	0.500667	0.502	0.878	0
152	20	0.500667	0.508	0.904667	0
152	21	0.500667	0.503333	0.886	0
152	22	0.500667	0.509333	0.909	0
152	23	0.500333	0.510333	0.911	0
152	24	0.500333	0.504667	0.888667	0
152	25	0.501667	0.504	0.891	0
152	26	0.501667	0.508	0.907	0
152	27	0.501667	0.505	0.892333	0
152	28	0.500333	0.509	0.905333	0
152	29	0.501667	0.508333	0.907333	0
152	30	0.501	0.504667	0.890667	0
152	31	0.501	0.509333	0.91	0
152	32	0.501333	0.507333	0.904667	0
152	33	0.501667	0.504333	0.891667	0
152	34	0.500333	0.508	0.903	0
152	35	0.500333	0.51	0.906667	0
152	36	0.501333	0.504	0.890667	0
152	37	0.500333	0.508667	0.904	0
152	38	0.501333	0.510333	0.912333	0
152	39	0.500333	0.503	0.88	0
152	40	0.500667	0.507	0.898333	0
152	41	0.501	0.507333	0.903333	0
152	42	0.500667	0.504	0.888667	0
152	43	0.500667	0.508667	0.907667	0
152	44	0.502333	0.508333	0.907667	0
152	45	0.500667	0.509	0.908	0
152	46	0.500667	0.508333	0.905333	0
152	47	0.501	0.510667	0.913	0
152	48	0.500333	0.502667	0.879667	0
152	49	0.501	0.509667	0.910333	0
152	50	0.501333	0.505	0.892	0
152	51	0.501	0.508	0.905	0
152	52	0.500333	0.509667	0.905667	0
152	53	0.502	0.51	0.911667	0
152	54	0.501333	0.507	0.902667	0
152	55	0.501667	0.503667	0.887	0
152	56	0.501	0.508333	0.906333	0
152	57	0.500667	0.510667	0.912333	0
152	58	0.500333	0.503667	0.885333	0
152	59	0.501	0.504333	0.889333	0
152	60	0.501	0.509	0.909667	1
152	61	0.500667	0.507667	0.903333	0
152	62	0.501	0.508667	0.909	0
152	63	0.500333	0.505	0.889	0
152	64	0.501333	0.504333	0.891	0
152	65	0.501	0.505333	0.891333	0
153	1	0.500333	0.501667	0.861667	0
153	2	0.5	0.505333	0.876333	0
153	3	0.500667	0.507333	0.885667	0
153	4	0.500667	0.505333	0.882	0
153	5	0.500333	0.502	0.873	0
153	6	0.500333	0.504	0.878333	0
153	7	0.500333	0.505667	0.882333	0
153	8	0.500667	0.505667	0.883	0
153	9	0.500667	0.501667	0.862	0
153	10	0.500333	0.506667	0.882667	0
153	11	0.500333	0.514667	0.893	0
153	12	0.500333	0.509	0.888333	0
153	13	0.500333	0.503333	0.875333	0
153	14	0.501667	0.514667	0.895667	0
153	15	0.502	0.505	0.883	0
153	16	0.500333	0.509333	0.888667	0
153	17	0.500333	0.508667	0.886667	0
153	18	0.500667	0.504667	0.879667	0
153	19	0.501333	0.518	0.898333	0
153	20	0.501667	0.504333	0.882	0
153	21	0.501667	0.517	0.897667	0
153	22	0.501	0.503	0.876667	0
153	23	0.501	0.505	0.880333	0
153	24	0.500667	0.514667	0.894667	0
153	25	0.500333	0.515667	0.894333	0
153	26	0.501333	0.519	0.899	0
153	27	0.502333	0.504	0.882	0
153	28	0.502	0.514667	0.896333	0
153	29	0.501	0.512333	0.893333	0
153	30	0.500667	0.504	0.878667	0
153	31	0.500667	0.509667	0.891667	0
153	32	0.501	0.502333	0.875667	0
153	33	0.500667	0.511	0.892	0
153	34	0.501333	0.517667	0.898	0
153	35	0.500667	0.516	0.896667	0
153	36	0.501	0.508667	0.891333	0
153	37	0.500333	0.512667	0.892	0
153	38	0.500667	0.506333	0.883667	0
153	39	0.500333	0.516	0.896333	0
153	40	0.501333	0.518333	0.898667	0
153	41	0.501667	0.504	0.88	0
153	42	0.502	0.514	0.895333	0
153	43	0.500333	0.507667	0.885667	0
153	44	0.500333	0.514333	0.892667	0
153	45	0.501333	0.504667	0.881667	0
153	46	0.502	0.504	0.881333	0
153	47	0.500333	0.502333	0.873667	0
153	48	0.501	0.516667	0.897	0
153	49	0.501333	0.508333	0.891	0
153	50	0.501	0.517667	0.897333	0
153	51	0.501	0.502667	0.876333	0
153	52	0.501	0.51	0.892333	0
153	53	0.500667	0.502333	0.874667	0
153	54	0.501333	0.505667	0.884	0
153	55	0.500667	0.504333	0.879	0
153	56	0.501	0.506333	0.884333	0
153	57	0.502	0.519667	0.901	0
153	58	0.502	0.517667	0.899	0
153	59	0.501333	0.509	0.892667	1
153	60	0.500667	0.509333	0.891333	0
153	61	0.501	0.515667	0.896333	0
153	62	0.501333	0.505	0.882667	0
153	63	0.502	0.507667	0.888333	0
153	64	0.500667	0.508	0.887	0
153	65	0.500333	0.502667	0.875	0
153	66	0.501	0.515333	0.896	0
153	67	0.501	0.513	0.893667	0
153	68	0.501333	0.503667	0.877333	0
153	69	0.500667	0.512667	0.892333	0
153	70	0.502	0.513	0.894333	0
153	71	0.502	0.519	0.900333	0
153	72	0.501667	0.519	0.899667	0
153	73	0.501667	0.513667	0.895	0
153	74	0.501	0.519333	0.899333	0
153	75	0.501333	0.506333	0.884667	0
153	76	0.501333	0.519333	0.9	0
153	77	0.500667	0.513333	0.893333	0
153	78	0.502	0.514333	0.895667	0
153	79	0.501333	0.507667	0.888	0
153	80	0.502	0.510333	0.893	0
153	81	0.502	0.513333	0.895	0
153	82	0.500333	0.505333	0.881667	0
153	83	0.501	0.504667	0.88	0
153	84	0.500667	0.515667	0.896	0
153	85	0.501667	0.508	0.889333	0
153	86	0.501667	0.515	0.897	0
153	87	0.500667	0.513667	0.893667	0
153	88	0.501	0.513667	0.894333	0
153	89	0.502333	0.504667	0.882667	0
153	90	0.500667	0.52	0.897333	0
153	91	0.501667	0.519333	0.900333	0
153	92	0.502333	0.51	0.893333	0
154	1	0.5	0.503667	0.937667	0
154	2	0.500667	0.502	0.935667	0
154	3	0.501333	0.505333	0.942667	0
154	4	0.500667	0.504333	0.94	0
154	5	0.500333	0.505	0.940333	0
154	6	0.501333	0.504333	0.940667	1
154	7	0.501	0.504667	0.940667	0
154	8	0.500333	0.502333	0.936	0
154	9	0.501	0.505333	0.941667	0
154	10	0.500667	0.503667	0.939333	0
154	11	0.500667	0.505	0.941333	0
154	12	0.501	0.504333	0.940333	0
154	13	0.501	0.503	0.937	0
154	14	0.500333	0.504333	0.938333	0
154	15	0.500333	0.502	0.935333	0
154	16	0.500667	0.505667	0.941667	0
154	17	0.500333	0.506667	0.942333	0
154	18	0.500333	0.503333	0.937333	0
154	19	0.500667	0.503333	0.937667	0
155	1	0.5	0.510333	0.879	0
155	2	0.500333	0.502	0.851	0
155	3	0.500333	0.506667	0.870667	0
155	4	0.500333	0.505	0.862333	0
155	5	0.500333	0.507667	0.875	0
155	6	0.500333	0.503	0.853667	0
155	7	0.500333	0.506333	0.868	0
155	8	0.500333	0.512	0.892	0
155	9	0.501333	0.507333	0.877	0
155	10	0.501333	0.503667	0.861	0
155	11	0.501333	0.503	0.857667	0
155	12	0.500333	0.508667	0.882667	0
155	13	0.501667	0.505333	0.867667	0
155	14	0.501	0.503333	0.859667	0
155	15	0.5	0.504	0.852333	0
155	16	0.501	0.502667	0.854	0
155	17	0.502	0.511667	0.896	0
155	18	0.501333	0.504667	0.866	0
155	19	0.500667	0.511667	0.893	0
155	20	0.500333	0.504333	0.858667	0
155	21	0.500667	0.506	0.867667	0
155	22	0.501	0.507	0.872	0
155	23	0.501333	0.505333	0.866667	0
155	24	0.500333	0.51	0.889333	0
155	25	0.500333	0.511	0.890333	0
155	26	0.501333	0.512	0.894667	0
155	27	0.501667	0.512667	0.896667	0
155	28	0.500667	0.504333	0.860333	0
155	29	0.501333	0.509	0.889333	0
155	30	0.501667	0.504667	0.866333	0
155	31	0.500333	0.511667	0.890667	0
155	32	0.501333	0.507	0.875667	0
155	33	0.500333	0.502667	0.852667	0
155	34	0.501	0.506	0.871	0
155	35	0.500333	0.507333	0.874333	0
155	36	0.500333	0.506	0.864	0
155	37	0.501333	0.509667	0.889667	0
155	38	0.500667	0.503	0.854	0
155	39	0.501333	0.513	0.896333	0
155	40	0.502	0.512333	0.896667	0
155	41	0.500667	0.507667	0.877667	0
155	42	0.500333	0.509	0.886667	0
155	43	0.500333	0.505667	0.863667	0
155	44	0.500667	0.502	0.851667	0
155	45	0.501667	0.505	0.866667	0
155	46	0.500667	0.508	0.882333	0
155	47	0.501667	0.511	0.893333	0
155	48	0.501	0.511	0.892	0
155	49	0.501	0.507333	0.876667	0
155	50	0.500667	0.511333	0.892333	0
155	51	0.502	0.513667	0.897333	0
155	52	0.501	0.507667	0.882	0
155	53	0.501	0.511667	0.893667	0
155	54	0.500333	0.503333	0.854333	0
155	55	0.500667	0.513	0.895	0
155	56	0.500667	0.504667	0.865	0
155	57	0.501333	0.505667	0.867	0
155	58	0.500667	0.506333	0.870333	0
155	59	0.501	0.509333	0.889	0
155	60	0.500667	0.51	0.891333	0
155	61	0.501	0.512333	0.895667	0
155	62	0.502	0.510667	0.893333	1
155	63	0.502333	0.513	0.897	0
155	64	0.501	0.508	0.886333	0
155	65	0.500333	0.504667	0.861333	0
155	66	0.500667	0.507333	0.874667	0
155	67	0.500667	0.503333	0.859333	0
155	68	0.501	0.503	0.854333	0
155	69	0.502333	0.511333	0.895667	0
155	70	0.501667	0.511667	0.895667	0
155	71	0.501	0.509667	0.889333	0
155	72	0.501333	0.506667	0.874333	0
155	73	0.501667	0.506667	0.875	0
155	74	0.501	0.508333	0.887333	0
155	75	0.500667	0.508333	0.885333	0
155	76	0.501667	0.513667	0.897	0
155	77	0.500667	0.512667	0.894667	0
155	78	0.500667	0.509	0.888667	0
155	79	0.502	0.511333	0.894	0
155	80	0.502	0.507333	0.877667	0
156	1	0.5	0.502	0.86	0
156	2	0.5	0.511667	0.896	0
156	3	0.500333	0.501667	0.868667	0
156	4	0.500667	0.501333	0.868667	0
156	5	0.5	0.507333	0.888667	0
156	6	0.501667	0.513333	0.907333	0
156	7	0.500667	0.503	0.884	0
156	8	0.500333	0.507	0.895	0
156	9	0.501	0.512	0.905	0
156	10	0.501333	0.504	0.890667	0
156	11	0.5	0.503333	0.87	0
156	12	0.500333	0.505333	0.889667	0
156	13	0.500667	0.504	0.889333	0
156	14	0.501333	0.511	0.905	0
156	15	0.500667	0.507333	0.897	0
156	16	0.500333	0.504	0.888	0
156	17	0.500667	0.512	0.904667	0
156	18	0.500667	0.513667	0.907	0
156	19	0.500333	0.505	0.889	0
156	20	0.500333	0.502	0.869667	0
156	21	0.500667	0.503667	0.888667	0
156	22	0.500667	0.504333	0.890667	0
156	23	0.502	0.506667	0.896333	0
156	24	0.500667	0.512667	0.906	0
156	25	0.500333	0.506667	0.893333	0
156	26	0.501	0.511667	0.904667	0
156	27	0.501	0.514333	0.907333	0
156	28	0.501333	0.507	0.897	0
156	29	0.500667	0.506	0.892333	0
156	30	0.501333	0.511333	0.905333	0
156	31	0.500333	0.511667	0.902667	0
156	32	0.500333	0.513333	0.906	0
156	33	0.501333	0.503333	0.889333	0
156	34	0.501667	0.503667	0.889667	0
156	35	0.501	0.511	0.902667	0
156	36	0.500667	0.502333	0.882	0
156	37	0.500333	0.514	0.906667	0
156	38	0.500667	0.512333	0.905	0
156	39	0.501667	0.512333	0.906	0
156	40	0.502	0.505333	0.893667	0
156	41	0.501	0.503333	0.888	0
156	42	0.501	0.504667	0.891667	0
156	43	0.500333	0.506333	0.892	0
156	44	0.500333	0.51	0.899333	0
156	45	0.500333	0.503667	0.883	0
156	46	0.501333	0.506333	0.895667	0
156	47	0.501333	0.514333	0.907667	0
156	48	0.500667	0.501667	0.88	0
156	49	0.501667	0.505333	0.893333	0
156	50	0.501333	0.504333	0.891	0
156	51	0.501333	0.505333	0.893	0
156	52	0.500333	0.509667	0.897333	0
156	53	0.501333	0.507667	0.899	0
156	54	0.500333	0.503	0.882667	0
156	55	0.500667	0.506667	0.894667	0
156	56	0.501333	0.510667	0.904667	0
156	57	0.500333	0.502333	0.881	0
156	58	0.500333	0.502667	0.882	0
156	59	0.501	0.508667	0.902	0
156	60	0.500667	0.507667	0.898333	0
156	61	0.502333	0.506	0.894333	0
156	62	0.500667	0.513	0.906667	0
156	63	0.502333	0.504667	0.893	0
156	64	0.501333	0.505667	0.893333	0
156	65	0.500667	0.502	0.881667	0
156	66	0.502667	0.505667	0.894	0
156	67	0.500333	0.507333	0.895667	0
156	68	0.501333	0.505	0.892667	0
156	69	0.501667	0.507	0.898333	0
156	70	0.501	0.508333	0.901667	0
156	71	0.500333	0.504667	0.888333	0
156	72	0.501	0.504	0.889667	0
156	73	0.501667	0.506667	0.896	0
156	74	0.500667	0.509667	0.900667	0
156	75	0.501333	0.506	0.893667	0
156	76	0.502	0.507333	0.898667	0
156	77	0.501	0.508	0.901333	1
157	1	0.5	0.509667	0.867333	0
157	2	0.5	0.511667	0.875667	0
157	3	0.5	0.503333	0.843	0
157	4	0.500333	0.509	0.878667	0
157	5	0.500333	0.508667	0.877667	0
157	6	0.500667	0.512667	0.889	0
157	7	0.500333	0.510333	0.883	0
157	8	0.500333	0.502667	0.86	0
157	9	0.500333	0.509333	0.881	0
157	10	0.501	0.502667	0.862	0
157	11	0.501333	0.510333	0.887667	0
157	12	0.501	0.502333	0.861667	0
157	13	0.501	0.519333	0.896667	0
157	14	0.501667	0.504	0.865	0
157	15	0.500667	0.502667	0.861667	0
157	16	0.5	0.504	0.864	0
157	17	0.500667	0.505333	0.874	0
157	18	0.500333	0.511	0.886333	0
157	19	0.501	0.515	0.892667	0
157	20	0.501333	0.511333	0.89	0
157	21	0.501	0.510667	0.888333	0
157	22	0.500333	0.503333	0.863667	0
157	23	0.500333	0.518333	0.894667	0
157	24	0.500667	0.509333	0.881333	0
157	25	0.500667	0.518	0.895333	0
157	26	0.500333	0.503	0.862333	0
157	27	0.501333	0.505333	0.874333	0
157	28	0.501	0.509667	0.886333	0
157	29	0.501	0.506333	0.876667	0
157	30	0.500667	0.502333	0.860667	0
157	31	0.500333	0.504	0.864667	0
157	32	0.501	0.505	0.873	0
157	33	0.500667	0.515333	0.892667	0
157	34	0.501333	0.518	0.896667	0
157	35	0.500667	0.504333	0.866	0
157	36	0.502	0.516667	0.894667	0
157	37	0.500333	0.505667	0.872667	0
157	38	0.501333	0.519333	0.897667	0
157	39	0.501	0.517333	0.895667	0
157	40	0.501333	0.509333	0.885667	0
157	41	0.500667	0.514667	0.891667	0
157	42	0.500333	0.504667	0.872333	0
157	43	0.500667	0.506667	0.877333	0
157	44	0.500333	0.513667	0.888333	0
157	45	0.502333	0.512667	0.892	0
157	46	0.501	0.508667	0.881	0
157	47	0.500667	0.508333	0.879	0
157	48	0.500667	0.503	0.863333	0
157	49	0.500667	0.509667	0.885	0
