OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.503333	0.829333	0
0.501	0.502333	0.804667	0
0.500667	0.502667	0.828	0
0.500667	0.506333	0.859667	0
0.500333	0.506333	0.855667	0
0.500667	0.503333	0.829667	0
0.500667	0.504	0.849667	0
0.500333	0.504	0.848667	0
0.500333	0.510667	0.871333	0
0.500333	0.507	0.861667	0
0.504333	0.51	0.878667	0
0.500333	0.503	0.826667	0
0.500333	0.503667	0.830333	0
0.500333	0.504333	0.849667	0
0.500667	0.509	0.871	0
0.501667	0.504667	0.855	0
0.500667	0.516	0.883667	0
0.500667	0.516667	0.884333	0
0.500333	0.508	0.868	0
0.502333	0.507333	0.866333	0
0.501	0.509333	0.876	0
0.500667	0.503667	0.847333	0
0.501667	0.512333	0.883	0
0.501667	0.511667	0.882	0
0.504333	0.509667	0.877333	0
0.500667	0.507667	0.867667	0
0.501667	0.508	0.873333	0
0.503	0.51	0.878	0
0.500667	0.508	0.870667	0
0.502667	0.51	0.877333	0
0.501	0.512333	0.882333	0
0.501	0.504	0.853	0
0.501333	0.505	0.857	0
0.500333	0.511333	0.875	0
0.501667	0.511	0.881	0
0.500667	0.513333	0.882667	0
0.501667	0.508667	0.874667	0
0.501	0.506333	0.86	0
0.500333	0.504667	0.851	0
0.500667	0.503	0.828333	0
0.501333	0.509	0.875333	0
0.501333	0.508333	0.873	0
0.500333	0.512667	0.881	0
0.503	0.507	0.865	0
0.503333	0.51	0.878333	0
0.500333	0.509667	0.87	0
0.500667	0.512333	0.882	0
0.501667	0.509	0.875667	0
0.501333	0.507667	0.869333	0
0.502	0.508333	0.873667	0
0.502333	0.507667	0.871667	0
0.501333	0.510667	0.880333	0
0.501	0.508333	0.872333	0
0.502667	0.508333	0.874667	0
0.501	0.509	0.874667	0
0.501667	0.510667	0.880667	0
0.500667	0.509667	0.875	0
0.500333	0.509333	0.869333	0
0.501667	0.511333	0.881667	1
0.500667	0.504333	0.852667	0
0.501	0.505667	0.855333	0
0.502	0.509	0.876667	0
0.501	0.504667	0.854	0
0.500667	0.507333	0.864667	0
0.500667	0.511333	0.877667	0
0.501667	0.507667	0.870333	0
0.501333	0.516	0.886667	0
0.501667	0.510333	0.88	0
0.501333	0.507	0.864333	0
0.501	0.506	0.857333	0
0.500667	0.506667	0.861	0
0.500667	0.517	0.884667	0
0.501667	0.507333	0.865667	0
0.502	0.512	0.883	0
0.501	0.514667	0.883	0
0.502333	0.508333	0.874	0
0.501	0.504333	0.853333	0
0.502	0.512667	0.883333	0
0.500667	0.512	0.880667	0
0.501	0.505333	0.855	0
0.500667	0.510667	0.877333	0
0.500333	0.507333	0.864333	0
0.501333	0.509667	0.877	0
0.501	0.516333	0.886	0
0.500667	0.51	0.875333	0
0.501667	0.509333	0.877	0
0.501	0.511	0.88	0
0.500667	0.507	0.864	0
0.501333	0.516333	0.887	0
0.501333	0.511667	0.881	0
0.502	0.511667	0.882333	0
0.501667	0.512	0.882333	0
0.501333	0.512667	0.882667	0
