OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.507333	0.884333	0
0.5	0.500667	0.870333	0
0.501333	0.505333	0.885667	0
0.501	0.507	0.889	0
0.500333	0.503	0.88	0
0.500667	0.502667	0.880333	0
0.500333	0.508667	0.891	0
0.500667	0.535	0.899333	0
0.500333	0.51	0.892	0
0.500333	0.503667	0.880667	0
0.500333	0.533333	0.895	0
0.500333	0.507667	0.889	0
0.500333	0.536	0.899667	0
0.500667	0.511667	0.894333	0
0.500333	0.506333	0.884667	0
0.501333	0.507333	0.889333	0
0.500667	0.535667	0.9	0
0.501333	0.529667	0.896	0
0.501	0.509333	0.892667	0
0.500667	0.533667	0.897333	0
0.5	0.503333	0.879333	0
0.500333	0.509667	0.891667	0
0.500333	0.535667	0.899333	0
0.501	0.504333	0.883667	0
0.500333	0.502667	0.878667	0
0.500667	0.507	0.888	0
0.500333	0.503333	0.880333	0
0.500667	0.529	0.894667	0
0.500667	0.506667	0.887	0
0.500667	0.507333	0.888333	0
0.500667	0.508333	0.890667	0
0.500333	0.505333	0.883667	0
0.500333	0.534	0.897333	0
0.500333	0.505	0.883333	0
0.501	0.505	0.885	0
0.501	0.506333	0.887333	0
0.5	0.536	0.898333	0
0.501	0.502	0.880667	0
0.500667	0.510667	0.893667	0
0.501	0.535333	0.899667	0
0.500333	0.535	0.899	0
0.500667	0.504667	0.884	0
0.500333	0.501667	0.875	0
0.500667	0.509333	0.892	0
0.500333	0.504333	0.881333	0
0.501333	0.502333	0.881667	0
0.501	0.508	0.890333	0
0.501	0.504	0.883333	0
0.501	0.536	0.901667	0
0.500333	0.508	0.89	0
0.501	0.505667	0.885333	0
0.500667	0.508667	0.891667	0
0.500333	0.509333	0.891333	0
0.500333	0.512	0.894	0
0.501333	0.53	0.896667	0
0.501333	0.506333	0.887667	0
0.500333	0.529667	0.894333	0
0.500333	0.506667	0.886333	0
0.500333	0.533667	0.896333	0
0.502	0.528333	0.895	0
0.500333	0.504667	0.883	0
0.501333	0.529	0.895667	0
0.501	0.506	0.887	0
0.501	0.503667	0.883	0
0.500333	0.501333	0.873	0
0.501333	0.502	0.881333	0
0.501333	0.506667	0.888667	0
0.501	0.508667	0.892333	1
0.501	0.509667	0.893	0
0.501667	0.509	0.892667	0
0.501333	0.504333	0.885	0
0.501	0.501667	0.88	0
0.500333	0.534667	0.898667	0
0.500667	0.507667	0.889667	0
0.501	0.508333	0.891	0
0.501	0.511333	0.894333	0
0.500667	0.530667	0.895667	0
0.500667	0.506333	0.886667	0
0.501667	0.528667	0.895	0
0.500667	0.504	0.882	0
0.500667	0.503667	0.881667	0
0.500667	0.506	0.886	0
0.500333	0.506	0.884333	0
