OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.506667	0.879333	0
0.5	0.502667	0.858667	0
0.5	0.504	0.875	0
0.500333	0.512333	0.895333	0
0.501	0.502667	0.873333	0
0.5	0.506	0.878333	0
0.500333	0.504	0.879667	0
0.500333	0.502	0.869333	0
0.501	0.509	0.893667	0
0.500667	0.508333	0.890333	0
0.500667	0.501667	0.869667	0
0.501	0.510667	0.895333	0
0.501	0.507333	0.89	0
0.501333	0.511333	0.897333	0
0.500667	0.511333	0.895333	0
0.501333	0.51	0.894667	0
0.501	0.511667	0.896667	0
0.500667	0.502	0.870667	0
0.501667	0.505333	0.885667	0
0.502	0.510667	0.896	0
0.501	0.501333	0.867667	0
0.501333	0.511667	0.897667	0
0.501	0.511333	0.896333	0
0.500667	0.503	0.875333	0
0.501333	0.507	0.89	0
0.500333	0.509	0.891667	0
0.501	0.512333	0.897667	0
0.501	0.505333	0.884667	0
0.501	0.51	0.894333	0
0.501333	0.505667	0.885333	0
0.500333	0.503333	0.874667	0
0.501	0.508333	0.891333	0
0.501	0.510333	0.894667	0
0.501	0.502	0.871	0
0.500667	0.512333	0.896333	0
0.500667	0.505	0.883667	0
0.500667	0.509333	0.893333	0
0.500667	0.507667	0.889333	0
0.500667	0.507333	0.889	0
0.500333	0.502667	0.869667	0
0.501667	0.505	0.885	0
0.501667	0.510667	0.895667	0
0.500333	0.504667	0.880333	0
0.500667	0.513667	0.898333	0
0.500333	0.503	0.874	0
0.500667	0.504333	0.881667	0
0.502	0.512333	0.899	0
0.501	0.512	0.897333	0
0.501	0.504667	0.883667	0
0.500667	0.504667	0.882	0
0.500667	0.509667	0.893667	0
0.501333	0.509	0.894333	1
0.501333	0.510333	0.895	0
0.500333	0.506667	0.888	0
0.500667	0.513	0.897	0
0.501667	0.503	0.876333	0
0.500667	0.511	0.894333	0
0.501667	0.510333	0.895333	0
0.501	0.508	0.891	0
0.500667	0.503333	0.878333	0
0.500333	0.511667	0.895	0
0.501	0.501667	0.870333	0
0.501	0.513	0.898	0
0.500667	0.513333	0.898	0
0.500333	0.506	0.887333	0
0.501333	0.505	0.884	0
0.501667	0.512333	0.898667	0
0.501	0.504333	0.883	0
0.500333	0.51	0.892	0
0.501333	0.512	0.898333	0
0.500333	0.507	0.888333	0
