OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.525667	0.874	0
0.5	0.502	0.859667	0
0.500333	0.525333	0.875333	0
0.500667	0.502333	0.862667	0
0.500333	0.508333	0.872333	0
0.5	0.505333	0.865	0
0.500333	0.501	0.859667	0
0.5	0.528667	0.877667	0
0.501667	0.523333	0.876667	0
0.500667	0.524667	0.875333	0
0.501333	0.529667	0.881667	0
0.501	0.53	0.881667	0
0.502	0.508333	0.875	0
0.500333	0.502333	0.861667	0
0.500333	0.528	0.878333	0
0.501	0.501667	0.860667	0
0.500333	0.531667	0.881667	0
0.502	0.504333	0.867667	0
0.500667	0.529333	0.88	0
0.500667	0.508667	0.874	0
0.501	0.507667	0.873667	0
0.500667	0.506667	0.872667	0
0.501333	0.505333	0.87	0
0.502	0.524667	0.877333	0
0.501	0.526667	0.878333	0
0.501	0.505	0.869	0
0.502	0.504	0.867333	0
0.502667	0.527667	0.882	0
0.502333	0.503667	0.866667	0
0.500667	0.506333	0.872	0
0.501	0.531	0.882333	0
0.501667	0.508333	0.874667	0
0.500333	0.509	0.873	0
0.500333	0.509333	0.873333	0
0.501	0.503	0.865333	0
0.500333	0.527	0.877333	0
0.5	0.51	0.873667	0
0.501	0.508667	0.874333	0
0.501333	0.527	0.880333	0
0.501	0.527333	0.880667	0
0.501	0.532	0.883333	0
0.501	0.509	0.875	0
0.501667	0.529	0.882	0
0.502333	0.524667	0.877667	0
0.502	0.525	0.877667	0
0.500667	0.525	0.876	0
0.500667	0.528	0.879333	0
0.502333	0.528667	0.882667	0
0.502	0.529333	0.883	0
0.500667	0.53	0.881	0
0.502333	0.524333	0.877333	0
0.500667	0.505	0.868333	0
0.503333	0.527	0.881	0
0.503	0.527333	0.881667	0
0.502667	0.503333	0.866	0
0.500667	0.506	0.871333	0
0.501	0.503333	0.865667	0
0.500333	0.524333	0.875	0
0.500667	0.527333	0.878	0
0.502	0.526	0.878667	0
0.501667	0.526333	0.878667	0
0.501667	0.527667	0.881333	0
0.501333	0.526	0.877667	0
0.501333	0.531333	0.882667	0
0.500333	0.505	0.864333	0
0.500333	0.501333	0.86	0
0.500333	0.528333	0.879333	0
0.501333	0.529333	0.881	0
0.500333	0.502	0.861	0
0.503	0.524333	0.877667	0
0.500333	0.531333	0.880667	0
0.501333	0.507333	0.873333	0
0.501333	0.508	0.874	0
0.5	0.507333	0.870333	0
0.502667	0.528333	0.882333	0
0.500667	0.503333	0.864	0
0.502	0.526333	0.879	0
0.501	0.527	0.879	0
0.501	0.530667	0.882	0
0.500333	0.528667	0.879667	0
0.502333	0.524	0.877	0
0.501333	0.508667	0.876	1
0.501	0.509667	0.876	0
0.502333	0.528333	0.881667	0
0.502	0.529	0.882667	0
0.502667	0.524	0.877333	0
0.500667	0.504667	0.867	0
0.501	0.504667	0.868	0
0.500333	0.506	0.870667	0
0.502	0.525333	0.878	0
0.501667	0.525667	0.878	0
0.501667	0.525333	0.877333	0
0.501	0.526	0.876667	0
