OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.502	0.506333	0.523333	0.782667	0
0.501	0.504333	0.513333	0.767667	0
0.500667	0.507333	0.520667	0.780333	0
0.501333	0.503667	0.512	0.765	0
0.501	0.504333	0.516667	0.774333	1
0.502	0.504333	0.516	0.774667	0
0.502	0.506333	0.522667	0.781667	0
0.502	0.504333	0.516667	0.775	0
0.501667	0.506	0.518333	0.777	0
0.500667	0.506	0.518667	0.776	0
0.502	0.502667	0.510667	0.76	0
0.500667	0.505	0.515667	0.771667	0
0.502667	0.506	0.517	0.776667	0
0.503	0.507333	0.517667	0.779667	0
0.501333	0.504667	0.514	0.768333	0
0.502	0.508333	0.520667	0.782667	0
0.502667	0.506	0.518	0.777667	0
0.501	0.505333	0.516333	0.774667	0
0.501333	0.505333	0.520667	0.778333	0
0.501	0.504	0.511	0.763333	0
0.501667	0.505333	0.519667	0.777667	0
0.501333	0.505333	0.514	0.769	0
0.501333	0.507333	0.524333	0.783667	0
0.501	0.504667	0.515333	0.773333	0
0.501333	0.503333	0.511667	0.763333	0
0.500667	0.506333	0.519	0.776333	0
0.501333	0.503667	0.51	0.762333	0
0.500667	0.504	0.512	0.762667	0
0.500667	0.506	0.52	0.777	0
0.500333	0.507333	0.517667	0.774	0
0.501	0.507667	0.519667	0.78	0
0.502	0.504	0.517333	0.774667	0
0.501333	0.506333	0.518	0.776667	0
0.501	0.506	0.519	0.777333	0
0.500667	0.505	0.519333	0.774333	0
0.500667	0.507667	0.520667	0.782333	0
0.501	0.507	0.521333	0.782667	0
0.502667	0.508	0.519	0.780667	0
0.501333	0.505	0.515333	0.774333	0
0.501667	0.505	0.514333	0.77	0
0.503333	0.506667	0.518	0.779	0
0.503	0.506333	0.518667	0.778667	0
0.501667	0.505333	0.518333	0.776667	0
0.501	0.507333	0.52	0.779333	0
0.501	0.504667	0.515	0.773	0
0.500667	0.505667	0.515667	0.772333	0
0.502	0.505333	0.514333	0.770667	0
0.501333	0.503667	0.511	0.762667	0
0.500333	0.506333	0.52	0.773333	0
0.501	0.503667	0.510333	0.762	0
0.502	0.504	0.510333	0.764333	0
0.501667	0.506	0.511667	0.766667	0
0.501333	0.508333	0.524	0.783333	0
0.502	0.506667	0.523333	0.783	0
0.502333	0.506	0.523	0.781667	0
0.502667	0.507	0.517667	0.779333	0
0.501	0.504	0.513	0.766667	0
0.501	0.504	0.512	0.764667	0
0.500667	0.504333	0.518	0.772	0
0.501667	0.504667	0.516333	0.774333	0
0.501667	0.505667	0.518667	0.777333	0
0.503333	0.507333	0.518333	0.780333	0
0.502333	0.507333	0.518667	0.779667	0
0.501667	0.502667	0.511333	0.757667	0
0.501	0.505	0.513667	0.768	0
0.502	0.507	0.524	0.783667	0
0.502333	0.506	0.520333	0.778667	0
0.501333	0.505	0.52	0.776	0
0.501333	0.506	0.519667	0.778	0
0.501333	0.505	0.520333	0.777	0
0.502	0.503	0.509	0.74	0
0.500667	0.504333	0.511333	0.761	0
0.500333	0.506	0.520333	0.776	0
0.502667	0.507667	0.517333	0.778	0
0.502333	0.507333	0.517	0.776	0
0.502333	0.507	0.518	0.779	0
0.502	0.507	0.519667	0.78	0
0.501667	0.507667	0.52	0.780667	0
0.501667	0.508	0.519333	0.78	0
0.502	0.506333	0.519333	0.779333	0
0.501667	0.507333	0.519333	0.779	0
0.502	0.505333	0.522	0.780333	0
0.502	0.504	0.516667	0.773667	0
0.500667	0.505667	0.518333	0.774667	0
0.501333	0.507667	0.520333	0.782	0
0.501	0.507	0.520667	0.781667	0
0.501333	0.507667	0.522	0.783	0
0.503	0.506667	0.519	0.78	0
0.502667	0.508333	0.519667	0.781667	0
0.502	0.505667	0.518	0.777	0
0.500667	0.504667	0.516333	0.774	0
0.501333	0.506333	0.517333	0.776	0
0.501	0.503333	0.511	0.761	0
0.501	0.507	0.52	0.778	0
0.501	0.503667	0.509	0.740667	0
0.501333	0.504	0.514667	0.772	0
0.501	0.504333	0.515333	0.772	0
0.501667	0.503333	0.510333	0.762	0
0.501333	0.505	0.511333	0.766	0
0.501	0.504667	0.514333	0.768333	0
