OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501333	0.505333	0.526333	0.775333	0
0.500667	0.504667	0.526	0.771333	0
0.500667	0.504	0.522	0.766333	0
0.501667	0.505333	0.522333	0.771667	0
0.502333	0.504333	0.508667	0.722333	0
0.502	0.503333	0.513333	0.748333	0
0.501667	0.503	0.513667	0.75	0
0.500667	0.503667	0.512333	0.737	0
0.501333	0.505333	0.516667	0.755333	0
0.500333	0.503667	0.517333	0.752667	0
0.501	0.503333	0.515667	0.750333	0
0.501667	0.505333	0.512667	0.738667	0
0.501	0.504	0.514667	0.748333	0
0.501	0.505	0.517667	0.757333	0
0.501667	0.504667	0.521	0.766667	0
0.501	0.504667	0.519667	0.762	0
0.500667	0.506333	0.525	0.773667	0
0.501	0.503667	0.521	0.765	0
0.501333	0.505	0.526667	0.775333	0
0.501667	0.506333	0.521667	0.768667	0
0.503	0.505667	0.518333	0.758333	0
0.502	0.504667	0.508333	0.721333	0
0.501667	0.504	0.508667	0.720333	0
0.501	0.504333	0.525333	0.773667	0
0.501333	0.503667	0.512	0.735333	0
0.500333	0.503333	0.518	0.753333	0
0.500667	0.504	0.517	0.752	0
0.501	0.503	0.516	0.75	0
0.501	0.504	0.516	0.751	0
0.501333	0.506	0.513	0.737333	0
0.500667	0.505333	0.523667	0.769	0
0.501	0.505	0.520667	0.762333	0
0.502667	0.504	0.524333	0.774	0
0.501	0.505333	0.525	0.774667	0
0.501333	0.504333	0.508667	0.719667	0
0.501	0.505333	0.518	0.757667	0
0.502333	0.507	0.521333	0.769	0
0.501333	0.504333	0.515	0.749333	0
0.501333	0.503333	0.517667	0.751333	0
0.502	0.504667	0.520333	0.763667	0
0.501333	0.504	0.527667	0.775333	0
0.501	0.504	0.528	0.776	0
0.501333	0.504333	0.528	0.777	0
0.501667	0.505667	0.519	0.762667	0
0.501333	0.504333	0.519667	0.761	0
0.500667	0.504667	0.521333	0.76	0
0.500667	0.504	0.510333	0.728	0
0.500667	0.504667	0.511333	0.730333	0
0.501667	0.505	0.527	0.775667	0
0.503	0.505333	0.518333	0.758	0
0.502667	0.505667	0.518333	0.758	0
0.501333	0.503667	0.523	0.766667	0
0.502	0.505	0.523333	0.771333	0
0.502	0.505667	0.523333	0.772	0
0.502333	0.504	0.509	0.722	0
0.501333	0.503333	0.514333	0.749	0
0.501	0.504	0.526	0.772333	0
0.501667	0.505667	0.516333	0.755667	0
0.501	0.503333	0.517333	0.751	0
0.501	0.503333	0.515333	0.748333	0
0.500667	0.503667	0.515667	0.749	0
0.501667	0.505	0.513333	0.739	0
0.501667	0.503333	0.527	0.773	0
0.501667	0.505	0.524	0.773333	0
0.501	0.505	0.517333	0.755	0
0.502	0.505333	0.521	0.767667	0
0.502333	0.505333	0.521333	0.768	0
0.502	0.506	0.521	0.768	0
0.501	0.504	0.511	0.730333	0
0.501333	0.503667	0.518	0.753667	0
0.501333	0.504	0.516667	0.753	0
0.501	0.505333	0.516333	0.754333	0
0.501667	0.504333	0.519667	0.762333	0
0.501667	0.503667	0.520333	0.761667	0
0.501333	0.505	0.528333	0.777333	0
0.501667	0.505	0.528667	0.777667	0
0.501333	0.504	0.528667	0.776333	0
0.501	0.504667	0.519333	0.760667	0
0.501	0.506	0.524667	0.772	0
0.501333	0.504	0.524	0.771667	0
0.501333	0.504	0.524333	0.773667	0
0.501333	0.503667	0.520667	0.764667	0
0.502	0.504333	0.509	0.721333	0
0.501333	0.505	0.517667	0.757667	0
0.501333	0.505	0.510667	0.733333	0
0.501333	0.506333	0.516	0.752667	0
0.501	0.503	0.518333	0.752333	1
0.500667	0.504667	0.516667	0.752	0
0.501333	0.505	0.519	0.759	0
0.500667	0.505333	0.519	0.760667	0
0.500667	0.505	0.52	0.759333	0
0.501	0.504333	0.520667	0.760667	0
0.502	0.505	0.512	0.738	0
0.501	0.503667	0.509333	0.729667	0
0.503	0.504333	0.523667	0.773667	0
0.502	0.504667	0.522667	0.770667	0
0.500667	0.505	0.518333	0.756333	0
0.500667	0.504	0.528667	0.774667	0
0.501	0.504333	0.527667	0.774333	0
0.501333	0.505333	0.519333	0.762	0
