OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.509333	0.832333	0
0.5	0.505	0.826667	0
0.500333	0.506	0.831333	0
0.500333	0.503333	0.825667	0
0.501	0.521333	0.853333	0
0.500333	0.505667	0.831	0
0.501	0.513333	0.847333	0
0.500333	0.512667	0.844333	0
0.501333	0.513	0.847333	0
0.501	0.507	0.835	0
0.500667	0.517667	0.850667	0
0.500667	0.503333	0.826333	0
0.5	0.501333	0.821667	0
0.5	0.503333	0.825333	0
0.500333	0.525667	0.855333	0
0.500667	0.510333	0.842333	0
0.500333	0.502	0.823	0
0.500333	0.511	0.842333	0
0.500333	0.51	0.839667	0
0.501667	0.517667	0.851333	0
0.500667	0.522667	0.854333	0
0.503	0.516333	0.852	0
0.500667	0.506667	0.834	0
0.500667	0.524	0.855667	0
0.501667	0.508333	0.838	0
0.501	0.509667	0.840333	0
0.500333	0.577	0.861667	0
0.500667	0.510667	0.842667	0
0.500667	0.575667	0.862	0
0.501333	0.513333	0.848333	0
0.501333	0.506	0.833333	0
0.500333	0.504667	0.829	0
0.501333	0.515333	0.851	0
0.500333	0.513667	0.845	0
0.503667	0.527333	0.859	0
0.500333	0.523	0.854	0
0.500333	0.522667	0.853667	0
0.500333	0.578333	0.863	0
0.502333	0.528	0.858667	0
0.500667	0.503	0.826	0
0.501	0.518	0.851	0
0.500667	0.501667	0.824	0
0.501	0.515333	0.850667	0
0.500667	0.51	0.841333	0
0.500667	0.569333	0.856667	0
0.500667	0.511	0.843	0
0.500667	0.506	0.833	0
0.502	0.517333	0.851667	0
0.501	0.575667	0.862667	0
0.501667	0.506333	0.834	0
0.500333	0.569667	0.856	0
0.500333	0.570667	0.858	0
0.503	0.518	0.853667	0
0.502333	0.513	0.848667	0
0.500333	0.515333	0.849333	0
0.500333	0.575	0.860667	0
0.500667	0.578	0.864667	0
0.502667	0.512333	0.848333	0
0.500333	0.515	0.848	0
0.501333	0.509	0.839	0
0.500667	0.514333	0.848333	0
0.502	0.575	0.862667	0
0.501333	0.507667	0.837333	0
0.501	0.511333	0.845	0
0.501333	0.509333	0.84	0
0.500667	0.504667	0.829333	0
0.501667	0.51	0.842667	0
0.502	0.512333	0.848	0
0.501	0.508667	0.837333	0
0.503333	0.517	0.853333	0
0.503333	0.516333	0.852667	0
0.500667	0.575	0.861667	0
0.500667	0.571	0.859	0
0.501	0.577667	0.864333	0
0.501333	0.512	0.846667	0
0.501	0.522333	0.855	0
0.502333	0.512	0.847	0
0.502	0.529333	0.861333	0
0.500667	0.521333	0.852667	0
0.501	0.507333	0.835667	0
0.501333	0.510333	0.843	0
0.501667	0.514667	0.851	1
0.500667	0.577667	0.863667	0
0.502	0.506667	0.835	0
0.500667	0.570667	0.858667	0
0.500667	0.576667	0.862333	0
0.504	0.527	0.858667	0
0.502667	0.521333	0.853667	0
0.503	0.528	0.859667	0
0.501	0.523333	0.856333	0
0.501	0.524333	0.856667	0
0.502	0.508667	0.838667	0
0.501333	0.505333	0.832	0
0.501	0.511	0.844333	0
0.500333	0.511333	0.842667	0
0.500667	0.507	0.834333	0
0.500333	0.523333	0.854333	0
0.501	0.573333	0.86	0
0.501	0.514667	0.850333	0
0.500333	0.522	0.852667	0
0.502333	0.527667	0.858333	0
0.500667	0.502	0.824333	0
0.500667	0.577	0.863333	0
0.502667	0.513667	0.849	0
0.503333	0.528333	0.860333	0
0.501333	0.509667	0.841	0
0.500333	0.514667	0.846	0
0.500667	0.514	0.847667	0
0.500333	0.516333	0.849667	0
0.500667	0.504333	0.828333	0
0.501333	0.570333	0.859333	0
0.501667	0.518333	0.852667	0
0.502	0.509667	0.841333	0
0.501	0.508333	0.836667	0
0.502667	0.517	0.852333	0
0.504	0.517333	0.853667	0
0.501667	0.577	0.863667	0
0.501	0.512	0.846333	0
0.501333	0.521667	0.854667	0
0.502667	0.529	0.861333	0
0.502	0.528333	0.86	0
0.501667	0.528333	0.858333	0
0.500667	0.521	0.851333	0
0.501	0.513	0.846667	0
0.501	0.503667	0.826667	0
0.500333	0.510667	0.841333	0
0.500667	0.509333	0.838333	0
0.500667	0.509667	0.838667	0
0.500333	0.522333	0.853333	0
0.500333	0.507333	0.833	0
0.500667	0.523333	0.854667	0
0.501333	0.508	0.837667	0
0.500667	0.569667	0.858	0
0.502	0.515	0.851333	0
0.501333	0.523667	0.857333	0
0.502	0.517667	0.852333	0
0.501	0.505667	0.832667	0
0.502667	0.517333	0.853333	0
0.504	0.527667	0.86	0
0.500667	0.574667	0.86	0
0.501667	0.509333	0.841	0
0.501333	0.508667	0.838	0
0.501	0.509	0.838	0
0.501667	0.576	0.863333	0
0.500667	0.516	0.850333	0
0.501333	0.507333	0.836667	0
0.500667	0.511667	0.843667	0
0.501	0.511667	0.845667	0
0.501	0.509333	0.839333	0
0.501333	0.51	0.842333	0
0.501667	0.512333	0.847667	0
0.502	0.512667	0.848333	0
0.500667	0.509	0.837333	0
0.503	0.516667	0.852333	0
0.502	0.529	0.861	0
0.501	0.521	0.852	0
0.500333	0.577333	0.862333	0
0.500667	0.570333	0.858333	0
0.503333	0.527667	0.859	0
0.500667	0.524667	0.856	0
0.501	0.524667	0.857333	0
0.502	0.508333	0.838333	0
0.500333	0.523667	0.854667	0
0.502	0.514	0.849333	0
0.500667	0.514667	0.85	0
0.501333	0.514333	0.85	0
0.500333	0.502333	0.823667	0
0.504667	0.527	0.859333	0
0.503333	0.527333	0.858667	0
