OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.500333	0.506	0.896667	0
0.500667	0.508667	0.898667	0
0.500333	0.516	0.899667	0
0.500333	0.521	0.904667	0
0.500333	0.501333	0.888333	0
0.500333	0.501	0.888	0
0.500667	0.505333	0.896333	0
0.5	0.506667	0.895333	0
0.5	0.505333	0.895	0
0.501667	0.515667	0.9	0
0.500667	0.520333	0.904333	0
0.501333	0.518	0.903333	0
0.501	0.517	0.902	0
0.500667	0.522333	0.905333	0
0.500667	0.504667	0.895333	0
0.500333	0.518333	0.901667	0
0.500333	0.504667	0.894667	0
0.500333	0.505	0.896	0
0.500333	0.500667	0.887667	0
0.500333	0.519333	0.903333	0
0.501	0.507	0.899	1
0.500333	0.516333	0.9	0
0.500667	0.506	0.897333	0
0.5	0.508667	0.897333	0
0.500333	0.517667	0.901	0
0.500333	0.502	0.890667	0
0.500667	0.515667	0.899333	0
0.500667	0.503667	0.894	0
0.500667	0.517667	0.902333	0
0.500333	0.517	0.900667	0
0.500667	0.504	0.894667	0
0.501	0.519	0.904333	0
0.500667	0.517333	0.902	0
0.500667	0.502	0.892667	0
0.500333	0.515667	0.899	0
0.500667	0.506333	0.898333	0
0.501333	0.504333	0.895	0
0.500667	0.501667	0.892	0
0.501	0.501333	0.888667	0
0.500667	0.522	0.905	0
0.501333	0.507333	0.899333	0
0.500333	0.506333	0.897333	0
0.501	0.522	0.905667	0
0.500333	0.501667	0.890333	0
0.501	0.515667	0.899667	0
0.501	0.503333	0.894	0
0.500667	0.503	0.893	0
0.500333	0.503	0.892667	0
0.502	0.521333	0.905667	0
0.500667	0.518667	0.903333	0
0.500667	0.518	0.903	0
0.501	0.519333	0.905	0
0.501	0.502333	0.893333	0
0.5	0.516	0.898	0
