OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.501333	0.508667	0.519333	0.549333	0.698	0
0.501333	0.508667	0.518333	0.549	0.696667	0
0.502333	0.508333	0.518667	0.545667	0.690333	0
0.501667	0.508333	0.517667	0.547333	0.69	0
0.501667	0.508	0.518	0.546	0.689333	0
0.502	0.507333	0.518333	0.547	0.692	0
0.503667	0.507	0.516667	0.534333	0.667667	0
0.502667	0.507333	0.520667	0.552667	0.698	0
0.502	0.507	0.519333	0.553	0.697	0
0.501667	0.507667	0.520667	0.546333	0.692333	0
0.502	0.507	0.520333	0.546333	0.693	0
0.502	0.508333	0.519667	0.547667	0.695667	0
0.501667	0.508333	0.519	0.549333	0.698667	0
0.502	0.508	0.52	0.548333	0.696	0
0.502	0.508	0.518667	0.549	0.697667	0
0.503	0.507333	0.518333	0.545667	0.690667	0
0.502	0.508333	0.518	0.546667	0.690333	0
0.502	0.508667	0.517667	0.546333	0.691667	0
0.502	0.507667	0.518	0.547333	0.692	0
0.501667	0.508	0.518333	0.547	0.692333	0
0.502667	0.508	0.519333	0.546	0.691667	0
0.502	0.507667	0.520667	0.555333	0.698667	0
0.502333	0.506667	0.518	0.54	0.676667	0
0.502333	0.507667	0.518	0.539333	0.677	0
0.502	0.508667	0.518667	0.539333	0.676667	0
0.502	0.509	0.518667	0.54	0.677667	0
0.502333	0.508	0.517667	0.54	0.677	0
0.502667	0.506667	0.519	0.539	0.676667	0
0.501667	0.507333	0.515667	0.537	0.674333	0
0.501333	0.507	0.516333	0.537667	0.675333	0
0.501667	0.508	0.516667	0.540667	0.676667	0
0.501333	0.506667	0.515667	0.539667	0.674	0
0.500667	0.507333	0.516	0.538	0.672667	0
0.502	0.507333	0.514667	0.537	0.673667	0
0.502333	0.506667	0.514	0.538	0.670667	0
0.502667	0.506	0.516667	0.537333	0.674	0
0.501667	0.506	0.516	0.537	0.673667	0
0.502333	0.506333	0.516	0.535667	0.672	0
0.502333	0.506667	0.515667	0.536	0.672333	0
0.502	0.507	0.516667	0.536333	0.673667	0
0.503	0.508333	0.516667	0.534333	0.669333	0
0.502667	0.507667	0.517	0.535	0.668667	0
0.502333	0.509	0.515333	0.535	0.670667	0
0.502333	0.51	0.515333	0.534333	0.669333	0
0.501333	0.508333	0.514333	0.535667	0.669333	0
0.502	0.508333	0.514667	0.536	0.671333	0
0.501667	0.508333	0.516	0.535333	0.669	0
0.502	0.508667	0.514	0.535333	0.668333	0
0.501667	0.507667	0.514333	0.536667	0.668667	0
0.502	0.508333	0.513667	0.538667	0.670333	0
0.502	0.508	0.514667	0.536667	0.674667	0
0.501667	0.508333	0.515333	0.537	0.674667	0
0.501667	0.508	0.516	0.537333	0.676	0
0.501333	0.507	0.515667	0.538	0.676333	0
0.501667	0.508333	0.515667	0.537667	0.675333	0
0.501333	0.507	0.516333	0.537	0.673667	0
0.501667	0.508	0.516	0.536667	0.673667	0
0.502	0.507	0.515667	0.536667	0.673333	0
0.501667	0.507667	0.515333	0.537	0.672667	0
0.503333	0.507667	0.518667	0.539	0.68	0
0.503	0.508667	0.518667	0.538	0.679	0
0.503333	0.509333	0.517	0.538667	0.679667	0
0.503667	0.508333	0.517	0.538	0.678667	0
0.503333	0.507667	0.517	0.537333	0.676333	0
0.504333	0.507667	0.516333	0.536667	0.678	0
0.503667	0.508667	0.516667	0.537	0.676667	0
0.504333	0.508333	0.516	0.539667	0.679333	0
0.503	0.508333	0.514667	0.54	0.680333	0
0.503667	0.509	0.515667	0.538333	0.678	0
0.502333	0.507	0.517333	0.545667	0.689667	0
0.501667	0.505667	0.519	0.549667	0.69	0
0.502667	0.508667	0.517	0.545667	0.689333	0
0.503333	0.509333	0.518667	0.545667	0.692667	0
0.502	0.507	0.519333	0.546333	0.691667	0
0.502333	0.506	0.519333	0.547	0.692	0
0.502667	0.507	0.521	0.545333	0.690667	0
0.502667	0.507333	0.521667	0.545	0.690333	0
0.502333	0.507	0.521	0.546	0.690333	0
0.502	0.506667	0.520333	0.547667	0.694333	0
0.502	0.507333	0.519667	0.547667	0.695333	0
0.502	0.507333	0.519333	0.547333	0.694667	0
0.502333	0.507	0.518333	0.548667	0.693	0
0.502	0.506667	0.518333	0.546333	0.691	0
0.502333	0.507	0.519333	0.547	0.694333	0
0.502	0.507333	0.518667	0.546667	0.694333	1
0.502333	0.507333	0.518667	0.546333	0.691667	0
0.501667	0.507333	0.518667	0.547333	0.692	0
0.501667	0.507333	0.52	0.547333	0.692333	0
0.501333	0.507667	0.518333	0.547	0.690333	0
0.501333	0.506667	0.518333	0.546	0.69	0
0.501667	0.508	0.518333	0.545667	0.689667	0
0.501333	0.508667	0.52	0.547667	0.694667	0
0.501667	0.507667	0.519	0.548667	0.695	0
0.501333	0.508	0.52	0.548667	0.698	0
0.501	0.508333	0.519667	0.55	0.699333	0
0.501667	0.507667	0.519	0.549	0.698	0
0.501333	0.508333	0.519	0.549667	0.699333	0
0.501667	0.509333	0.519667	0.550667	0.7	0
0.502	0.508	0.519333	0.544667	0.689	0
0.503	0.507333	0.521	0.552333	0.697333	0
