OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.502	0.835667	0
0.5	0.513	0.902	0
0.5	0.511333	0.898	0
0.500333	0.503333	0.875333	0
0.5	0.502667	0.862667	0
0.500667	0.501333	0.836667	0
0.500333	0.503667	0.875667	0
0.501	0.511	0.902667	0
0.5	0.505333	0.882667	0
0.501	0.504333	0.883667	0
0.500333	0.509	0.895667	0
0.5	0.505	0.879	0
0.501	0.503	0.876333	0
0.501	0.502	0.863333	0
0.501	0.509333	0.898333	0
0.501	0.505333	0.887667	0
0.500667	0.503	0.875667	0
0.500667	0.511667	0.903	0
0.500333	0.510667	0.901	0
0.500667	0.514667	0.908	0
0.500667	0.503667	0.881	0
0.500667	0.502667	0.874	0
0.500667	0.504333	0.883	0
0.500333	0.512333	0.904333	0
0.500333	0.509667	0.897333	0
0.500667	0.505	0.885333	0
0.500667	0.505333	0.887333	0
0.501333	0.511	0.903	0
0.501333	0.502333	0.863667	0
0.501667	0.511333	0.903333	0
0.500333	0.504333	0.882333	0
0.501667	0.507333	0.895667	0
0.501333	0.511667	0.904	0
0.501333	0.512	0.906333	1
0.501333	0.508667	0.898333	0
0.500667	0.507333	0.893	0
0.501	0.511667	0.903667	0
0.501	0.507333	0.893667	0
0.5	0.509667	0.894667	0
0.500667	0.506333	0.890667	0
0.500333	0.506667	0.890667	0
0.500667	0.508	0.895	0
0.500333	0.502333	0.863333	0
0.500667	0.509333	0.897	0
0.501333	0.515	0.909	0
0.501	0.504667	0.885333	0
0.500667	0.512	0.903667	0
0.500333	0.504	0.879333	0
0.500667	0.504667	0.884333	0
0.500667	0.507	0.892333	0
0.501333	0.508333	0.897333	0
0.500333	0.506333	0.889667	0
0.501	0.510333	0.900333	0
0.502667	0.509333	0.899	0
0.501333	0.512333	0.906667	0
0.503	0.51	0.899667	0
0.501	0.502667	0.874667	0
0.501667	0.506333	0.891333	0
0.500667	0.504	0.881333	0
0.500667	0.508333	0.895333	0
0.501	0.515	0.908333	0
0.500667	0.512333	0.905333	0
0.502	0.513667	0.907667	0
0.503333	0.509	0.899333	0
0.501667	0.507667	0.898333	0
0.501	0.505	0.887333	0
0.501333	0.510667	0.901667	0
0.501333	0.509333	0.898667	0
0.501667	0.514	0.908667	0
0.501	0.513	0.907	0
0.501	0.513667	0.907333	0
0.500333	0.503	0.874333	0
0.501	0.508	0.895667	0
0.500667	0.509667	0.898667	0
0.501	0.51	0.899333	0
0.500667	0.502	0.863	0
0.501333	0.507333	0.895333	0
0.501333	0.507	0.894333	0
0.5	0.509333	0.893333	0
0.501	0.515667	0.909	0
0.501333	0.514	0.907667	0
0.500667	0.506667	0.891333	0
0.501667	0.508333	0.898667	0
0.502	0.507333	0.897	0
0.501333	0.507667	0.897	0
0.501	0.505667	0.888	0
0.501	0.512	0.904333	0
0.502	0.511667	0.904667	0
0.500667	0.507667	0.894667	0
0.500333	0.505333	0.884333	0
0.503	0.508667	0.899	0
0.500667	0.514	0.906333	0
0.500667	0.513333	0.905667	0
0.500667	0.510333	0.899	0
0.501333	0.506667	0.894	0
