OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.504667	0.889333	0
0.500333	0.504	0.868	0
0.500667	0.506667	0.899	0
0.500333	0.509	0.900667	0
0.500667	0.503667	0.868	0
0.501333	0.506333	0.899	0
0.500667	0.504333	0.886333	0
0.501667	0.506333	0.899333	0
0.501	0.504333	0.889667	0
0.500333	0.502333	0.786	0
0.501333	0.504	0.889	0
0.502	0.505	0.894333	0
0.500667	0.508	0.901667	0
0.501333	0.503333	0.887667	0
0.500667	0.509	0.902667	0
0.500667	0.506	0.895	0
0.500333	0.502667	0.842333	0
0.500333	0.506	0.889667	0
0.500333	0.503667	0.867667	0
0.500667	0.508667	0.902	0
0.501333	0.508333	0.903333	0
0.501333	0.505	0.893667	0
0.500333	0.507	0.897667	0
0.501333	0.504667	0.892667	0
0.501667	0.505	0.894	0
0.500667	0.502	0.785667	0
0.501	0.505333	0.893	0
0.500333	0.51	0.903333	0
0.500333	0.508333	0.899333	0
0.501667	0.505333	0.895667	0
0.501	0.503	0.843667	0
0.502	0.508	0.905	0
0.501667	0.506667	0.901333	0
0.501	0.502	0.786	0
0.501333	0.505333	0.895	0
0.501	0.507333	0.901	0
0.501	0.503333	0.886667	0
0.500333	0.505	0.888	0
0.500667	0.507	0.899667	0
0.501	0.507	0.900333	0
0.501333	0.506667	0.900333	0
0.501667	0.51	0.906	0
0.501	0.508667	0.903667	0
0.501	0.506667	0.899333	0
0.500667	0.504	0.885667	0
0.500333	0.509667	0.902333	0
0.501	0.508	0.902333	0
0.501	0.505	0.892	0
0.501667	0.508667	0.905333	0
0.500333	0.505333	0.888667	0
0.501	0.507667	0.901333	0
0.501667	0.509333	0.905667	0
0.501	0.506333	0.898	0
0.500333	0.505667	0.889333	0
0.503	0.506	0.896333	0
0.500333	0.504667	0.886333	0
0.500333	0.508667	0.9	0
0.500667	0.507667	0.900667	0
0.501667	0.505667	0.896	0
0.501333	0.505667	0.895333	0
0.502333	0.507667	0.904667	1
0.501667	0.507667	0.901667	0
0.501	0.509333	0.904	0
0.501667	0.508333	0.904667	0
