OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.500667	0.505	0.516	0.748	0
0.501	0.504333	0.517	0.748333	0
0.501667	0.505	0.524	0.761333	0
0.503667	0.506667	0.523	0.765667	0
0.501667	0.505	0.524667	0.761667	0
0.503667	0.505667	0.522	0.761	0
0.501	0.503667	0.52	0.748333	0
0.501	0.504667	0.512667	0.738	0
0.502667	0.504667	0.523333	0.762667	0
0.503333	0.506333	0.523333	0.765333	0
0.503667	0.506667	0.522333	0.764667	0
0.502	0.506333	0.514	0.746	0
0.501	0.505	0.52	0.752333	0
0.500667	0.506667	0.519667	0.756667	0
0.501667	0.504667	0.523667	0.760333	0
0.503	0.506333	0.522333	0.764	0
0.501667	0.504667	0.525	0.761333	0
0.500667	0.503	0.510333	0.722333	0
0.500667	0.503667	0.51	0.720667	0
0.501	0.503667	0.519667	0.746	0
0.501333	0.504667	0.516	0.745667	0
0.504	0.507	0.524333	0.767333	0
0.502	0.506333	0.513333	0.743333	0
0.502667	0.506667	0.522	0.762333	0
0.502667	0.507333	0.523	0.764	0
0.501333	0.506333	0.520667	0.757	0
0.501333	0.506	0.520667	0.756	0
0.501333	0.505	0.514	0.745	0
0.502667	0.505	0.523333	0.764	0
0.500333	0.504667	0.513333	0.740333	0
0.503	0.507	0.521667	0.763	0
0.500667	0.505333	0.514667	0.741667	0
0.504	0.506667	0.523667	0.766667	0
0.503333	0.507	0.520333	0.759333	0
0.501333	0.502333	0.511	0.713667	0
0.501	0.502667	0.509333	0.711333	0
0.501	0.503	0.509	0.714	0
0.502	0.506333	0.519667	0.758	0
0.501667	0.506667	0.519333	0.757333	0
0.502	0.505	0.519667	0.757333	0
0.502	0.506	0.521	0.758667	0
0.502333	0.506667	0.513667	0.745	0
0.502667	0.508	0.522333	0.765667	0
0.502	0.508667	0.528333	0.767	0
0.501333	0.507	0.525333	0.764	0
0.501	0.507667	0.524667	0.763333	0
0.501667	0.505667	0.517667	0.75	0
0.504	0.505667	0.521667	0.759667	0
0.503333	0.505667	0.522333	0.760333	0
0.501333	0.504333	0.512667	0.738	0
0.502	0.505333	0.525	0.764333	0
0.504	0.505333	0.522333	0.761	0
0.500667	0.505	0.514667	0.741	0
0.502667	0.506	0.525	0.765667	0
0.503667	0.506	0.522667	0.763667	0
0.501333	0.503667	0.513	0.737333	0
0.501	0.504	0.512667	0.735667	0
0.501667	0.507333	0.514667	0.746	0
0.501667	0.507	0.515667	0.747	0
0.501667	0.503667	0.516	0.744	0
0.501667	0.506	0.526	0.763	0
0.501333	0.506667	0.525333	0.763667	0
0.501333	0.507333	0.525667	0.765	0
0.501667	0.507	0.525	0.764667	0
0.501	0.507667	0.519667	0.757333	0
0.501	0.507333	0.519333	0.756	0
0.500667	0.504333	0.517667	0.747667	0
0.501333	0.503667	0.515	0.743333	0
0.501667	0.504	0.514667	0.741	0
0.501667	0.504667	0.523	0.76	0
0.503333	0.506	0.520667	0.759667	0
0.503667	0.506333	0.519667	0.76	0
0.501667	0.504667	0.524667	0.761	0
0.501	0.504	0.509667	0.718667	0
0.501667	0.503667	0.519667	0.748	0
0.501333	0.503333	0.519	0.747667	1
0.503667	0.507	0.523667	0.766	0
0.504	0.507333	0.524667	0.768	0
0.503	0.506333	0.525667	0.766	0
0.501667	0.506333	0.513667	0.741333	0
0.501333	0.506	0.520333	0.755	0
0.502	0.505333	0.513667	0.743333	0
0.503	0.505333	0.524	0.764333	0
0.502667	0.505	0.523	0.762333	0
0.502	0.503667	0.518	0.745333	0
0.501333	0.503667	0.518667	0.745667	0
0.502	0.503333	0.518667	0.746333	0
0.503333	0.505667	0.524333	0.765	0
0.501333	0.504667	0.525	0.758	0
0.503333	0.507	0.521333	0.763	0
0.501	0.505667	0.514333	0.741	0
0.501667	0.503333	0.508667	0.712667	0
0.501667	0.505	0.518667	0.753667	0
0.501667	0.506	0.52	0.757333	0
0.501	0.506333	0.520333	0.755667	0
0.502333	0.506	0.519	0.757667	0
0.502333	0.505667	0.519333	0.757333	0
0.502333	0.506333	0.52	0.758667	0
0.501667	0.506	0.521	0.757667	0
0.502667	0.506333	0.517333	0.749	0
