Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	FiveWayAcc	Best
250	9	0.500333	0.506	0.850667	0
250	10	0.500333	0.513667	0.876667	0
250	11	0.500333	0.515	0.878667	0
250	12	0.500333	0.507333	0.858	0
250	13	0.501	0.511	0.876	0
250	14	0.501333	0.502667	0.816	0
250	15	0.501333	0.515333	0.885333	0
250	16	0.501667	0.508	0.867	0
250	17	0.500333	0.504333	0.840333	0
250	18	0.502	0.514333	0.884667	0
250	19	0.500667	0.506667	0.859667	0
250	20	0.501333	0.510667	0.875667	0
250	21	0.501667	0.514333	0.884	0
250	22	0.500333	0.504667	0.844	0
250	23	0.500333	0.504	0.830333	0
250	24	0.500667	0.511	0.872667	0
250	25	0.501667	0.510333	0.874333	0
250	26	0.500333	0.503	0.814333	0
250	27	0.501	0.510667	0.872333	0
250	28	0.501333	0.507667	0.866333	0
250	29	0.501	0.512333	0.877	0
250	30	0.501	0.513333	0.881333	0
250	31	0.501667	0.509667	0.872	0
250	32	0.501667	0.504333	0.843667	0
250	33	0.501	0.515333	0.885	0
250	34	0.500667	0.51	0.871667	0
250	35	0.501	0.515	0.884	0
250	36	0.501333	0.510333	0.873	0
250	37	0.501333	0.513	0.881	0
250	38	0.500333	0.506667	0.853333	0
250	39	0.501333	0.516333	0.887	0
250	40	0.501	0.507333	0.861667	0
250	41	0.501	0.514333	0.883667	0
250	42	0.500333	0.509	0.865333	0
250	43	0.501333	0.504	0.843	0
250	44	0.500667	0.510333	0.872	0
250	45	0.502	0.515	0.885667	0
250	46	0.500667	0.513333	0.880667	0
250	47	0.501667	0.509333	0.871	0
250	48	0.500667	0.506333	0.852667	0
250	49	0.501667	0.514	0.883667	0
250	50	0.501667	0.516333	0.887667	0
250	51	0.501333	0.514667	0.884333	0
250	52	0.501333	0.503667	0.842	0
250	53	0.500667	0.512667	0.877	0
250	54	0.501	0.511667	0.876667	0
250	55	0.501333	0.512	0.878	0
250	56	0.500667	0.504	0.831333	0
250	57	0.501667	0.513	0.881667	0
250	58	0.500667	0.516	0.885	0
250	59	0.500333	0.508667	0.864	0
250	60	0.501333	0.515	0.884667	0
250	61	0.501333	0.511333	0.876667	0
250	62	0.500667	0.507667	0.860667	0
250	63	0.500333	0.512333	0.875333	0
250	64	0.502667	0.512667	0.880333	0
250	65	0.501333	0.515667	0.886	0
250	66	0.500333	0.507667	0.860333	0
250	67	0.500333	0.508	0.863333	0
250	68	0.501	0.505	0.845667	0
250	69	0.500333	0.509667	0.867	0
250	70	0.501333	0.508333	0.868333	0
250	71	0.501	0.513667	0.882	0
250	72	0.500667	0.516667	0.885333	0
250	73	0.502333	0.514667	0.885667	0
250	74	0.502	0.517	0.888667	0
250	75	0.501667	0.515667	0.887333	0
250	76	0.500667	0.512	0.876333	0
250	77	0.501	0.508667	0.868333	0
250	78	0.500667	0.515667	0.884667	0
250	79	0.500333	0.514	0.878333	0
250	80	0.502333	0.514333	0.885	1
250	81	0.502	0.514667	0.885333	0
250	82	0.500667	0.504333	0.843333	0
250	83	0.501	0.517	0.887333	0
250	84	0.501	0.504	0.842	0
250	85	0.501667	0.514667	0.884667	0
250	86	0.501333	0.512667	0.879667	0
250	87	0.500667	0.505667	0.852333	0
250	88	0.501	0.506333	0.853667	0
250	89	0.500667	0.508667	0.867	0
250	90	0.501333	0.518	0.888667	0
250	91	0.501	0.509667	0.869333	0
250	92	0.5	0.507333	0.857	0
250	93	0.501	0.508	0.865667	0
250	94	0.502	0.516333	0.888	0
250	95	0.500333	0.512	0.873667	0
250	96	0.500333	0.515333	0.883333	0
250	97	0.501	0.516667	0.886	0
250	98	0.500667	0.515333	0.883667	0
250	99	0.500667	0.513	0.878333	0
250	100	0.501333	0.509333	0.870333	0
250	101	0.500667	0.511667	0.875667	0
250	102	0.501	0.513	0.880333	0
250	103	0.501	0.516333	0.885333	0
250	104	0.501	0.503667	0.839667	0
250	105	0.501	0.506	0.853333	0
250	106	0.501	0.503	0.815	0
250	107	0.500667	0.505	0.844667	0
250	108	0.501333	0.517	0.888	0
250	109	0.501	0.508333	0.868	0
250	110	0.502333	0.515333	0.886667	0
250	111	0.500667	0.511333	0.875333	0
250	112	0.501	0.517667	0.888333	0
251	1	0.5	0.512333	0.844333	0
251	2	0.500333	0.505	0.868667	0
251	3	0.500333	0.503	0.851667	0
251	4	0.500667	0.513667	0.893	0
251	5	0.500667	0.512667	0.890333	0
251	6	0.500333	0.513333	0.891667	0
251	7	0.501	0.512	0.888	0
251	8	0.500333	0.511667	0.884333	0
251	9	0.500333	0.512667	0.889333	0
251	10	0.500667	0.513	0.892	0
251	11	0.501667	0.511	0.885	0
251	12	0.500333	0.505333	0.870333	0
251	13	0.501333	0.511	0.883667	0
251	14	0.501	0.502667	0.850667	0
251	15	0.501	0.512333	0.889	0
251	16	0.501667	0.512	0.890667	1
251	17	0.501333	0.512	0.89	0
251	18	0.500333	0.504667	0.868	0
251	19	0.500333	0.506	0.876667	0
251	20	0.501	0.505	0.879	0
251	21	0.501	0.504333	0.858667	0
251	22	0.501667	0.514333	0.894	0
251	23	0.501333	0.508667	0.883333	0
251	24	0.501667	0.507667	0.882333	0
251	25	0.500667	0.512333	0.888333	0
251	26	0.501	0.513333	0.892333	0
251	27	0.500667	0.503667	0.858333	0
251	28	0.501	0.505333	0.880667	0
251	29	0.502333	0.505	0.88	0
251	30	0.501	0.511333	0.886667	0
251	31	0.500667	0.506	0.881	0
251	32	0.502	0.514	0.894333	0
251	33	0.500333	0.504	0.858	0
251	34	0.501667	0.511667	0.889333	0
251	35	0.500667	0.505667	0.880667	0
251	36	0.500333	0.506333	0.88	0
251	37	0.501	0.508	0.883	0
251	38	0.502667	0.505667	0.882	0
251	39	0.501	0.504667	0.877667	0
251	40	0.501333	0.505	0.879333	0
251	41	0.501	0.511667	0.887333	0
251	42	0.502	0.513667	0.893667	0
251	43	0.503333	0.507	0.882333	0
251	44	0.501	0.515	0.893333	0
251	45	0.502	0.513333	0.893333	0
251	46	0.500667	0.505	0.878667	0
251	47	0.501667	0.513667	0.893333	0
251	48	0.500667	0.511333	0.885333	0
251	49	0.502333	0.514	0.894667	0
251	50	0.501667	0.511333	0.888667	0
251	51	0.501333	0.512333	0.890333	0
251	52	0.501333	0.506	0.881333	0
251	53	0.501	0.507667	0.882	0
251	54	0.502	0.505333	0.881333	0
252	1	0.5	0.506	0.813667	0
252	2	0.5	0.516667	0.876333	0
252	3	0.500333	0.503333	0.813667	0
252	4	0.500333	0.503	0.813	0
252	5	0.500333	0.505333	0.832333	0
252	6	0.501	0.502	0.785333	0
252	7	0.501	0.503333	0.821	0
252	8	0.501	0.505	0.851	0
252	9	0.500333	0.502667	0.785333	0
252	10	0.500667	0.515	0.881	0
252	11	0.500333	0.509333	0.866	0
252	12	0.500667	0.511333	0.873	0
252	13	0.500333	0.510333	0.871	0
252	14	0.502	0.51	0.874667	0
252	15	0.500333	0.508667	0.863667	0
252	16	0.501333	0.502	0.786667	0
252	17	0.501667	0.508	0.868333	0
252	18	0.500667	0.512333	0.876667	0
252	19	0.500333	0.509667	0.866667	0
252	20	0.500667	0.506333	0.856667	0
252	21	0.500667	0.509333	0.870667	0
252	22	0.500667	0.516667	0.886333	0
252	23	0.500667	0.512	0.875667	0
252	24	0.500667	0.510333	0.872333	0
252	25	0.500333	0.504333	0.823	0
252	26	0.501	0.513667	0.882	0
252	27	0.500667	0.502667	0.814	0
252	28	0.500333	0.515667	0.883667	0
252	29	0.500333	0.502333	0.784667	0
252	30	0.500333	0.513333	0.876667	0
252	31	0.500333	0.506667	0.86	0
252	32	0.500333	0.506333	0.849333	0
252	33	0.500667	0.504667	0.826	0
252	34	0.500667	0.507333	0.863	0
252	35	0.500667	0.506	0.855667	0
252	36	0.501333	0.503333	0.823	0
252	37	0.500667	0.515333	0.884333	0
252	38	0.501667	0.506	0.859333	0
252	39	0.501	0.510667	0.873667	0
252	40	0.500667	0.505333	0.849333	0
252	41	0.502	0.507667	0.867667	0
252	42	0.501	0.508333	0.868	0
252	43	0.501333	0.508667	0.869	0
252	44	0.502	0.506667	0.863667	0
252	45	0.501667	0.505333	0.854333	0
252	46	0.500333	0.513667	0.878	0
252	47	0.501333	0.505667	0.858333	0
252	48	0.500667	0.517	0.886667	0
252	49	0.501	0.503	0.814667	0
252	50	0.500667	0.505	0.847667	0
252	51	0.501	0.515333	0.885	0
252	52	0.501	0.502333	0.787667	0
252	53	0.501667	0.508667	0.871667	0
252	54	0.501333	0.513	0.881667	0
252	55	0.501	0.516667	0.889	0
252	56	0.501667	0.517	0.89	0
252	57	0.501	0.505333	0.853333	0
252	58	0.501667	0.514	0.883	0
252	59	0.501	0.511667	0.877333	0
252	60	0.500333	0.508	0.861667	0
252	61	0.500667	0.508	0.867	0
252	62	0.502667	0.506333	0.862333	0
252	63	0.500333	0.507	0.861333	0
252	64	0.501	0.51	0.872667	0
252	65	0.501667	0.507667	0.867333	0
252	66	0.501333	0.514	0.882667	0
252	67	0.501667	0.506333	0.861667	0
252	68	0.502667	0.508	0.869	0
252	69	0.501	0.506333	0.859667	0
252	70	0.501	0.505667	0.858	0
252	71	0.501	0.516	0.887333	0
252	72	0.501667	0.511333	0.878333	0
252	73	0.502667	0.508333	0.869333	0
252	74	0.500667	0.509667	0.871333	0
252	75	0.501333	0.513333	0.882	0
252	76	0.502	0.517333	0.891	0
252	77	0.500333	0.516	0.884333	0
252	78	0.500667	0.511667	0.874667	0
252	79	0.501333	0.507667	0.866667	0
252	80	0.502333	0.508333	0.869	0
252	81	0.501333	0.517333	0.889667	0
252	82	0.500333	0.51	0.87	0
252	83	0.501333	0.510333	0.873333	0
252	84	0.501333	0.515333	0.885667	0
252	85	0.501	0.513333	0.881	0
252	86	0.501667	0.509667	0.873333	0
252	87	0.501667	0.512667	0.881	0
252	88	0.501667	0.513667	0.882667	0
252	89	0.501	0.515667	0.887	0
252	90	0.501	0.513	0.88	0
252	91	0.502	0.510667	0.878	0
252	92	0.501	0.507667	0.866333	0
252	93	0.501	0.509667	0.872	0
252	94	0.501	0.506667	0.862667	0
252	95	0.501	0.506	0.858333	0
252	96	0.501333	0.505333	0.854	0
252	97	0.501	0.512667	0.878	0
252	98	0.500667	0.503667	0.825667	0
252	99	0.502333	0.511333	0.878667	0
252	100	0.502	0.518333	0.891667	0
252	101	0.501	0.512333	0.877667	0
252	102	0.501333	0.509667	0.873	0
252	103	0.502333	0.512667	0.883	1
252	104	0.500333	0.505667	0.847	0
252	105	0.501667	0.517333	0.890667	0
252	106	0.502667	0.517333	0.892	0
252	107	0.502667	0.507	0.864333	0
252	108	0.502	0.510333	0.877667	0
252	109	0.500667	0.506667	0.860333	0
252	110	0.501667	0.510667	0.875667	0
252	111	0.500667	0.513667	0.878667	0
252	112	0.502333	0.512333	0.879667	0
252	113	0.500667	0.515667	0.885667	0
252	114	0.501333	0.512	0.877667	0
252	115	0.501667	0.509333	0.872667	0
252	116	0.502	0.512667	0.882667	0
252	117	0.500333	0.514	0.879	0
252	118	0.502	0.507333	0.867	0
252	119	0.502	0.507	0.864	0
252	120	0.500667	0.513333	0.877	0
252	121	0.500667	0.507667	0.865333	0
252	122	0.501333	0.512333	0.879	0
252	123	0.501333	0.516333	0.887667	0
252	124	0.500667	0.516	0.886	0
252	125	0.501667	0.511667	0.879333	0
252	126	0.501	0.507333	0.865333	0
252	127	0.501	0.507	0.863333	0
252	128	0.501	0.503667	0.826	0
252	129	0.501667	0.513	0.882	0
252	130	0.502333	0.517	0.891333	0
253	1	0.500667	0.504667	0.868333	0
253	2	0.500333	0.502667	0.834667	0
253	3	0.501	0.505333	0.874	0
253	4	0.500333	0.511	0.883	0
253	5	0.500667	0.505333	0.872667	0
253	6	0.500667	0.511667	0.885333	0
253	7	0.500333	0.511333	0.883667	0
253	8	0.501	0.502	0.726333	0
253	9	0.501333	0.515667	0.897333	0
253	10	0.502333	0.505667	0.877667	0
253	11	0.501333	0.505	0.873667	0
253	12	0.502333	0.508	0.883667	0
253	13	0.500667	0.504333	0.866333	0
253	14	0.501	0.511667	0.886	0
253	15	0.501333	0.511667	0.887	0
253	16	0.500333	0.507667	0.877667	0
253	17	0.500333	0.515333	0.895	0
253	18	0.501	0.505	0.872667	0
253	19	0.501333	0.506	0.877	0
253	20	0.501667	0.515	0.896667	0
253	21	0.501	0.506333	0.878	0
253	22	0.501667	0.505333	0.875667	0
253	23	0.500667	0.503	0.835667	0
253	24	0.500333	0.507	0.877	0
253	25	0.502	0.512	0.888667	0
253	26	0.500667	0.510333	0.882	0
253	27	0.501333	0.513333	0.894	0
253	28	0.501333	0.515333	0.896333	0
253	29	0.502333	0.507667	0.882	0
253	30	0.500333	0.512	0.885333	0
253	31	0.501333	0.508	0.881	0
253	32	0.501667	0.512333	0.889667	0
253	33	0.502667	0.514667	0.897667	0
253	34	0.501	0.506	0.876	0
253	35	0.500333	0.514	0.892667	0
253	36	0.500333	0.516	0.896333	0
253	37	0.502333	0.515	0.898333	0
253	38	0.500333	0.513333	0.891667	0
253	39	0.500667	0.506667	0.877333	0
253	40	0.500667	0.509333	0.881	0
253	41	0.500667	0.505667	0.874333	0
253	42	0.500667	0.504	0.864667	0
253	43	0.501	0.509333	0.883667	0
253	44	0.501667	0.506667	0.88	0
253	45	0.501	0.508333	0.880667	0
253	46	0.500667	0.514667	0.893667	0
253	47	0.501333	0.509333	0.884333	0
253	48	0.500333	0.509667	0.879	0
253	49	0.502	0.515	0.897333	0
253	50	0.501333	0.506333	0.878333	0
253	51	0.500667	0.506333	0.876667	0
253	52	0.500333	0.505	0.868	0
253	53	0.502333	0.509	0.886333	0
253	54	0.502	0.508	0.881667	0
253	55	0.501667	0.513333	0.895667	0
253	56	0.502	0.506	0.878333	0
253	57	0.502	0.508333	0.884333	0
253	58	0.500667	0.511	0.884333	0
253	59	0.501667	0.513	0.893	0
253	60	0.500333	0.51	0.879333	0
253	61	0.502333	0.509333	0.887	0
253	62	0.500667	0.512	0.885667	0
253	63	0.501	0.512	0.886667	0
253	64	0.502	0.513667	0.897	0
253	65	0.501	0.512333	0.889333	0
253	66	0.500667	0.513	0.891	0
253	67	0.502	0.506333	0.878667	0
253	68	0.500667	0.508333	0.88	0
253	69	0.501667	0.512	0.888333	0
253	70	0.501333	0.512	0.888	0
253	71	0.501667	0.515667	0.898	0
253	72	0.500667	0.515333	0.896	0
253	73	0.501	0.509	0.882333	0
253	74	0.501667	0.507	0.880667	0
253	75	0.502667	0.509667	0.887333	0
253	76	0.502333	0.51	0.887333	0
253	77	0.501	0.502333	0.728667	0
253	78	0.501333	0.505667	0.876	0
253	79	0.500333	0.506333	0.873667	0
253	80	0.501	0.508667	0.881667	0
253	81	0.501667	0.506	0.877667	0
253	82	0.501	0.507333	0.880333	0
253	83	0.501	0.512667	0.892	0
253	84	0.502667	0.509	0.886667	0
253	85	0.501333	0.514	0.896	0
253	86	0.500667	0.512667	0.888667	0
253	87	0.501	0.502667	0.835	0
253	88	0.501333	0.513	0.892667	0
253	89	0.502	0.512333	0.89	0
253	90	0.500667	0.513667	0.892	0
253	91	0.501333	0.509	0.883333	0
253	92	0.502	0.516333	0.898667	0
253	93	0.502	0.513333	0.896667	1
253	94	0.501	0.515	0.895667	0
253	95	0.503	0.509	0.887667	0
253	96	0.501333	0.516	0.897667	0
253	97	0.502	0.505667	0.877	0
253	98	0.502	0.515333	0.897667	0
253	99	0.501667	0.508333	0.883333	0
253	100	0.502	0.510333	0.886333	0
253	101	0.501333	0.506667	0.879667	0
253	102	0.501333	0.507	0.880333	0
253	103	0.501667	0.513667	0.896333	0
253	104	0.501667	0.508667	0.884	0
254	1	0.5	0.513667	0.871	0
254	2	0.500667	0.515	0.888333	0
254	3	0.500333	0.503	0.857667	0
254	4	0.5	0.504	0.857	0
254	5	0.501333	0.514	0.889333	0
254	6	0.501667	0.503	0.870667	0
254	7	0.501	0.504333	0.875	0
254	8	0.501	0.503667	0.873	0
254	9	0.500333	0.516333	0.890333	0
254	10	0.501	0.516333	0.892667	0
254	11	0.502	0.514333	0.891	0
254	12	0.500667	0.515667	0.890667	0
254	13	0.501333	0.504	0.874	0
254	14	0.500333	0.516	0.889	0
254	15	0.500333	0.510667	0.877667	0
254	16	0.500333	0.511667	0.884333	0
254	17	0.502	0.515333	0.893	0
254	18	0.501667	0.503333	0.872333	0
254	19	0.500333	0.514	0.886	0
254	20	0.500333	0.515667	0.888667	0
254	21	0.501	0.514667	0.890333	0
254	22	0.501	0.502667	0.869333	0
254	23	0.500333	0.511	0.884	0
254	24	0.502	0.515	0.892667	0
254	25	0.500667	0.512667	0.886333	0
254	26	0.501667	0.504	0.874333	0
254	27	0.500333	0.503667	0.868667	0
254	28	0.500333	0.513667	0.885667	0
254	29	0.502333	0.511667	0.888333	0
254	30	0.502667	0.505	0.877667	0
254	31	0.500667	0.516333	0.891	0
254	32	0.500667	0.502667	0.868667	0
254	33	0.500667	0.505667	0.879	0
254	34	0.501	0.510667	0.885	0
254	35	0.500667	0.514667	0.887333	0
254	36	0.501667	0.513333	0.889	0
254	37	0.500667	0.504667	0.876	0
254	38	0.501333	0.509667	0.883667	0
254	39	0.501	0.515333	0.891667	0
254	40	0.500667	0.503333	0.87	0
254	41	0.500667	0.505333	0.877333	0
254	42	0.500667	0.504	0.873333	0
254	43	0.500667	0.510333	0.884333	0
254	44	0.501667	0.514667	0.891333	0
254	45	0.500333	0.515333	0.888	0
254	46	0.502667	0.514333	0.891667	0
254	47	0.500667	0.511667	0.886	0
254	48	0.501333	0.515667	0.893	0
254	49	0.501333	0.51	0.884667	0
254	50	0.501667	0.505	0.877333	0
254	51	0.502333	0.514	0.891	0
254	52	0.502333	0.513333	0.889667	0
254	53	0.502333	0.514667	0.891667	0
254	54	0.500333	0.504333	0.873333	0
254	55	0.500333	0.515	0.887333	0
254	56	0.500667	0.511	0.885333	0
254	57	0.500333	0.505	0.874333	0
254	58	0.502	0.511333	0.887333	0
254	59	0.501333	0.515	0.892	0
254	60	0.501	0.510333	0.884667	0
254	61	0.502	0.517	0.895	0
254	62	0.501333	0.512	0.887333	0
254	63	0.501	0.512333	0.887	0
254	64	0.501667	0.507333	0.881667	0
254	65	0.502	0.506333	0.881	0
254	66	0.501333	0.510333	0.885667	0
254	67	0.500333	0.512333	0.884667	0
254	68	0.502333	0.505667	0.880667	0
254	69	0.500333	0.505667	0.876333	0
254	70	0.501333	0.511333	0.887	0
254	71	0.500667	0.505	0.877	0
254	72	0.500333	0.504	0.872	0
254	73	0.502	0.515667	0.894	0
254	74	0.501667	0.515333	0.892333	0
254	75	0.501	0.511	0.886667	0
254	76	0.502333	0.512	0.888667	0
254	77	0.501667	0.509667	0.884333	0
254	78	0.502	0.506667	0.881333	0
254	79	0.501667	0.516667	0.893667	0
254	80	0.501	0.51	0.884	0
254	81	0.502333	0.517	0.895333	0
254	82	0.501667	0.506667	0.881	0
254	83	0.500333	0.506	0.877	0
254	84	0.501333	0.506	0.88	0
254	85	0.501333	0.514333	0.89	0
254	86	0.501	0.505333	0.877667	0
254	87	0.501667	0.517	0.894	0
254	88	0.500667	0.509667	0.879667	0
254	89	0.502667	0.507	0.882	0
254	90	0.500667	0.51	0.883333	0
254	91	0.500333	0.505333	0.876	0
254	92	0.502	0.505333	0.879	0
254	93	0.501	0.507333	0.881	0
254	94	0.502	0.505667	0.88	0
254	95	0.502333	0.512333	0.889333	1
254	96	0.501	0.512667	0.888333	0
254	97	0.500667	0.517	0.892	0
254	98	0.502	0.503667	0.873333	0
254	99	0.501	0.509667	0.882	0
254	100	0.501333	0.505333	0.878333	0
254	101	0.500667	0.503667	0.872667	0
254	102	0.502	0.507333	0.882	0
254	103	0.501333	0.505667	0.879333	0
255	1	0.500667	0.502	0.89	0
255	2	0.500333	0.507333	0.911667	0
255	3	0.501	0.503333	0.903	0
255	4	0.500333	0.502333	0.889333	0
255	5	0.500333	0.506	0.911	0
255	6	0.500667	0.506333	0.913667	0
255	7	0.500667	0.502333	0.891333	0
255	8	0.500333	0.509	0.917667	0
255	9	0.500667	0.505667	0.912	0
255	10	0.501	0.508	0.919	0
255	11	0.500667	0.508	0.918667	0
255	12	0.502	0.508	0.920667	0
255	13	0.500667	0.503333	0.902667	0
255	14	0.501	0.507333	0.917667	0
255	15	0.501	0.502667	0.892333	0
255	16	0.500667	0.505	0.911	0
255	17	0.501333	0.508333	0.920667	0
255	18	0.501	0.503	0.893667	0
255	19	0.500333	0.509667	0.92	0
255	20	0.501333	0.509	0.921333	0
255	21	0.501333	0.506	0.914333	0
255	22	0.500333	0.505	0.910333	0
255	23	0.500667	0.507	0.916	0
255	24	0.500667	0.509333	0.921	0
255	25	0.501	0.509333	0.921333	0
255	26	0.501667	0.509	0.921667	0
255	27	0.502	0.508333	0.921333	0
255	28	0.500667	0.508667	0.920667	0
255	29	0.501333	0.507667	0.919333	0
255	30	0.501333	0.503	0.901	0
255	31	0.500333	0.507667	0.915333	0
255	32	0.501333	0.509333	0.921667	0
255	33	0.500667	0.504333	0.909	0
255	34	0.501	0.509	0.921	0
255	35	0.500333	0.503333	0.889667	0
255	36	0.501	0.505667	0.913667	0
255	37	0.501333	0.508667	0.921	0
255	38	0.501667	0.508667	0.921333	0
255	39	0.502333	0.509	0.922	0
255	40	0.501333	0.508	0.920333	1
255	41	0.500333	0.504667	0.909333	0
255	42	0.501	0.508333	0.919667	0
256	1	0.5	0.509	0.866667	0
256	2	0.500333	0.510333	0.882667	0
256	3	0.500667	0.510667	0.886333	0
256	4	0.500333	0.511	0.884667	0
256	5	0.500333	0.503667	0.855667	0
256	6	0.500667	0.503333	0.855333	0
256	7	0.500333	0.506667	0.864667	0
256	8	0.500667	0.504333	0.858333	0
256	9	0.501	0.507667	0.876	0
256	10	0.501333	0.507667	0.876667	0
256	11	0.501	0.507333	0.874	0
256	12	0.500667	0.504667	0.860667	0
256	13	0.501	0.504667	0.864333	0
256	14	0.500333	0.507	0.865	0
256	15	0.500667	0.509333	0.881333	0
256	16	0.500667	0.506667	0.867	0
256	17	0.501	0.502333	0.84	0
256	18	0.500667	0.505	0.863333	0
256	19	0.501667	0.509667	0.885	0
256	20	0.500667	0.507	0.873333	0
256	21	0.501667	0.506667	0.870667	0
256	22	0.501	0.512	0.891	0
256	23	0.501333	0.506	0.868	0
256	24	0.501333	0.513667	0.893333	0
256	25	0.500333	0.507667	0.873	0
256	26	0.501333	0.509667	0.884	0
256	27	0.501	0.504	0.86	0
256	28	0.501	0.503333	0.858333	0
256	29	0.500333	0.508667	0.875333	0
256	30	0.501333	0.508	0.879667	0
256	31	0.500333	0.51	0.882333	0
256	32	0.502	0.511333	0.891	1
256	33	0.500667	0.511667	0.89	0
256	34	0.501333	0.513333	0.892333	0
256	35	0.501667	0.508333	0.881333	0
256	36	0.501	0.506333	0.869333	0
256	37	0.500667	0.503667	0.857333	0
256	38	0.501333	0.503667	0.859	0
256	39	0.500333	0.503333	0.854333	0
256	40	0.500667	0.511	0.886667	0
256	41	0.500667	0.503	0.840333	0
256	42	0.500667	0.505333	0.864667	0
256	43	0.500667	0.504	0.858	0
256	44	0.501	0.508667	0.881	0
256	45	0.500667	0.510333	0.884667	0
256	46	0.501333	0.509	0.882667	0
256	47	0.501	0.513667	0.892333	0
256	48	0.501333	0.511	0.889	0
256	49	0.502	0.514	0.894333	0
256	50	0.500333	0.512333	0.888667	0
256	51	0.501	0.51	0.886	0
256	52	0.500667	0.512	0.890333	0
256	53	0.501667	0.510667	0.888667	0
256	54	0.501	0.505667	0.867333	0
256	55	0.500667	0.508667	0.879667	0
256	56	0.500667	0.502667	0.839667	0
256	57	0.501333	0.510333	0.887333	0
256	58	0.501667	0.509333	0.884	0
256	59	0.501333	0.51	0.887	0
256	60	0.501	0.511333	0.889	0
256	61	0.501	0.510333	0.887	0
256	62	0.501333	0.511667	0.890667	0
256	63	0.501667	0.510333	0.888	0
256	64	0.500333	0.505	0.86	0
256	65	0.500667	0.505667	0.865667	0
256	66	0.500333	0.505667	0.862667	0
256	67	0.500667	0.514	0.892333	0
256	68	0.502	0.509667	0.886	0
256	69	0.501667	0.513	0.892333	0
256	70	0.500333	0.512667	0.890667	0
256	71	0.501667	0.514667	0.894	0
256	72	0.500333	0.506333	0.864333	0
256	73	0.501333	0.505333	0.865	0
256	74	0.501333	0.505	0.864667	0
256	75	0.501	0.513333	0.892	0
256	76	0.501	0.514	0.893	0
256	77	0.501333	0.513	0.891667	0
256	78	0.501667	0.511	0.889333	0
256	79	0.502333	0.514333	0.894667	0
256	80	0.500667	0.508333	0.877667	0
256	81	0.501	0.504333	0.863667	0
256	82	0.501	0.509	0.882	0
256	83	0.500667	0.507333	0.873667	0
256	84	0.501333	0.514	0.893667	0
256	85	0.502	0.513667	0.893667	0
256	86	0.500667	0.513	0.891	0
257	1	0.500333	0.502333	0.765	0
257	2	0.500667	0.502667	0.841667	0
257	3	0.500333	0.504	0.848667	0
257	4	0.500333	0.508333	0.885333	0
257	5	0.500333	0.503333	0.841	0
257	6	0.501667	0.503	0.847667	0
257	7	0.500333	0.505	0.865333	0
257	8	0.501	0.505	0.868667	0
257	9	0.500333	0.51	0.890667	0
257	10	0.500667	0.504333	0.864667	0
257	11	0.500667	0.503	0.842	0
257	12	0.500333	0.503	0.838667	0
257	13	0.501	0.503	0.846	0
257	14	0.501333	0.503333	0.849	0
257	15	0.500667	0.508667	0.889	0
257	16	0.500333	0.506	0.866667	0
257	17	0.500333	0.509	0.888667	0
257	18	0.501333	0.509333	0.894667	0
257	19	0.501	0.505333	0.87	0
257	20	0.501667	0.51	0.897667	0
257	21	0.501333	0.507667	0.885667	0
257	22	0.500667	0.509	0.890333	0
257	23	0.500333	0.505333	0.866	0
257	24	0.501667	0.509333	0.896	0
257	25	0.500667	0.508	0.887	0
257	26	0.500333	0.502667	0.765333	0
257	27	0.500667	0.509333	0.892333	0
257	28	0.500667	0.506667	0.870667	0
257	29	0.500667	0.511	0.897	0
257	30	0.500667	0.509667	0.894	0
257	31	0.500667	0.510333	0.896333	0
257	32	0.501	0.507	0.881667	0
257	33	0.501	0.509667	0.896333	0
257	34	0.500667	0.512	0.898667	0
257	35	0.501333	0.505667	0.871333	0
257	36	0.500333	0.507333	0.882333	0
257	37	0.500667	0.507667	0.883	0
257	38	0.501	0.506	0.871333	0
257	39	0.501333	0.513333	0.9	0
257	40	0.500333	0.504333	0.863	0
257	41	0.501333	0.505	0.869	0
257	42	0.501	0.503333	0.848667	0
257	43	0.500333	0.511333	0.896667	0
257	44	0.501	0.509	0.892	0
257	45	0.500667	0.511667	0.898333	0
257	46	0.501333	0.511333	0.898667	0
257	47	0.501	0.508667	0.89	0
257	48	0.500667	0.506	0.870333	0
257	49	0.501667	0.503667	0.849667	0
257	50	0.500333	0.506333	0.868667	0
257	51	0.501333	0.510333	0.897667	0
257	52	0.501333	0.509	0.892333	0
257	53	0.501	0.512	0.899333	0
257	54	0.501333	0.505333	0.870333	0
257	55	0.500667	0.504667	0.865333	0
257	56	0.501667	0.508667	0.890667	0
257	57	0.500333	0.508	0.883667	0
257	58	0.501333	0.509667	0.897333	1
257	59	0.500667	0.513	0.899	0
257	60	0.500667	0.505	0.867333	0
257	61	0.500667	0.505667	0.869333	0
257	62	0.501	0.503667	0.849	0
257	63	0.501667	0.505	0.869333	0
257	64	0.502	0.509667	0.897667	0
257	65	0.501667	0.505333	0.871333	0
257	66	0.500667	0.507	0.878333	0
257	67	0.501	0.506333	0.879	0
257	68	0.501	0.510667	0.897333	0
258	1	0.500333	0.504333	0.829333	0
258	2	0.500333	0.504667	0.829667	0
258	3	0.500333	0.505	0.837	0
258	4	0.500333	0.503	0.816667	0
258	5	0.501	0.504	0.829667	0
258	6	0.500667	0.504333	0.836667	0
