OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.527333	0.843667	0
0.500667	0.502	0.827333	0
0.500333	0.502	0.827	0
0.501667	0.505	0.842	0
0.500667	0.510667	0.845333	0
0.500333	0.506333	0.841333	0
0.500667	0.503667	0.838333	0
0.501667	0.504667	0.841333	0
0.502333	0.516667	0.858	0
0.500333	0.502333	0.827333	0
0.500667	0.505667	0.842	0
0.501333	0.529667	0.868667	0
0.501333	0.506	0.843	0
0.501667	0.512333	0.854333	0
0.500333	0.504667	0.839333	0
0.501	0.529333	0.866333	0
0.501667	0.529333	0.868333	0
0.501667	0.506667	0.844	0
0.502	0.505667	0.843333	0
0.500667	0.504	0.838667	0
0.500667	0.506	0.842333	0
0.500667	0.529333	0.864667	0
0.500333	0.506	0.841	0
0.500667	0.519667	0.858333	0
0.500333	0.529667	0.863667	0
0.501	0.505	0.841333	0
0.500333	0.503333	0.836	0
0.501333	0.529333	0.867333	0
0.501	0.530667	0.868667	0
0.500333	0.519667	0.858	0
0.500667	0.504667	0.84	0
0.500333	0.522	0.863	0
0.500667	0.511333	0.846333	0
0.503	0.508	0.845667	0
0.502	0.512333	0.854667	0
0.500667	0.520667	0.86	0
0.501	0.509	0.845	0
0.501	0.51	0.846	0
0.500333	0.509333	0.843667	0
0.501	0.502333	0.830333	0
0.500333	0.511667	0.849667	0
0.501333	0.510667	0.849333	0
0.501333	0.509333	0.845667	0
0.501	0.506	0.842667	0
0.501667	0.529667	0.869333	0
0.501333	0.513	0.855667	0
0.501333	0.506333	0.843333	0
0.501333	0.520667	0.860667	0
0.501	0.530333	0.867667	0
0.502667	0.517333	0.859	0
0.502	0.516667	0.857667	0
0.501333	0.502333	0.830667	0
0.500667	0.530333	0.866667	0
0.500667	0.529667	0.865	0
0.500667	0.503333	0.836667	0
0.501333	0.504667	0.841	0
0.501333	0.528667	0.866	0
0.500667	0.502667	0.830667	0
0.500667	0.521333	0.860333	0
0.502333	0.516	0.857	0
0.500667	0.502333	0.83	0
0.500333	0.511	0.845	0
0.501	0.503	0.831333	0
0.502333	0.505667	0.844333	0
0.501333	0.523667	0.864333	0
0.502	0.523333	0.864333	0
0.500333	0.52	0.859333	0
0.500667	0.531	0.868333	0
0.501	0.506667	0.843667	0
0.500667	0.511667	0.851667	0
0.502333	0.515	0.856667	0
0.502667	0.506667	0.844667	0
0.502	0.529333	0.869	0
0.500333	0.53	0.865	0
0.501333	0.522	0.863333	0
0.502667	0.517	0.858667	0
0.501667	0.517667	0.856667	0
0.501	0.505667	0.842333	0
0.500333	0.519333	0.856	0
0.500667	0.519333	0.857333	0
0.500667	0.519	0.857	0
0.500667	0.521667	0.862333	0
0.500667	0.512	0.852333	0
0.500333	0.512333	0.853667	0
0.501	0.520667	0.860333	0
0.502	0.529667	0.869667	0
0.501667	0.513	0.856	1
0.501	0.513667	0.856333	0
0.501	0.53	0.867	0
0.502	0.516333	0.856667	0
0.500667	0.513	0.855333	0
0.501333	0.504	0.839333	0
0.501333	0.504333	0.84	0
0.501	0.529	0.865333	0
0.500667	0.528667	0.864333	0
0.501333	0.521	0.861333	0
0.502333	0.508667	0.846333	0
0.501	0.510667	0.847667	0
0.501	0.524	0.863667	0
0.500667	0.509	0.843333	0
0.501667	0.512	0.854	0
0.501	0.520333	0.859667	0
0.501667	0.508667	0.845	0
0.501333	0.509667	0.846	0
0.501333	0.509	0.845333	0
0.501	0.521	0.860667	0
0.501333	0.529	0.866667	0
0.501667	0.508333	0.844333	0
0.502	0.508667	0.845333	0
0.501667	0.509	0.845667	0
0.501667	0.523	0.864	0
0.500667	0.530667	0.867667	0
0.503	0.516333	0.857667	0
0.501	0.521333	0.862	0
0.502333	0.530667	0.87	0
0.500667	0.53	0.866333	0
0.502667	0.518	0.859667	0
0.501	0.511	0.852	0
