OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.508333	0.826333	0
0.5	0.502	0.814333	0
0.5	0.507	0.823667	0
0.5	0.574	0.851667	0
0.500333	0.501333	0.814333	0
0.5	0.503333	0.816333	0
0.500333	0.567667	0.845	0
0.500667	0.507667	0.830333	0
0.500333	0.584333	0.857	0
0.500333	0.511667	0.834	0
0.500667	0.506667	0.829667	0
0.5	0.569333	0.844333	0
0.5	0.513667	0.836	0
0.500667	0.573	0.854333	0
0.502333	0.514	0.841	0
0.500333	0.519	0.844667	0
0.500333	0.571	0.851667	0
0.501	0.511667	0.837	0
0.5	0.504667	0.822333	0
0.500667	0.573667	0.855333	0
0.500667	0.568667	0.846333	0
0.501	0.514	0.839667	0
0.500333	0.568333	0.845333	0
0.500333	0.511	0.833333	0
0.501333	0.506667	0.83	0
0.502333	0.514667	0.842667	0
0.500333	0.506	0.827667	0
0.5	0.51	0.829667	0
0.500667	0.511	0.834333	0
0.500333	0.569333	0.846667	0
0.500333	0.572667	0.853333	0
0.500333	0.571333	0.852	0
0.502667	0.516333	0.845667	0
0.500333	0.51	0.831333	0
0.501333	0.507667	0.831333	0
0.501	0.517667	0.843333	0
0.500333	0.502	0.822333	0
0.502	0.512667	0.838	0
0.501333	0.506	0.828667	0
0.501667	0.514333	0.841333	0
0.501	0.507333	0.830333	0
0.500667	0.569	0.846667	0
0.501667	0.511	0.836333	0
0.501667	0.516333	0.844	0
0.501333	0.509	0.833333	0
0.500333	0.569	0.845667	0
0.501333	0.517667	0.844667	0
0.503	0.515333	0.844	0
0.501	0.502	0.822667	0
0.501667	0.512333	0.837667	0
0.500333	0.513667	0.839333	0
0.500333	0.515	0.84	0
0.501	0.514667	0.841	0
0.500667	0.570667	0.852	0
0.502333	0.513333	0.84	0
0.500333	0.516	0.840667	0
0.501333	0.511333	0.836667	0
0.500667	0.568333	0.846	0
0.500667	0.512333	0.837	0
0.500667	0.502333	0.823667	0
0.501667	0.515333	0.843667	0
0.500333	0.510333	0.833	0
0.500667	0.518333	0.844	0
0.502333	0.508667	0.833667	0
0.501333	0.519333	0.846667	0
0.502667	0.515	0.843333	0
0.502	0.567667	0.847333	0
0.500333	0.570333	0.851333	0
0.502333	0.515667	0.844	0
0.501	0.573667	0.855667	0
0.502333	0.514333	0.841667	0
0.501667	0.509667	0.834	0
0.502333	0.516333	0.845333	0
0.501	0.584333	0.859667	0
0.501	0.505667	0.828333	0
0.501	0.569333	0.848	0
0.500667	0.504667	0.825	0
0.501667	0.568	0.848333	0
0.502	0.513667	0.840667	0
0.500667	0.513333	0.839	0
0.501	0.57	0.850667	0
0.501667	0.511333	0.837333	0
0.501	0.512333	0.837333	0
0.500333	0.502333	0.823333	0
0.500667	0.518	0.843667	0
0.503	0.514667	0.843	0
0.501	0.509	0.833	0
0.500667	0.501	0.814333	0
0.500333	0.573667	0.855	0
0.501	0.508333	0.832	0
0.500667	0.573333	0.854667	0
0.502333	0.509667	0.834667	0
0.500333	0.506333	0.828	0
0.500667	0.510333	0.833333	0
0.502	0.516333	0.844667	0
0.502	0.569333	0.849667	0
0.502	0.583333	0.858667	0
0.501	0.582333	0.858	0
0.501	0.507	0.83	0
0.500667	0.515	0.841	0
0.500667	0.571333	0.852667	0
0.501667	0.510667	0.835333	0
0.500667	0.568	0.845333	0
0.500333	0.582667	0.856333	0
0.501333	0.515667	0.843	0
0.502	0.509333	0.834	0
0.501	0.573333	0.855333	0
0.500667	0.574667	0.856667	0
0.501	0.509667	0.833667	0
0.502	0.516	0.844333	0
0.501667	0.568667	0.849333	0
0.500667	0.506	0.828	0
0.501	0.504	0.824667	0
0.501333	0.568	0.847333	0
0.502667	0.508333	0.832333	0
0.501333	0.51	0.834333	0
0.500333	0.572333	0.853	0
0.500333	0.571667	0.852333	0
0.500333	0.512667	0.837	0
0.502667	0.516	0.845333	1
0.503	0.516667	0.846	0
0.500333	0.585	0.857667	0
0.501	0.507667	0.830667	0
0.501667	0.508667	0.832667	0
0.501	0.518	0.844333	0
0.501667	0.518667	0.846667	0
0.503333	0.515667	0.845	0
0.500667	0.571	0.852333	0
0.501	0.511	0.835667	0
0.500333	0.512	0.835333	0
0.500333	0.502667	0.823667	0
0.501	0.520333	0.846333	0
0.501333	0.567667	0.847	0
0.501333	0.583667	0.859333	0
0.501333	0.585	0.86	0
0.501	0.568667	0.846667	0
0.502667	0.509	0.834667	0
0.501667	0.513667	0.84	0
0.500667	0.513	0.837667	0
0.500667	0.57	0.849333	0
0.501	0.569667	0.850333	0
0.500667	0.512667	0.837333	0
0.501	0.512667	0.837667	0
0.500333	0.518333	0.843333	0
0.500333	0.518	0.842667	0
0.500333	0.574	0.855333	0
0.500667	0.508333	0.830667	0
0.500667	0.508667	0.832333	0
0.500667	0.510667	0.833667	0
0.501667	0.583	0.858333	0
0.500667	0.582667	0.857667	0
0.500333	0.515333	0.840333	0
0.501	0.515667	0.841667	0
0.501333	0.515	0.842333	0
0.502	0.509	0.833667	0
0.501667	0.509333	0.833667	0
