OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.506667	0.901667	0
0.501	0.508	0.909667	0
0.500667	0.502667	0.898667	0
0.500667	0.508667	0.910667	0
0.500333	0.503333	0.899667	0
0.501	0.503	0.899333	0
0.502	0.509667	0.915	0
0.501	0.504	0.903333	0
0.500667	0.510667	0.915667	0
0.501333	0.502667	0.899	0
0.501333	0.511	0.916667	0
0.501	0.503333	0.901667	0
0.501333	0.504	0.904667	0
0.500333	0.508667	0.910333	0
0.500667	0.510333	0.915333	0
0.501333	0.503667	0.904	0
0.500333	0.51	0.911333	0
0.500667	0.504333	0.903667	0
0.501333	0.504667	0.905	0
0.503333	0.509667	0.916333	0
0.500333	0.506667	0.908333	0
0.500333	0.504667	0.902667	0
0.503	0.51	0.917333	0
0.501	0.503667	0.902667	0
0.500667	0.504	0.902	0
0.500333	0.510333	0.914	0
0.500667	0.508	0.909	0
0.500333	0.503667	0.9	0
0.501667	0.51	0.916333	1
0.501	0.509667	0.914667	0
0.500333	0.502667	0.898	0
0.500333	0.511	0.914333	0
0.503	0.510667	0.917667	0
0.500667	0.505	0.905667	0
0.501333	0.51	0.915667	0
0.500333	0.502	0.888	0
0.500667	0.503667	0.900667	0
0.504	0.509333	0.914667	0
0.501667	0.510333	0.916667	0
0.502	0.511667	0.917667	0
0.503	0.509667	0.915667	0
0.501	0.510667	0.916	0
0.503	0.511667	0.918333	0
0.502333	0.512	0.918667	0
0.502667	0.511	0.918	0
0.500667	0.504667	0.904667	0
0.501667	0.511667	0.917333	0
0.500333	0.505	0.903667	0
0.501333	0.509333	0.914333	0
0.500333	0.511333	0.915	0
0.501	0.509	0.911333	0
0.502333	0.511667	0.918	0
0.501	0.509333	0.913667	0
0.500667	0.511333	0.916333	0
0.501333	0.512	0.917	0
0.502333	0.511	0.917	0
0.502667	0.510667	0.917	0
0.500667	0.505333	0.908333	0
0.500333	0.512	0.915333	0
