OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.506667	0.512	0.665	0.44250415245987	1.07012573612351	0
0.506667	0.511667	0.664333	0.44250415245987	1.11417185581331	0
0.506333	0.51	0.659	0.521104636049527	1.43461644533222	0
0.507	0.510333	0.657333	0.521787747741012	1.37738684689645	0
0.506	0.51	0.657	0.59872012204432	1.56525443827650	0
0.507333	0.511333	0.663333	0.434257483929642	1.04523328215413	0
0.505	0.509667	0.661	1.16987486378689	3.39057638210825	0
0.504333	0.507667	0.664	1.07615394648657	3.94803247310993	0
0.503667	0.507333	0.665667	1.16987486378689	4.05316286090272	0
0.509333	0.513333	0.672333	0.317121317785179	0.761451896878118	0
0.509667	0.514333	0.673333	0.317121317785179	0.680005982415596	0
0.508	0.511667	0.676667	0.680886170158634	2.15586647288399	0
0.508667	0.512333	0.675667	0.643535100115797	1.92620198877683	0
0.507333	0.512	0.672	0.512940881287065	1.54415334217833	0
0.507667	0.511	0.671333	0.510909634666798	1.49670595571232	0
0.507333	0.511	0.669667	0.512940881287065	1.42695928279861	0
0.508	0.511333	0.670667	0.512940881287065	1.37093695670233	0
0.507333	0.511333	0.669333	0.512940881287065	1.32965447183665	0
0.503667	0.507667	0.666667	1.39639244228014	4.6949442571638	0
0.503333	0.508333	0.666	1.53906912246621	5.05624508781035	0
0.504	0.507333	0.666	1.18220036837885	4.47398650516454	0
0.507667	0.514	0.673667	0.436580473983964	1.20187039009037	0
0.508	0.513667	0.673	0.266035563736598	1.01777138371461	0
0.508	0.513	0.673	0.521104636049524	1.31413642821043	0
0.508	0.513333	0.672667	0.373904920756136	1.04900143804657	0
0.508333	0.513667	0.673	0.282671674537428	0.977460978174314	0
0.508333	0.514	0.669667	0.315747036328306	0.757037796010315	0
0.508667	0.514	0.669667	0.258242721215191	0.690995370139274	0
0.508667	0.514667	0.67	0.322185122592578	0.749580036960974	0
0.508333	0.515667	0.67	0.215857750858552	0.810057068636544	0
0.509333	0.514667	0.670667	0.215984192282203	0.607807590438661	0
0.509333	0.511667	0.668	0.383916036440987	1.01236666283495	0
0.509333	0.512333	0.667667	0.450643956424166	0.920641523909076	0
0.507	0.510667	0.668667	0.671575057313807	1.57926151833753	0
0.507667	0.511	0.668333	0.436580473983964	1.22687440305047	0
0.508667	0.511	0.668333	0.383244647730613	1.03940639928283	0
0.508667	0.510667	0.668	0.450099076220201	1.08549812611780	0
0.506333	0.510333	0.662333	0.508689386294982	1.58536710504379	0
0.506667	0.511	0.664	0.373904920756131	1.21160653202848	0
0.506667	0.510667	0.663333	0.450462294357813	1.38938545827147	0
0.506333	0.508333	0.665333	1.06445287942109	2.62708842650997	0
0.507333	0.512667	0.664	0.314223454189503	0.88950529896159	0
0.508	0.512333	0.662667	0.312551645081747	0.7843356779677	0
0.507667	0.512667	0.664333	0.318345332549722	0.896878386557789	0
0.505667	0.510333	0.661333	0.522275948194486	1.58909806115238	0
0.508	0.511667	0.663	0.310732790536963	1.00248799305290	0
0.509667	0.514667	0.674667	0.315747036328306	0.766994567044597	0
