OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.501	0.502667	0.809667	0
0.5	0.507667	0.839	0
0.501	0.505333	0.837667	0
0.500667	0.502667	0.809	0
0.500333	0.503667	0.818333	0
0.500667	0.514333	0.876333	0
0.500333	0.509667	0.862	0
0.500333	0.51	0.863333	0
0.500333	0.514333	0.872	0
0.501	0.505667	0.847667	0
0.501	0.508333	0.860667	0
0.501333	0.503	0.818	0
0.500333	0.517667	0.882333	0
0.502333	0.515667	0.884667	0
0.500333	0.506667	0.839333	0
0.500333	0.503	0.810333	0
0.501	0.507333	0.857333	0
0.501333	0.508667	0.862667	0
0.500667	0.506	0.847333	0
0.500667	0.509	0.862667	0
0.500667	0.503	0.815667	0
0.500333	0.504	0.820667	0
0.501	0.512667	0.87	0
0.501	0.516667	0.886333	0
0.500667	0.516	0.881667	0
0.501333	0.507	0.857	0
0.501333	0.517	0.887667	0
0.500667	0.517	0.882	0
0.501333	0.509667	0.866667	0
0.501	0.507667	0.857667	0
0.500667	0.508	0.857333	0
0.500333	0.515667	0.879333	0
0.500667	0.506667	0.856	0
0.500667	0.511	0.866667	0
0.501667	0.505333	0.846667	0
0.500667	0.503667	0.821333	0
0.500667	0.514	0.874	0
0.500667	0.517333	0.882667	0
0.501	0.52	0.887667	0
0.502333	0.515333	0.884333	1
0.500333	0.506333	0.838667	0
0.500667	0.513333	0.870667	0
0.500667	0.507667	0.856667	0
0.500333	0.517333	0.882	0
0.501333	0.507333	0.857667	0
0.500333	0.513333	0.869667	0
0.501	0.517	0.887	0
0.502333	0.515	0.883333	0
0.504	0.520333	0.891333	0
0.500667	0.51	0.864	0
0.502	0.514	0.880667	0
0.501333	0.516333	0.885333	0
0.500667	0.520333	0.885333	0
0.501333	0.514	0.880333	0
0.502333	0.514	0.881	0
0.501	0.51	0.865	0
0.501	0.513667	0.874333	0
0.502333	0.519667	0.89	0
0.500333	0.507	0.856	0
0.500333	0.513667	0.870333	0
0.502	0.513667	0.880333	0
0.501	0.510333	0.866333	0
0.501	0.516	0.885	0
0.500333	0.511	0.865667	0
0.503	0.519	0.889333	0
0.501	0.510667	0.867667	0
0.501333	0.505	0.836333	0
0.501	0.508	0.859667	0
0.500667	0.508333	0.858667	0
0.501333	0.509333	0.864667	0
0.501667	0.516667	0.886667	0
0.502	0.514667	0.882	0
0.500333	0.515	0.877333	0
0.502667	0.516	0.885667	0
0.501	0.503667	0.826	0
0.500667	0.515	0.878333	0
0.500667	0.512667	0.869667	0
0.502	0.509333	0.866	0
0.501667	0.510667	0.869	0
0.501333	0.511	0.869	0
0.501	0.517667	0.887333	0
0.500667	0.511333	0.868667	0
0.501667	0.517333	0.889	0
0.501	0.504	0.827667	0
0.501333	0.52	0.89	0
0.502333	0.519333	0.889333	0
0.501333	0.504667	0.828	0
0.501667	0.509667	0.868	0
0.502667	0.513	0.878667	0
0.500333	0.505667	0.838333	0
0.501	0.506333	0.848333	0
0.501	0.509	0.864333	0
0.500667	0.510667	0.865333	0
0.501	0.514	0.879	0
0.501333	0.515	0.882667	0
0.502	0.510333	0.869667	0
0.502	0.513333	0.879	0
0.501333	0.513333	0.877333	0
0.501667	0.513	0.878333	0
0.500333	0.508	0.856667	0
0.500333	0.516	0.880333	0
0.503	0.515	0.883667	0
0.500333	0.509	0.858333	0
0.501	0.512333	0.869333	0
0.501333	0.503667	0.827	0
0.500667	0.508667	0.861333	0
0.500667	0.513	0.87	0
0.503667	0.52	0.890667	0
0.502	0.515333	0.884	0
0.502	0.520667	0.890333	0
0.502	0.514333	0.881333	0
0.501667	0.519667	0.889667	0
0.502333	0.52	0.890333	0
0.501333	0.515333	0.883	0
0.501667	0.511	0.870333	0
0.501333	0.510667	0.868667	0
0.500333	0.504667	0.821	0
0.501	0.503	0.817	0
0.501667	0.507667	0.858333	0
0.501	0.514333	0.879667	0
0.501667	0.513667	0.879667	0
0.501333	0.513667	0.877667	0
0.500667	0.514667	0.876667	0
0.500667	0.504333	0.827	0
0.501333	0.515667	0.883333	0
0.502333	0.520333	0.891	0
