OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.506333	0.858	0
0.500333	0.502667	0.853	0
0.500667	0.504333	0.871	0
0.500333	0.503	0.853667	0
0.500667	0.503	0.854	0
0.500333	0.505333	0.877333	0
0.501333	0.503	0.865	0
0.500333	0.505	0.876667	0
0.501	0.506667	0.893333	0
0.500667	0.506667	0.891667	0
0.501	0.504	0.87	0
0.502	0.507	0.895333	0
0.501	0.504667	0.879667	0
0.500667	0.505	0.878333	0
0.500333	0.508	0.894667	0
0.501	0.505	0.88	0
0.501	0.508667	0.901667	0
0.501	0.505333	0.881667	0
0.501	0.509	0.902667	0
0.500667	0.511	0.903333	0
0.501	0.506333	0.890333	0
0.500667	0.507	0.893333	0
0.500667	0.504667	0.874667	0
0.501333	0.505333	0.883	0
0.500333	0.504	0.854667	0
0.501	0.508	0.9	0
0.501	0.505667	0.883	0
0.500333	0.509	0.898	0
0.501667	0.505	0.880333	0
0.501333	0.505667	0.884	0
0.501333	0.504333	0.876667	0
0.500333	0.510333	0.900333	0
0.500667	0.508333	0.899667	0
0.500333	0.506667	0.888667	0
0.500667	0.503667	0.869	0
0.501333	0.506333	0.892667	0
0.502667	0.509333	0.903667	0
0.501667	0.505667	0.884333	0
0.500667	0.503333	0.863667	0
0.500667	0.504	0.869667	0
0.500667	0.510333	0.902333	0
0.501667	0.510667	0.905	0
0.501	0.507333	0.897333	0
0.501667	0.504	0.870333	0
0.501333	0.509	0.903	0
0.501333	0.507	0.895	0
0.502	0.509333	0.903333	0
0.501	0.503	0.861667	0
0.502333	0.509667	0.904333	0
0.500667	0.505667	0.881333	0
0.500667	0.506333	0.889333	0
0.500333	0.508667	0.896333	0
0.500333	0.510667	0.901333	0
0.501667	0.510333	0.904667	0
0.501	0.51	0.903667	0
0.500667	0.509	0.900667	0
0.500667	0.507667	0.899333	0
0.503	0.510333	0.905667	0
0.502667	0.510333	0.905	0
0.501333	0.51	0.904333	0
0.501	0.508333	0.901	0
0.500667	0.507333	0.894	0
0.500333	0.509667	0.899333	0
0.500667	0.506	0.888667	0
0.501333	0.508667	0.902667	1
0.501	0.509333	0.903	0
0.500667	0.510667	0.903	0
0.502	0.51	0.904667	0
0.500667	0.51	0.901667	0
0.501667	0.508	0.900667	0
