OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.506	0.936333	0
0.501333	0.506667	0.938333	0
0.500333	0.505333	0.935333	0
0.501	0.505	0.936667	0
0.500333	0.507	0.937	0
0.500667	0.501667	0.927667	0
0.500333	0.502333	0.933	0
0.501333	0.506	0.938	0
0.500667	0.507333	0.938333	0
0.501	0.505333	0.937	0
0.500667	0.502667	0.935333	0
0.500667	0.502	0.932333	0
0.501	0.502	0.932667	0
0.500333	0.502667	0.935	0
0.500667	0.506333	0.937667	0
0.501	0.506333	0.938	0
0.501333	0.505667	0.937667	0
0.501	0.503	0.936333	1
0.500667	0.502333	0.934	0
0.501	0.502333	0.934333	0
0.500333	0.502	0.930667	0
0.500333	0.506667	0.936667	0
0.500667	0.503333	0.935667	0
