OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.516	0.781	0
0.501	0.504	0.872333	0
0.5	0.516333	0.781667	0
0.501	0.503667	0.870667	0
0.500333	0.504333	0.87	0
0.501333	0.504333	0.877667	0
0.500333	0.504667	0.879333	0
0.500333	0.502667	0.829667	0
0.500333	0.516333	0.897	0
0.500333	0.516	0.896667	0
0.500667	0.507	0.890333	0
0.500667	0.505	0.884667	0
0.500667	0.503	0.860667	0
0.500667	0.512667	0.897333	0
0.500333	0.503	0.830333	0
0.500333	0.507333	0.889333	0
0.500667	0.503667	0.869667	0
0.500333	0.505	0.884333	0
0.500667	0.506333	0.889	0
0.501333	0.505667	0.888	0
0.501	0.507333	0.891	0
0.500667	0.502667	0.83	0
0.500333	0.506667	0.888667	0
0.500333	0.511667	0.894667	0
0.500667	0.507333	0.890667	0
0.500333	0.511333	0.893667	0
0.500667	0.511667	0.896333	0
0.500667	0.511333	0.895667	0
0.501	0.505	0.887	0
0.500667	0.512333	0.896667	0
0.501	0.506333	0.889667	0
0.501333	0.507333	0.893	0
0.500333	0.508667	0.891667	0
0.500667	0.508	0.893	0
0.500667	0.506	0.887	0
0.501667	0.507	0.891	0
0.501333	0.511667	0.899	0
0.500667	0.507667	0.891333	0
0.500667	0.505333	0.886333	0
0.500667	0.504	0.871333	0
0.500333	0.506333	0.888333	0
0.500333	0.506	0.884667	0
0.501	0.505667	0.887667	0
0.501333	0.508667	0.894333	0
0.501	0.512	0.899667	0
0.501	0.511333	0.898667	0
0.500333	0.515667	0.896333	0
0.500667	0.504667	0.883333	0
0.501333	0.503333	0.866667	0
0.501	0.505333	0.887333	0
0.501	0.510667	0.895	0
0.500333	0.512333	0.895333	0
0.501	0.507667	0.893333	0
0.500333	0.508	0.890333	0
0.501	0.502667	0.830333	0
0.500667	0.511	0.894333	0
0.501333	0.507	0.890667	0
0.501333	0.504667	0.884667	0
0.500667	0.506667	0.889667	0
0.501	0.508333	0.894	1
0.501	0.511	0.895333	0
0.501333	0.511	0.897333	0
0.501	0.503333	0.863667	0
0.501333	0.505	0.887333	0
