OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.501	0.503333	0.51	0.713333	0
0.501	0.504333	0.509333	0.713333	0
0.501333	0.505	0.517667	0.756	0
0.502667	0.509333	0.521667	0.763333	0
0.501333	0.504	0.509667	0.713	0
0.501333	0.505667	0.522667	0.759333	0
0.501	0.505	0.516	0.743	0
0.501333	0.506667	0.521	0.762	0
0.501333	0.506333	0.520333	0.761	0
0.500667	0.506	0.520333	0.756333	0
0.501667	0.505	0.512667	0.734	0
0.500667	0.503667	0.516	0.74	0
0.501667	0.505333	0.517	0.755667	0
0.501333	0.507	0.520667	0.761333	0
0.500333	0.505333	0.518667	0.752667	0
0.501667	0.505	0.513667	0.735667	0
0.500667	0.504333	0.516333	0.740333	0
0.501667	0.504667	0.512667	0.730333	0
0.503667	0.505667	0.52	0.759667	0
0.502	0.506667	0.524667	0.763	0
0.502333	0.507	0.521667	0.763	0
0.502333	0.505	0.521667	0.760667	0
0.501667	0.507	0.519667	0.759	0
0.502	0.504667	0.517667	0.755667	0
0.501333	0.503333	0.517667	0.753	0
0.501	0.504	0.518667	0.753333	0
0.501	0.505	0.513	0.728667	0
0.501333	0.504667	0.512333	0.729333	0
0.501667	0.505667	0.522667	0.761667	0
0.502667	0.506333	0.524	0.763	0
0.503333	0.506333	0.524333	0.763333	0
0.502333	0.506	0.524	0.762667	0
0.501333	0.504333	0.519	0.756333	0
0.500667	0.504667	0.510667	0.717667	0
0.500667	0.504	0.511333	0.717333	0
0.501	0.503667	0.511	0.717667	0
0.502333	0.505333	0.521333	0.761333	0
0.501	0.505	0.517	0.745333	0
0.500667	0.505667	0.517	0.746333	0
0.501333	0.504667	0.518	0.755667	0
0.501333	0.505	0.517333	0.755333	0
0.501667	0.504333	0.513	0.734667	0
0.501667	0.504667	0.513667	0.735	0
0.502	0.503667	0.516667	0.748	0
0.502667	0.509667	0.521333	0.762667	0
0.500667	0.504667	0.516667	0.743667	0
0.501	0.503667	0.516	0.742667	0
0.502333	0.506667	0.522667	0.762667	0
0.502	0.506333	0.521667	0.761667	0
0.502	0.504	0.512	0.727667	0
0.501333	0.504	0.513667	0.726667	0
0.501333	0.504	0.512667	0.725667	0
0.501	0.503	0.517333	0.740333	1
0.500667	0.503333	0.517667	0.740667	0
0.500667	0.502667	0.518	0.741	0
0.501	0.507	0.525333	0.760667	0
0.500667	0.505667	0.520667	0.755333	0
0.501	0.505667	0.520333	0.756	0
0.501	0.503667	0.515333	0.739333	0
0.501333	0.503667	0.520333	0.757333	0
0.501333	0.504333	0.518667	0.755667	0
0.501333	0.502667	0.511333	0.712	0
0.502667	0.506	0.519333	0.758	0
0.501333	0.505	0.523	0.758	0
0.502	0.505667	0.523	0.762	0
0.500667	0.504333	0.513333	0.725667	0
0.500333	0.505333	0.519667	0.753	0
0.500667	0.505	0.518333	0.752	0
0.501	0.505	0.517667	0.753333	0
0.502333	0.504333	0.513667	0.735	0
0.501667	0.504667	0.511667	0.729667	0
0.503	0.506	0.518667	0.759667	0
0.502	0.507667	0.523	0.762667	0
0.501	0.507333	0.523333	0.760667	0
0.502	0.506	0.512333	0.730333	0
0.501	0.504667	0.517333	0.747	0
0.501333	0.504	0.517	0.745333	0
0.500667	0.503667	0.517667	0.745	0
0.503667	0.505333	0.520333	0.76	0
0.503333	0.504667	0.521333	0.760333	0
0.502	0.505	0.522333	0.759333	0
0.501667	0.506667	0.519333	0.757333	0
0.501333	0.504333	0.516	0.743	0
0.501667	0.504667	0.517667	0.754333	0
0.501	0.504	0.517667	0.751333	0
0.502	0.504	0.518667	0.753667	0
0.501	0.504	0.518333	0.753	0
0.501	0.505667	0.512	0.726667	0
0.501	0.504333	0.512333	0.728333	0
0.501667	0.506	0.522	0.760667	0
0.503	0.507667	0.524333	0.763333	0
0.501667	0.504	0.519	0.755	0
0.501333	0.504333	0.518333	0.754667	0
0.502	0.505	0.519	0.756667	0
0.501	0.505	0.511333	0.718333	0
0.500667	0.504	0.511	0.717	0
0.500667	0.503667	0.510667	0.716333	0
0.500667	0.504	0.516667	0.740667	0
0.500667	0.504333	0.517	0.743	0
0.502333	0.505	0.516667	0.751667	0
