OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.501667	0.861667	0
0.5	0.505333	0.876333	0
0.500667	0.507333	0.885667	0
0.500667	0.505333	0.882	0
0.500333	0.502	0.873	0
0.500333	0.504	0.878333	0
0.500333	0.505667	0.882333	0
0.500667	0.505667	0.883	0
0.500667	0.501667	0.862	0
0.500333	0.506667	0.882667	0
0.500333	0.514667	0.893	0
0.500333	0.509	0.888333	0
0.500333	0.503333	0.875333	0
0.501667	0.514667	0.895667	0
0.502	0.505	0.883	0
0.500333	0.509333	0.888667	0
0.500333	0.508667	0.886667	0
0.500667	0.504667	0.879667	0
0.501333	0.518	0.898333	0
0.501667	0.504333	0.882	0
0.501667	0.517	0.897667	0
0.501	0.503	0.876667	0
0.501	0.505	0.880333	0
0.500667	0.514667	0.894667	0
0.500333	0.515667	0.894333	0
0.501333	0.519	0.899	0
0.502333	0.504	0.882	0
0.502	0.514667	0.896333	0
0.501	0.512333	0.893333	0
0.500667	0.504	0.878667	0
0.500667	0.509667	0.891667	0
0.501	0.502333	0.875667	0
0.500667	0.511	0.892	0
0.501333	0.517667	0.898	0
0.500667	0.516	0.896667	0
0.501	0.508667	0.891333	0
0.500333	0.512667	0.892	0
0.500667	0.506333	0.883667	0
0.500333	0.516	0.896333	0
0.501333	0.518333	0.898667	0
0.501667	0.504	0.88	0
0.502	0.514	0.895333	0
0.500333	0.507667	0.885667	0
0.500333	0.514333	0.892667	0
0.501333	0.504667	0.881667	0
0.502	0.504	0.881333	0
0.500333	0.502333	0.873667	0
0.501	0.516667	0.897	0
0.501333	0.508333	0.891	0
0.501	0.517667	0.897333	0
0.501	0.502667	0.876333	0
0.501	0.51	0.892333	0
0.500667	0.502333	0.874667	0
0.501333	0.505667	0.884	0
0.500667	0.504333	0.879	0
0.501	0.506333	0.884333	0
0.502	0.519667	0.901	0
0.502	0.517667	0.899	0
0.501333	0.509	0.892667	1
0.500667	0.509333	0.891333	0
0.501	0.515667	0.896333	0
0.501333	0.505	0.882667	0
0.502	0.507667	0.888333	0
0.500667	0.508	0.887	0
0.500333	0.502667	0.875	0
0.501	0.515333	0.896	0
0.501	0.513	0.893667	0
0.501333	0.503667	0.877333	0
0.500667	0.512667	0.892333	0
0.502	0.513	0.894333	0
0.502	0.519	0.900333	0
0.501667	0.519	0.899667	0
0.501667	0.513667	0.895	0
0.501	0.519333	0.899333	0
0.501333	0.506333	0.884667	0
0.501333	0.519333	0.9	0
0.500667	0.513333	0.893333	0
0.502	0.514333	0.895667	0
0.501333	0.507667	0.888	0
0.502	0.510333	0.893	0
0.502	0.513333	0.895	0
0.500333	0.505333	0.881667	0
0.501	0.504667	0.88	0
0.500667	0.515667	0.896	0
0.501667	0.508	0.889333	0
0.501667	0.515	0.897	0
0.500667	0.513667	0.893667	0
0.501	0.513667	0.894333	0
0.502333	0.504667	0.882667	0
0.500667	0.52	0.897333	0
0.501667	0.519333	0.900333	0
0.502333	0.51	0.893333	0
