OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
0.502667	0.507	0.518333	0.543	0.688333	0
0.503333	0.506333	0.517667	0.542	0.685	0
0.502333	0.507333	0.518	0.542667	0.688	0
0.502	0.507	0.519333	0.542	0.688333	0
0.502333	0.507	0.518333	0.543333	0.688333	0
0.501333	0.506667	0.517333	0.541333	0.684	0
0.502	0.506333	0.518	0.544333	0.687333	0
0.502667	0.507	0.522	0.541	0.687333	0
0.501667	0.507333	0.519333	0.543333	0.687667	0
0.503	0.508	0.515333	0.538	0.685333	0
0.502667	0.507	0.515333	0.539	0.685	0
0.504333	0.508	0.515	0.538	0.687333	0
0.502667	0.509	0.515333	0.539667	0.688333	0
0.502333	0.508333	0.515667	0.539	0.688	0
0.503	0.509667	0.515	0.538667	0.689667	1
0.501333	0.507667	0.514667	0.538	0.670667	0
0.501333	0.506667	0.514333	0.536	0.669667	0
0.503	0.506333	0.514	0.535667	0.681	0
0.503333	0.506667	0.513333	0.536	0.681667	0
0.503333	0.507667	0.514	0.536	0.683333	0
0.504	0.507	0.514667	0.535667	0.682667	0
0.503667	0.506667	0.515	0.535667	0.682	0
0.503	0.507667	0.514667	0.537	0.683667	0
0.503667	0.507	0.514333	0.536667	0.682333	0
0.503	0.505667	0.513667	0.536	0.676	0
0.502667	0.505667	0.514333	0.536667	0.676667	0
0.502667	0.505667	0.513667	0.535667	0.675333	0
0.502333	0.506333	0.514667	0.536	0.678	0
0.502667	0.506667	0.514333	0.537667	0.682	0
0.502667	0.507	0.513667	0.537	0.681	0
0.500667	0.507667	0.517333	0.543667	0.682667	0
0.501	0.508333	0.517	0.545333	0.683	0
0.501	0.508333	0.517667	0.543333	0.684333	0
0.500667	0.508333	0.518333	0.543667	0.684333	0
0.500667	0.509333	0.518	0.542667	0.683333	0
0.501	0.510333	0.519667	0.545	0.686667	0
0.501	0.509667	0.519667	0.544333	0.685333	0
0.502	0.506667	0.516	0.541333	0.683	0
0.501667	0.507667	0.516333	0.54	0.682333	0
0.502	0.506333	0.515667	0.539	0.679333	0
0.501667	0.507667	0.515	0.539667	0.679333	0
0.502333	0.506333	0.515667	0.539	0.680333	0
0.502667	0.508667	0.515333	0.537667	0.687333	0
0.503	0.508333	0.515667	0.537667	0.685333	0
0.503667	0.508	0.517	0.538667	0.687	0
0.502333	0.508333	0.516	0.538333	0.685333	0
0.502333	0.508	0.516	0.537	0.685	0
0.503	0.508333	0.515	0.537333	0.684	0
0.503333	0.508333	0.515333	0.537	0.685333	0
0.502333	0.509333	0.515	0.537333	0.685667	0
0.502667	0.508667	0.515	0.537333	0.685333	0
0.503	0.508333	0.515333	0.537333	0.685	0
0.502	0.508667	0.515	0.537667	0.684	0
0.502	0.509333	0.515667	0.536667	0.683	0
0.502	0.507333	0.516667	0.545333	0.689333	0
0.502	0.507333	0.517	0.543333	0.687667	0
0.501667	0.507667	0.516667	0.544333	0.689333	0
0.502667	0.507	0.517333	0.544333	0.688333	0
0.502667	0.507333	0.516667	0.542667	0.689333	0
0.502667	0.508	0.517333	0.544	0.691333	0
0.503333	0.508333	0.52	0.544667	0.692333	0
0.504	0.508	0.519667	0.544667	0.692	0
0.504	0.507667	0.517667	0.546333	0.692	0
0.502	0.506333	0.513667	0.538333	0.660667	0
0.501333	0.506333	0.514333	0.537667	0.658667	0
0.502	0.505667	0.513333	0.539333	0.663667	0
0.501333	0.505667	0.513667	0.540333	0.663333	0
0.501333	0.505667	0.514333	0.54	0.662667	0
0.502	0.506333	0.515	0.539667	0.665667	0
0.502	0.506333	0.514333	0.541	0.667333	0
0.501667	0.506333	0.514667	0.539667	0.664333	0
0.501667	0.505667	0.515667	0.539333	0.663	0
0.503	0.505	0.515667	0.539333	0.662667	0
0.501667	0.507667	0.515667	0.534667	0.656333	0
0.501333	0.508	0.516333	0.535	0.66	0
0.501333	0.508	0.517	0.535667	0.660667	0
0.501333	0.507333	0.517	0.534667	0.66	0
0.502333	0.508	0.515	0.535	0.660667	0
0.502667	0.507667	0.514333	0.534	0.66	0
0.501667	0.508333	0.514333	0.533667	0.658667	0
0.502	0.508333	0.514667	0.534667	0.659333	0
0.502	0.507333	0.514333	0.535333	0.658	0
0.502333	0.507	0.514333	0.534667	0.659	0
0.502667	0.507333	0.514667	0.534	0.658333	0
0.502667	0.507	0.515333	0.534667	0.659333	0
0.502667	0.506667	0.518	0.541333	0.687333	0
0.502667	0.507	0.517	0.542	0.687333	0
0.502667	0.506333	0.519	0.542667	0.687667	0
0.503	0.506333	0.518333	0.541667	0.687667	0
0.503333	0.506667	0.518	0.543	0.688333	0
0.503333	0.506333	0.517333	0.542667	0.684333	0
0.503	0.508	0.518	0.542	0.689667	0
0.502	0.506667	0.518	0.541333	0.686667	0
0.502	0.506667	0.517667	0.542	0.686333	0
0.502	0.506667	0.52	0.543	0.687333	0
0.502333	0.506667	0.517333	0.543667	0.686333	0
0.501667	0.506	0.517333	0.543667	0.685667	0
0.503	0.508667	0.519333	0.545	0.692333	0
0.502667	0.508	0.519333	0.540667	0.689	0
0.502333	0.507333	0.520333	0.540667	0.688333	0
