OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.500667	0.504	0.513667	0.749333	0
0.500667	0.506333	0.523	0.765667	0
0.501	0.505667	0.522333	0.764333	0
0.500667	0.506333	0.520667	0.764667	0
0.501	0.505667	0.520333	0.763333	0
0.500667	0.504	0.521333	0.757667	0
0.501333	0.507333	0.521	0.766333	0
0.500667	0.505333	0.514333	0.75	0
0.500667	0.504333	0.516	0.750667	1
0.502	0.507667	0.518	0.757667	0
0.501	0.505333	0.521	0.762667	0
0.501667	0.504	0.510667	0.74	0
0.501	0.503667	0.512333	0.741	0
0.500667	0.505667	0.520667	0.761667	0
0.501333	0.506333	0.522333	0.766667	0
0.501333	0.505667	0.519	0.759667	0
0.500667	0.504	0.513333	0.748	0
0.500667	0.506333	0.524	0.766333	0
0.501	0.507667	0.516667	0.753333	0
0.502333	0.508	0.517667	0.757667	0
0.502667	0.505	0.517333	0.756667	0
0.502667	0.506	0.513333	0.753	0
0.501	0.504	0.518667	0.753	0
0.500667	0.507667	0.522667	0.765333	0
0.501	0.506333	0.524333	0.767	0
0.501333	0.505667	0.523	0.766	0
0.501333	0.506667	0.521	0.766	0
0.501667	0.503667	0.512667	0.748667	0
0.501667	0.504333	0.519333	0.755667	0
0.502	0.505667	0.513333	0.751333	0
0.500667	0.503333	0.509667	0.707667	0
0.502	0.504	0.518333	0.754667	0
0.502667	0.504333	0.508	0.696	0
0.502333	0.504333	0.508333	0.697667	0
0.501	0.506333	0.522667	0.766	0
0.502333	0.504333	0.514667	0.753667	0
0.502333	0.504667	0.515667	0.754667	0
0.501333	0.505	0.523667	0.762667	0
0.500667	0.506667	0.523667	0.766333	0
0.501667	0.508	0.521	0.767	0
0.501	0.506	0.522	0.764333	0
0.501	0.506	0.52	0.763667	0
0.500667	0.504667	0.520667	0.756667	0
0.500667	0.504	0.521	0.756333	0
0.501667	0.503333	0.519333	0.752667	0
0.501333	0.506	0.519333	0.761333	0
0.501667	0.506	0.519	0.76	0
0.501333	0.504	0.518667	0.753667	0
0.501333	0.504	0.52	0.758667	0
0.502	0.504333	0.521333	0.76	0
0.501333	0.504	0.519667	0.756667	0
0.501667	0.506667	0.521	0.766667	0
0.500667	0.504667	0.515333	0.75	0
0.500667	0.504333	0.515667	0.749667	0
0.502333	0.507333	0.518	0.757333	0
0.501	0.505	0.521333	0.762	0
0.502333	0.504	0.510333	0.738667	0
0.501667	0.506333	0.523	0.767	0
0.501	0.506	0.522667	0.765333	0
0.502	0.504667	0.516	0.754333	0
0.501667	0.504333	0.514333	0.751667	0
0.500667	0.503667	0.513667	0.747333	0
0.500667	0.507667	0.524667	0.766667	0
0.501	0.505667	0.523667	0.765333	0
0.502667	0.506333	0.514667	0.754667	0
0.503333	0.505667	0.514333	0.754	0
0.502667	0.505667	0.514	0.753333	0
0.502333	0.507333	0.515667	0.756	0
0.501	0.503667	0.519333	0.752333	0
0.501333	0.504667	0.518	0.751667	0
0.501	0.503	0.517667	0.75	0
0.503	0.507	0.516333	0.756333	0
0.501	0.503	0.513667	0.737333	0
0.500667	0.505333	0.519	0.759	0
0.500667	0.506333	0.520333	0.761667	0
0.501667	0.504667	0.516	0.753333	0
0.502	0.505	0.515667	0.754667	0
0.501333	0.506	0.525	0.766667	0
0.501333	0.506667	0.520667	0.765333	0
0.501	0.507333	0.521	0.765333	0
0.501667	0.505	0.519	0.754667	0
0.502	0.504667	0.519	0.756333	0
0.501	0.504667	0.509	0.708667	0
0.500667	0.504667	0.509667	0.708333	0
0.500667	0.505	0.510333	0.708667	0
0.500667	0.505333	0.517	0.751	0
0.501	0.505	0.516	0.752	0
0.500667	0.505667	0.515333	0.751	0
0.501667	0.504	0.518333	0.753667	0
0.502	0.504	0.517667	0.753667	0
0.501333	0.504	0.518333	0.753	0
0.500667	0.503667	0.513	0.74	0
0.501333	0.504667	0.52	0.759667	0
0.500667	0.504333	0.520667	0.755333	0
0.500667	0.507333	0.522333	0.765	0
0.501333	0.506	0.522333	0.765333	0
0.502333	0.504	0.514667	0.752667	0
0.502667	0.504	0.514667	0.753	0
0.501333	0.505667	0.517	0.753	0
0.501667	0.505667	0.519333	0.760333	0
