OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.516667	0.903	0
0.5	0.519667	0.912333	0
0.5	0.504333	0.892667	0
0.5	0.504	0.891667	0
0.500333	0.52	0.914	0
0.5	0.517333	0.905667	0
0.501667	0.515	0.91	0
0.500333	0.501667	0.881333	0
0.500667	0.507333	0.904333	0
0.503333	0.516667	0.914667	0
0.500667	0.515667	0.91	0
0.500667	0.501667	0.882667	0
0.501667	0.519667	0.916667	0
0.503	0.519667	0.917	0
0.503	0.519	0.916333	0
0.502	0.519333	0.916333	0
0.501667	0.514667	0.909333	0
0.502667	0.515	0.912667	0
0.501333	0.516	0.912	0
0.502333	0.506667	0.904	0
0.501333	0.515	0.909667	0
0.500667	0.517333	0.911	0
0.502333	0.514667	0.911	0
0.500333	0.517667	0.911667	0
0.5	0.507	0.895667	0
0.501	0.503333	0.897333	0
0.502333	0.518667	0.915333	0
0.503	0.514667	0.912333	0
0.502333	0.516	0.913667	0
0.500667	0.507667	0.905333	0
0.501	0.507	0.903333	0
0.503667	0.516333	0.914667	0
0.501333	0.518	0.913333	0
0.500667	0.502	0.883	0
0.500667	0.506667	0.902667	0
0.500667	0.502333	0.894667	0
0.500667	0.503333	0.897	0
0.500333	0.508333	0.905667	0
0.500667	0.503667	0.897667	0
0.501333	0.507	0.903667	0
0.501333	0.515333	0.910333	0
0.502333	0.518333	0.914667	0
0.502333	0.515333	0.913	0
0.500333	0.504333	0.898333	0
0.500667	0.504667	0.899667	0
0.502667	0.514	0.908333	0
0.502	0.515333	0.910667	0
0.501667	0.508	0.907	1
0.501667	0.519	0.916	0
0.501	0.518333	0.913333	0
0.501333	0.503667	0.898	0
0.500333	0.517333	0.91	0
0.501333	0.515667	0.910667	0
0.500667	0.505667	0.9	0
0.502667	0.516333	0.914333	0
0.501667	0.506333	0.903333	0
0.501333	0.517	0.912333	0
0.502667	0.514333	0.910333	0
0.502	0.518333	0.914333	0
0.501	0.514333	0.907667	0
0.500667	0.507	0.903	0
0.500333	0.515	0.906333	0
0.502333	0.518	0.914333	0
0.501	0.508333	0.907	0
0.501	0.519667	0.914667	0
0.501333	0.519667	0.916333	0
0.500667	0.517667	0.913	0
0.501667	0.508667	0.907333	0
0.501333	0.505667	0.902333	0
0.501667	0.506	0.902667	0
0.500667	0.509333	0.906667	0
0.501	0.507667	0.906333	0
0.502667	0.514667	0.912	0
0.502667	0.520333	0.918667	0
0.500333	0.515667	0.908333	0
0.500667	0.515	0.908333	0
0.501	0.516667	0.912	0
0.501667	0.520667	0.918	0
0.501333	0.519	0.914667	0
0.502667	0.52	0.918	0
0.500333	0.506667	0.901333	0
0.502	0.516	0.913333	0
0.500333	0.516333	0.908667	0
0.503	0.518	0.915	0
0.500667	0.518667	0.914	0
0.501	0.516333	0.911333	0
0.503	0.515667	0.914333	0
0.501	0.508	0.906667	0
0.500667	0.52	0.914667	0
0.501333	0.509	0.907333	0
0.503667	0.515333	0.914	0
0.501	0.514667	0.908	0
0.500333	0.503333	0.896333	0
0.500333	0.503667	0.897333	0
0.500667	0.504	0.899	0
0.500333	0.517	0.909	0
0.501667	0.518667	0.914667	0
0.500333	0.519333	0.912333	0
0.500667	0.508667	0.906333	0
0.502333	0.514333	0.908	0
0.501	0.506	0.900667	0
0.503	0.515	0.913333	0
0.501	0.514	0.907333	0
0.501	0.52	0.915	0
0.502333	0.520333	0.918	0
0.502	0.516333	0.914	0
0.500333	0.519667	0.913667	0
0.502	0.515667	0.911333	0
0.501	0.515333	0.909	0
0.500667	0.504333	0.899333	0
0.501667	0.517	0.912667	0
0.501333	0.519333	0.915667	0
0.500667	0.51	0.907	0
0.501333	0.518333	0.914	0
0.501	0.518667	0.914333	0
0.502667	0.515667	0.913667	0
