OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.502333	0.854667	0
0.501333	0.504	0.877667	0
0.500333	0.507	0.896667	0
0.500333	0.507333	0.897	0
0.500333	0.506667	0.893667	0
0.500333	0.506333	0.893	0
0.500333	0.504	0.876	0
0.500667	0.505	0.882667	0
0.500667	0.502667	0.873667	0
0.500333	0.503333	0.875	0
0.501667	0.503333	0.876333	0
0.501	0.506667	0.896	0
0.500667	0.507333	0.900667	0
0.501667	0.508333	0.909667	1
0.502	0.509333	0.911333	0
0.500667	0.504667	0.880333	0
0.501667	0.509	0.910667	0
0.500667	0.506333	0.895333	0
0.500667	0.507667	0.905667	0
0.501	0.506	0.894	0
0.501	0.503667	0.875667	0
0.500667	0.505333	0.883667	0
0.501	0.504333	0.879333	0
0.501667	0.504	0.878	0
0.500667	0.509333	0.910333	0
0.501333	0.505667	0.891333	0
0.500333	0.502667	0.872667	0
0.500333	0.504667	0.879333	0
0.501333	0.507	0.900333	0
0.501333	0.508667	0.909333	0
0.502	0.508	0.908333	0
0.500667	0.509	0.909	0
0.500667	0.503667	0.875333	0
0.500667	0.505667	0.891	0
0.501333	0.503667	0.876667	0
0.501667	0.509333	0.911	0
0.500667	0.508333	0.907667	0
0.501667	0.508	0.907333	0
0.500333	0.505333	0.882333	0
0.501	0.507333	0.904	0
0.500667	0.507	0.899333	0
0.501333	0.51	0.911	0
0.501333	0.503333	0.875333	0
0.500667	0.508667	0.908667	0
0.500667	0.504333	0.878	0
