OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.501	0.502667	0.830333	0
0.500667	0.502333	0.755667	0
0.500333	0.504333	0.843	0
0.500667	0.503	0.831667	0
0.501	0.506667	0.872333	0
0.500333	0.502667	0.828667	0
0.500333	0.509667	0.881667	0
0.501	0.505333	0.869	0
0.501	0.506333	0.870667	0
0.501	0.505	0.867	0
0.501	0.503333	0.840667	0
0.501333	0.503333	0.841333	0
0.500667	0.504667	0.865333	0
0.500667	0.505667	0.869333	0
0.500333	0.503	0.831	0
0.500667	0.508667	0.881667	0
0.501	0.504	0.843667	0
0.500333	0.510667	0.883333	0
0.500667	0.504	0.843	0
0.500333	0.504	0.842667	0
0.500333	0.508	0.877667	0
0.501333	0.506667	0.872667	0
0.500333	0.505333	0.865	0
0.500667	0.506	0.869667	0
0.500667	0.503667	0.842	0
0.501333	0.507	0.874	0
0.500667	0.507667	0.879333	0
0.500333	0.505	0.864333	0
0.500333	0.518	0.889333	0
0.502	0.511	0.887667	0
0.502	0.517333	0.893333	0
0.500333	0.517667	0.888667	0
0.500667	0.509	0.882333	0
0.500667	0.507333	0.878333	0
0.500333	0.504667	0.843333	0
0.500667	0.509333	0.882667	0
0.501333	0.508667	0.882333	0
0.500667	0.506667	0.871667	0
0.500667	0.507	0.872667	0
0.501667	0.509	0.883	0
0.500333	0.51	0.882333	0
0.501	0.511	0.886333	0
0.502	0.511333	0.888	0
0.501	0.511333	0.887333	0
0.501	0.517667	0.892	0
0.501	0.519	0.892667	0
0.500333	0.509333	0.880667	0
0.501667	0.512333	0.89	1
0.500667	0.517	0.888333	0
0.501333	0.51	0.885333	0
0.500667	0.51	0.883	0
0.501667	0.509333	0.884667	0
0.503667	0.518667	0.895	0
0.501333	0.517333	0.892333	0
0.500667	0.517667	0.891	0
0.500333	0.506333	0.868333	0
0.501	0.517	0.890333	0
0.501667	0.517667	0.893	0
0.502	0.517	0.892333	0
0.501333	0.518667	0.894	0
0.501667	0.519333	0.894333	0
0.501	0.507667	0.88	0
0.501333	0.509667	0.884667	0
0.501333	0.517	0.891333	0
0.501	0.516667	0.889	0
0.501333	0.511667	0.887667	0
0.501333	0.509333	0.883333	0
0.502333	0.516333	0.891667	0
0.501333	0.510667	0.885667	0
0.502	0.516667	0.891333	0
0.500667	0.505	0.866333	0
0.500667	0.511	0.885667	0
0.501	0.509667	0.883333	0
0.503	0.518333	0.894667	0
0.501	0.504333	0.844	0
0.501667	0.511	0.887	0
0.502333	0.511333	0.888333	0
0.501	0.509333	0.883	0
0.500333	0.507	0.871333	0
0.501333	0.509	0.882667	0
0.502	0.510333	0.886	0
0.500667	0.517333	0.890667	0
0.501333	0.512333	0.889	0
0.501	0.51	0.883667	0
0.501667	0.511667	0.888667	0
0.501333	0.511	0.886667	0
0.502	0.517667	0.894333	0
0.503	0.517333	0.894	0
0.500667	0.511667	0.886333	0
0.501	0.517333	0.891	0
0.502	0.516333	0.890333	0
0.500667	0.510667	0.885333	0
0.501333	0.513	0.889333	0
