OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500667	0.501333	0.826333	0
0.500333	0.502	0.835333	0
0.500333	0.506333	0.863	0
0.500333	0.501667	0.826667	0
0.500333	0.511667	0.873667	0
0.5	0.504	0.837333	0
0.500667	0.512	0.875667	0
0.5	0.502	0.822333	0
0.5	0.54	0.876	0
0.500667	0.537667	0.877	0
0.502667	0.509333	0.873667	0
0.503333	0.508667	0.872333	0
0.500333	0.508333	0.866667	0
0.501333	0.510333	0.875333	0
0.501	0.538	0.878333	0
0.500333	0.501333	0.825667	0
0.500667	0.502333	0.837	0
0.501333	0.505	0.864333	0
0.500333	0.506667	0.863667	0
0.501	0.505667	0.866333	0
0.501	0.507	0.868	0
0.500667	0.508667	0.872	0
0.500667	0.503333	0.857333	0
0.501667	0.506333	0.869	0
0.501333	0.513333	0.876	0
0.501333	0.508333	0.871667	0
0.501	0.503667	0.860667	0
0.500667	0.542	0.882667	0
0.500333	0.503667	0.856667	0
0.500667	0.538333	0.878333	0
0.500333	0.504	0.857	0
0.501	0.508333	0.871	0
0.500667	0.509667	0.872333	0
0.500333	0.542667	0.880333	0
0.500667	0.508	0.869667	0
0.501333	0.538667	0.880667	0
0.502	0.506333	0.869333	0
0.503	0.539333	0.881667	0
0.501	0.510667	0.875667	1
0.500333	0.537667	0.876667	0
0.501333	0.503667	0.861333	0
0.500667	0.506333	0.866	0
0.500667	0.511667	0.875333	0
0.502333	0.505	0.865	0
0.501667	0.539667	0.882	0
0.501333	0.538	0.879	0
0.500667	0.539333	0.880333	0
0.500667	0.504667	0.862	0
0.500333	0.503333	0.854	0
0.501333	0.509333	0.873	0
0.500667	0.511	0.874667	0
0.500333	0.538667	0.878333	0
0.501	0.507667	0.870333	0
0.500667	0.543333	0.885	0
0.501	0.509333	0.872667	0
0.501333	0.504667	0.862667	0
0.501333	0.508	0.871333	0
0.501	0.505	0.863667	0
0.500667	0.542333	0.883333	0
0.500333	0.504667	0.860333	0
0.500667	0.505667	0.865	0
0.501333	0.505667	0.867333	0
0.502	0.509667	0.873667	0
0.501667	0.539	0.881	0
0.502333	0.540333	0.882667	0
0.500333	0.512333	0.875667	0
0.500333	0.507333	0.866	0
0.501	0.503333	0.859333	0
0.500667	0.541667	0.882333	0
0.500333	0.542333	0.88	0
0.500333	0.512	0.875333	0
0.501	0.539667	0.880667	0
0.501	0.504333	0.862	0
0.501	0.505333	0.864	0
0.500667	0.501667	0.828	0
0.501	0.503	0.857	0
0.500667	0.508333	0.870333	0
0.500667	0.507667	0.868333	0
0.501333	0.507333	0.869	0
0.501333	0.537667	0.878333	0
0.501	0.538333	0.879333	0
0.500667	0.538667	0.879333	0
0.501667	0.505	0.864667	0
0.501333	0.542333	0.883667	0
0.502667	0.509	0.873333	0
0.500333	0.538333	0.877	0
0.500667	0.506	0.865667	0
0.501	0.539	0.879667	0
0.501333	0.51	0.873667	0
0.500333	0.543	0.883667	0
0.501333	0.542667	0.885333	0
0.501667	0.505333	0.866	0
0.501	0.506333	0.867	0
0.500333	0.510667	0.873	0
0.500333	0.507	0.865667	0
0.500667	0.503667	0.857667	0
0.500667	0.504	0.861667	0
0.500667	0.507	0.867667	0
0.501	0.537333	0.877333	0
0.501667	0.506	0.868667	0
0.501333	0.541	0.882333	0
0.500667	0.540333	0.881	0
0.500667	0.538	0.878	0
0.501667	0.504667	0.863333	0
0.501	0.542	0.883	0
0.502	0.542333	0.884333	0
0.501333	0.505333	0.865667	0
