OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.500333	0.502	0.874333	0
0.500667	0.500667	0.869667	0
0.5	0.514333	0.884	0
0.5	0.501667	0.872	0
0.500333	0.502333	0.874667	0
0.501333	0.509667	0.883333	0
0.500333	0.507333	0.88	0
0.501	0.507667	0.882	0
0.500667	0.51	0.883	0
0.500333	0.508667	0.880667	0
0.500333	0.505	0.878333	0
0.501333	0.506667	0.881	0
0.5	0.510333	0.881	0
0.5	0.512333	0.883	0
0.500667	0.534333	0.890667	0
0.500333	0.504667	0.878	0
0.501	0.506333	0.88	0
0.500333	0.507	0.879667	0
0.502	0.533667	0.894333	0
0.503667	0.537333	0.896333	0
0.500667	0.537	0.894	0
0.500667	0.535333	0.892333	0
0.500333	0.51	0.882	0
0.500667	0.503333	0.876333	0
0.504333	0.538667	0.898333	0
0.500667	0.501667	0.874	0
0.502333	0.532333	0.891333	0
0.501667	0.536667	0.894667	0
0.500333	0.501	0.872	0
0.500667	0.502333	0.875	0
0.500667	0.507667	0.881333	0
0.5	0.536667	0.892333	0
0.501	0.506667	0.880333	0
0.501333	0.512	0.887333	1
0.500667	0.511	0.886333	0
0.501333	0.501667	0.874333	0
0.501667	0.531333	0.889667	0
0.502667	0.532667	0.892667	0
0.501667	0.533333	0.893333	0
0.503	0.533333	0.893667	0
0.501	0.509	0.882333	0
0.504333	0.538333	0.898	0
0.501	0.536667	0.894333	0
0.501	0.507	0.880667	0
0.501667	0.533	0.892667	0
0.501	0.512333	0.887	0
0.500667	0.532	0.889333	0
0.501	0.531333	0.889333	0
0.501	0.514	0.887667	0
0.500333	0.515	0.886	0
0.500333	0.535333	0.891333	0
0.501	0.509333	0.882667	0
0.500667	0.536667	0.893667	0
0.502667	0.531	0.889333	0
0.500667	0.514667	0.887667	0
0.500333	0.533667	0.889	0
0.500667	0.533333	0.890333	0
0.502	0.504667	0.879667	0
0.502667	0.505	0.880333	0
0.501333	0.532667	0.891333	0
0.500333	0.511	0.885	0
0.500667	0.506333	0.879667	0
0.500667	0.512333	0.886667	0
0.500667	0.510667	0.885667	0
0.501	0.532333	0.889667	0
0.500667	0.533	0.889667	0
0.503	0.532667	0.893	0
0.501667	0.537	0.895333	0
0.502333	0.504333	0.878667	0
0.501333	0.536333	0.893667	0
0.500333	0.503667	0.876667	0
0.500333	0.532333	0.888	0
0.502	0.509	0.882667	0
0.502333	0.509	0.883	0
0.502	0.538	0.896667	0
0.5	0.535333	0.891	0
0.501	0.504	0.878	0
0.500333	0.506667	0.879	0
0.500667	0.509667	0.881667	0
0.500667	0.535667	0.893	0
0.504	0.539	0.898333	0
0.504	0.538	0.897333	0
0.500667	0.537333	0.894667	0
0.500667	0.502	0.874667	0
0.503333	0.537	0.895667	0
0.501333	0.514333	0.888333	0
0.500333	0.532667	0.888667	0
0.501333	0.502667	0.875667	0
0.502	0.534667	0.894667	0
0.505	0.538	0.898333	0
0.502	0.537333	0.895667	0
0.501667	0.532333	0.891	0
0.500333	0.511333	0.885667	0
0.501333	0.505	0.878667	0
0.503	0.532333	0.891667	0
0.501667	0.504667	0.879333	0
0.502333	0.505333	0.880667	0
0.503667	0.537667	0.897	0
0.501667	0.536333	0.894333	0
0.503	0.539	0.897333	0
0.502	0.538333	0.897	0
0.503333	0.538	0.897	0
0.501333	0.510333	0.884333	0
0.500667	0.507333	0.880333	0
0.503	0.537333	0.896	0
0.500333	0.535667	0.892	0
0.502333	0.533	0.893333	0
0.502333	0.531667	0.891	0
0.502	0.531667	0.890667	0
0.502333	0.532667	0.892	0
0.501333	0.532	0.890667	0
0.500333	0.536333	0.892333	0
0.500667	0.514333	0.887	0
0.500667	0.536333	0.893333	0
0.500333	0.537333	0.894	0
0.500667	0.510333	0.884	0
0.501	0.537667	0.895333	0
0.501333	0.537	0.895	0
0.502	0.506	0.880667	0
0.502	0.508667	0.882333	0
0.502	0.537667	0.896333	0
0.500333	0.535	0.890667	0
0.503333	0.536667	0.895	0
