OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500667	0.501667	0.909667	0
0.500667	0.504333	0.927	0
0.500667	0.506	0.932	0
0.500333	0.506	0.930667	0
0.501	0.506	0.932667	0
0.501	0.504333	0.927333	0
0.500667	0.503333	0.923	0
0.500333	0.502	0.909333	0
0.501	0.505	0.931333	0
0.500333	0.503333	0.921667	0
0.500333	0.504	0.926333	0
0.501333	0.505333	0.932333	0
0.500333	0.505667	0.930333	0
0.500667	0.505667	0.931333	0
0.500333	0.503667	0.923	0
0.501	0.502333	0.916333	0
0.501667	0.503	0.920333	0
0.501	0.504667	0.930333	0
0.500667	0.503667	0.925333	0
0.501	0.505667	0.931667	0
0.501333	0.505	0.931667	1
