OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	Best
0.500667	0.503	0.519667	0.757	0
0.500667	0.502667	0.511667	0.739333	0
0.500333	0.503667	0.516667	0.756	0
0.502	0.503	0.513	0.744667	0
0.500333	0.504	0.518667	0.758	0
0.500333	0.504	0.515333	0.753333	0
0.501	0.504333	0.514667	0.750333	0
0.502333	0.504333	0.52	0.764333	0
0.501667	0.505667	0.518	0.764333	0
0.501667	0.503	0.515667	0.753	0
0.502333	0.503	0.507333	0.724667	0
0.501	0.505333	0.518333	0.763667	0
0.500667	0.503	0.511333	0.740333	0
0.500667	0.503667	0.518	0.758	0
0.501333	0.504	0.518333	0.761	0
0.501667	0.507333	0.518333	0.765667	0
0.500667	0.503667	0.508667	0.725	0
0.501	0.503333	0.508333	0.724333	0
0.500667	0.502667	0.511	0.738333	0
0.501	0.502667	0.510667	0.738333	0
0.501	0.502333	0.511	0.738333	0
0.502	0.503333	0.517333	0.757667	0
0.501	0.503333	0.515667	0.754	0
0.500667	0.505	0.517667	0.759333	0
0.501333	0.503333	0.518	0.758333	0
0.501333	0.505667	0.517333	0.763667	0
0.501333	0.504	0.518667	0.761333	0
0.501333	0.504667	0.518333	0.761333	0
0.501333	0.503	0.513333	0.745333	0
0.500667	0.506	0.519333	0.764333	0
0.501	0.504	0.509	0.73	0
0.501333	0.504667	0.508667	0.729	0
0.503	0.503667	0.519667	0.762667	0
0.501667	0.506667	0.517667	0.765	0
0.502	0.502667	0.513	0.743333	0
0.502	0.504667	0.520333	0.763667	0
0.502	0.505667	0.518333	0.766667	0
0.501333	0.505667	0.520667	0.765	0
0.501333	0.502667	0.515333	0.752333	0
0.501333	0.505667	0.519	0.764333	0
0.501667	0.505333	0.518333	0.764	0
0.500667	0.504	0.518	0.759	0
0.500667	0.503667	0.517	0.757667	0
0.501	0.505	0.518667	0.763333	0
0.502	0.504333	0.514	0.749	0
0.502333	0.504333	0.511667	0.742667	0
0.500667	0.503333	0.506667	0.719	0
0.501	0.503667	0.508	0.724333	0
0.500667	0.503333	0.510667	0.737333	0
0.501	0.502333	0.510667	0.738	0
0.501667	0.503333	0.512667	0.743667	0
0.502	0.503333	0.512667	0.744	0
0.502	0.505333	0.513333	0.747	0
0.500667	0.504667	0.519	0.761	0
0.501	0.504333	0.518667	0.762333	0
0.501333	0.503	0.507333	0.724333	0
0.502	0.503667	0.508	0.725	0
0.500667	0.503	0.516	0.755333	0
0.501	0.505333	0.514333	0.749333	0
0.502	0.504	0.521333	0.763333	0
0.502	0.504333	0.520667	0.763	0
0.501333	0.506333	0.522	0.765667	0
0.500667	0.504333	0.513333	0.746333	0
0.500667	0.505	0.513667	0.747	0
0.502	0.503	0.507	0.723	0
0.501	0.503333	0.518	0.758	0
0.500667	0.503667	0.515667	0.754667	0
0.500667	0.503667	0.516	0.757333	0
0.501333	0.504	0.515667	0.756667	0
0.502	0.504667	0.513333	0.746667	0
0.501333	0.505333	0.512333	0.745	0
0.502	0.505333	0.512333	0.746	0
0.501	0.503667	0.508333	0.724667	0
0.501	0.503333	0.508	0.723667	0
0.500667	0.503	0.516667	0.756667	0
0.500667	0.502333	0.511	0.737	0
0.502	0.503667	0.517333	0.758333	0
0.501333	0.503667	0.514667	0.753	0
0.501	0.503333	0.518667	0.758333	0
0.501667	0.505667	0.517	0.762667	0
0.501667	0.504667	0.517667	0.759333	0
0.501333	0.504333	0.518	0.760333	0
0.502	0.505333	0.519333	0.764667	0
0.501333	0.503333	0.513	0.745333	0
0.500667	0.503667	0.509667	0.728333	0
0.503	0.503667	0.519333	0.761667	0
0.501333	0.503667	0.508667	0.725333	0
0.500667	0.503333	0.516	0.757	0
0.501333	0.503	0.513	0.742	0
0.502333	0.503333	0.512	0.742667	0
0.501	0.503	0.507667	0.721	0
0.501667	0.506333	0.518667	0.766333	0
0.502	0.506333	0.519	0.767667	0
0.501667	0.505667	0.518667	0.766	0
0.501333	0.505667	0.520333	0.764667	0
0.501	0.506667	0.519333	0.765333	0
0.501	0.503333	0.515	0.752333	1
0.501333	0.505667	0.518667	0.764	0
0.501667	0.504333	0.513667	0.748333	0
0.501	0.503333	0.507333	0.719333	0
