OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.501	0.851	0
0.5	0.609	0.880333	0
0.500333	0.503667	0.860667	0
0.5	0.614333	0.885	0
0.500333	0.605333	0.877667	0
0.501	0.509333	0.870667	0
0.5	0.599333	0.871667	0
0.500333	0.611	0.884667	0
0.500333	0.509333	0.869667	0
0.500333	0.504333	0.861	0
0.5	0.506	0.863667	0
0.501	0.502333	0.859667	0
0.500333	0.608667	0.882	0
0.502667	0.597667	0.873667	0
0.500333	0.504667	0.863	0
0.5	0.609333	0.881	0
0.500333	0.609	0.883	0
0.501333	0.605667	0.881333	0
0.5	0.505333	0.862667	0
0.500667	0.503667	0.862333	0
0.500667	0.614333	0.888	0
0.5	0.615667	0.885667	0
0.500667	0.506	0.865333	0
0.500333	0.500667	0.850667	0
0.500667	0.598333	0.872	0
0.501333	0.601333	0.875667	0
0.500667	0.609333	0.884	0
0.501333	0.607667	0.883667	0
0.501333	0.607333	0.883	0
0.504	0.596667	0.873	0
0.501	0.602	0.876333	0
0.501333	0.598	0.873333	0
0.501333	0.509667	0.871333	0
0.501333	0.604667	0.88	0
0.501667	0.505	0.867667	0
0.500333	0.613667	0.886667	0
0.503	0.608333	0.885333	0
0.500667	0.610333	0.885667	0
0.501	0.607667	0.883333	0
0.501	0.508667	0.869667	0
0.501333	0.605	0.880333	0
0.502333	0.603667	0.879	0
0.500667	0.605333	0.878333	0
0.500667	0.607667	0.882	0
0.501667	0.504667	0.867	0
0.502333	0.597	0.873	0
0.501667	0.601	0.875667	0
0.501	0.602333	0.876667	0
0.501	0.598667	0.873	0
0.501333	0.606333	0.882	0
0.501333	0.609	0.884333	0
0.500333	0.502333	0.859	0
0.501667	0.603333	0.878	0
0.500667	0.508333	0.869333	0
0.500333	0.608	0.881333	0
0.500667	0.602333	0.876333	0
0.501	0.597667	0.872	0
0.501	0.607	0.882333	0
0.500333	0.601333	0.875	0
0.500667	0.601333	0.875333	0
0.500333	0.614333	0.887667	0
0.500333	0.503	0.86	0
0.500333	0.599	0.872	0
0.501	0.61	0.885667	0
0.502	0.597667	0.873	0
0.502333	0.507667	0.869333	0
0.500333	0.602667	0.875333	0
0.501333	0.599	0.874	0
0.500667	0.509	0.869667	0
0.501	0.608667	0.884	0
0.500333	0.605667	0.878667	0
0.500667	0.613667	0.887333	0
0.500667	0.613333	0.886667	0
0.500333	0.502	0.858333	0
0.501	0.605333	0.88	0
0.501	0.6	0.874	0
0.500667	0.508	0.868	0
0.501333	0.505333	0.867333	0
0.500667	0.600667	0.874	0
0.500667	0.599	0.873	0
0.500333	0.609333	0.883667	0
0.504333	0.596333	0.872333	0
0.501667	0.610667	0.887333	0
0.501667	0.603	0.877667	0
0.503	0.607333	0.884333	0
0.500333	0.607667	0.881	0
0.501	0.613667	0.887667	0
0.502333	0.607	0.883333	0
0.5	0.502667	0.859333	0
0.501	0.611	0.886667	0
0.502333	0.611	0.888	0
0.500333	0.508333	0.867333	0
0.501667	0.599	0.874333	0
0.501333	0.598333	0.873667	0
0.500667	0.609667	0.884667	0
0.502	0.597333	0.872667	0
0.504	0.608667	0.886333	0
0.500667	0.606333	0.880667	0
0.502	0.602667	0.877333	0
0.500667	0.601	0.874667	0
0.503	0.61	0.887333	0
0.502333	0.599333	0.874667	0
0.500333	0.507667	0.866333	0
0.501333	0.505	0.867	0
0.503667	0.598333	0.874667	0
0.5	0.597667	0.871	0
0.500667	0.509667	0.870667	0
0.501667	0.509333	0.871	0
0.502333	0.507	0.869	0
0.501667	0.601333	0.876	0
0.500667	0.605667	0.880333	0
0.500667	0.503333	0.862	0
0.500333	0.613333	0.886333	0
0.501333	0.603667	0.878	0
0.501	0.603667	0.877667	0
0.501333	0.505667	0.868	0
0.503333	0.597667	0.874333	0
0.501	0.604333	0.879667	0
0.502	0.61	0.887	0
0.501333	0.610333	0.887	0
0.501333	0.6	0.874333	0
0.500667	0.505	0.864333	0
0.500333	0.609667	0.884	0
0.501	0.607333	0.882667	0
0.502667	0.609	0.885333	0
0.500667	0.607333	0.881333	0
0.501333	0.600667	0.874667	0
0.501333	0.603	0.877	0
0.501333	0.508333	0.869667	0
0.500667	0.599667	0.873333	0
0.500333	0.604	0.876	0
0.502	0.507667	0.868667	0
0.501667	0.503667	0.865	0
0.503	0.609333	0.886333	0
0.503333	0.609	0.886333	0
0.501333	0.611	0.887333	0
0.502667	0.606667	0.883333	0
0.500667	0.504333	0.864	0
0.504	0.609667	0.887333	0
0.503333	0.609333	0.886667	0
0.504	0.608333	0.885667	0
0.502667	0.599	0.874667	0
0.501667	0.602667	0.877	0
0.500667	0.507667	0.867333	0
0.500667	0.503	0.861333	0
0.501	0.609333	0.884333	0
0.500667	0.605	0.877667	0
0.500667	0.509333	0.870333	0
0.501	0.508	0.868667	0
0.501	0.606667	0.881333	0
0.501	0.600667	0.874333	0
0.500333	0.614	0.887	0
0.501667	0.613667	0.888667	0
0.501333	0.613667	0.888333	0
0.501	0.503667	0.862667	0
0.502667	0.508	0.869667	0
0.501	0.504	0.866	0
0.502667	0.609667	0.886333	0
0.501333	0.504667	0.866667	0
0.502	0.608	0.884333	0
0.501	0.611333	0.887333	0
0.501667	0.598667	0.874	0
0.500667	0.609	0.883667	0
0.503667	0.608667	0.886	0
0.503	0.609667	0.887	0
0.501	0.505333	0.866667	0
0.501	0.506	0.867	0
0.503333	0.597333	0.873333	0
0.501	0.604	0.878667	0
0.501333	0.508667	0.870333	0
0.5	0.598667	0.871333	0
0.502333	0.597667	0.873333	0
0.500333	0.505333	0.865	0
0.501667	0.607333	0.883333	0
0.501333	0.597667	0.872667	0
0.502	0.509	0.871	0
0.500333	0.616	0.888	0
0.500667	0.615667	0.888333	0
0.501	0.601667	0.875667	0
0.501	0.599333	0.873333	0
0.500667	0.501667	0.858333	0
0.501333	0.507667	0.868333	0
0.500333	0.503333	0.860333	0
0.500333	0.599333	0.872333	0
0.500333	0.51	0.871333	0
0.500333	0.501333	0.857	0
0.501	0.507667	0.867667	0
0.502	0.609333	0.885	0
0.501333	0.61	0.886	0
0.502667	0.607333	0.883667	0
0.501333	0.613333	0.887667	0
0.502333	0.606667	0.883	0
0.500667	0.611	0.886333	0
0.500333	0.508	0.866667	0
0.502	0.602333	0.877	0
0.502	0.510667	0.872	1
0.501333	0.603333	0.877333	0
0.501667	0.503	0.863333	0
0.501333	0.503333	0.863	0
