OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.505333	0.816	0
0.500333	0.502	0.776667	0
0.500667	0.503	0.855	0
0.500667	0.502333	0.778333	0
0.501	0.503333	0.856667	0
0.500333	0.503333	0.855	0
0.501333	0.508	0.884333	0
0.500333	0.505	0.869667	0
0.500333	0.513333	0.887	0
0.501667	0.507	0.881	0
0.500333	0.502667	0.777	0
0.500667	0.503333	0.856333	0
0.500333	0.514667	0.890667	0
0.501	0.506667	0.879667	0
0.501	0.513	0.889	0
0.501	0.507333	0.882	0
0.500333	0.503667	0.855333	0
0.501667	0.512	0.888	0
0.501	0.508667	0.887	0
0.500667	0.502667	0.830333	0
0.500667	0.514333	0.891	0
0.501333	0.514333	0.893667	0
0.500333	0.508	0.880333	0
0.501	0.513667	0.891667	0
0.501	0.508	0.883	0
0.501	0.507667	0.882333	0
0.500667	0.513667	0.890333	0
0.501	0.504333	0.870667	0
0.500667	0.504667	0.871	0
0.502	0.516	0.895	0
0.502	0.514667	0.894	0
0.501333	0.504	0.870333	0
0.500333	0.509	0.885667	0
0.500667	0.507	0.878	0
0.500667	0.507333	0.88	0
0.501333	0.508333	0.887333	1
0.500333	0.504333	0.867333	0
0.500667	0.503667	0.856667	0
0.501667	0.513333	0.890667	0
0.500667	0.507667	0.881	0
0.500667	0.506667	0.877	0
0.501	0.514333	0.893	0
0.500333	0.507667	0.88	0
0.500667	0.504333	0.870333	0
0.501	0.505	0.872	0
0.500667	0.513	0.888333	0
0.501	0.514667	0.893333	0
0.500667	0.514	0.890667	0
0.500667	0.512667	0.887667	0
0.502333	0.513	0.889333	0
0.501333	0.513667	0.892667	0
0.502	0.508	0.885	0
0.500333	0.513	0.886333	0
0.500667	0.508	0.881333	0
0.501333	0.505667	0.873	0
0.501333	0.506333	0.875333	0
0.501	0.508333	0.886667	0
0.500333	0.504667	0.868	0
0.501333	0.515667	0.894333	0
0.501	0.505333	0.872333	0
0.500333	0.503	0.829333	0
0.501333	0.512333	0.887667	0
0.500667	0.508667	0.884	0
0.502	0.515667	0.894667	0
0.500667	0.504	0.87	0
0.501333	0.507667	0.883	0
0.501	0.515667	0.893667	0
0.501333	0.516	0.894667	0
