OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500333	0.503	0.839333	0
0.500333	0.511333	0.875333	0
0.500333	0.502667	0.838333	0
0.500667	0.503	0.848667	0
0.500333	0.504	0.849667	0
0.501	0.505	0.860667	0
0.501333	0.502	0.840667	0
0.500667	0.503333	0.849333	0
0.501	0.501667	0.838667	0
0.501	0.503333	0.852333	0
0.501	0.515	0.891333	0
0.500333	0.514	0.885	0
0.500667	0.505	0.856333	0
0.500667	0.501667	0.838333	0
0.501333	0.503667	0.856	0
0.500333	0.513	0.881667	0
0.500667	0.510667	0.88	0
0.500333	0.515	0.89	0
0.501333	0.513333	0.888667	0
0.500333	0.506667	0.866667	0
0.501	0.509	0.872667	0
0.500333	0.508	0.868	0
0.500667	0.513667	0.887333	0
0.500333	0.503333	0.847667	0
0.501	0.517333	0.895	0
0.500667	0.515	0.891	0
0.500333	0.514667	0.889333	0
0.501	0.513	0.887	0
0.502667	0.508667	0.874667	0
0.500333	0.504333	0.854333	0
0.500333	0.504667	0.855667	0
0.500667	0.512	0.881667	0
0.501333	0.512667	0.885	0
0.500667	0.516333	0.893667	0
0.501333	0.509667	0.879333	0
0.500667	0.512667	0.882	0
0.500333	0.510333	0.873	0
0.500667	0.507	0.869333	0
0.501	0.511667	0.882333	0
0.501667	0.509333	0.879333	0
0.501667	0.513333	0.889	0
0.501333	0.508333	0.872333	0
0.502333	0.510333	0.882667	0
0.501	0.504	0.855333	0
0.500667	0.511	0.880667	0
0.501	0.502333	0.841333	0
0.500667	0.517	0.894667	0
0.500333	0.514333	0.889	0
0.500333	0.507667	0.867667	0
0.500333	0.509667	0.871	0
0.500333	0.516667	0.893333	0
0.502333	0.513	0.888333	0
0.500667	0.502667	0.841333	0
0.500667	0.509	0.870333	0
0.500667	0.506667	0.868667	0
0.501	0.510667	0.882	0
0.500667	0.502333	0.841	0
0.500667	0.515667	0.892	0
0.501	0.515667	0.893667	0
0.501667	0.502333	0.841667	0
0.500333	0.513667	0.884333	0
0.501333	0.509333	0.879	0
0.501333	0.502667	0.841667	0
0.502667	0.514	0.890333	0
0.501	0.509333	0.878667	0
0.500667	0.505333	0.863667	0
0.501333	0.510333	0.881333	0
0.501	0.505667	0.867667	0
0.501	0.514333	0.89	0
0.501333	0.510667	0.882333	0
0.501	0.506	0.868333	0
0.500667	0.513333	0.885667	0
0.501667	0.509	0.877667	0
0.501	0.512333	0.884333	0
0.501	0.507667	0.870333	0
0.501	0.504667	0.856667	0
0.500333	0.506	0.861667	0
0.500667	0.505667	0.867	0
0.500667	0.513	0.884667	0
0.501667	0.518	0.895667	0
0.502	0.51	0.881333	0
0.501667	0.509667	0.880333	0
0.501	0.506667	0.869667	0
0.500333	0.516	0.891667	0
0.501	0.515333	0.892667	0
0.501333	0.512	0.883	0
0.502667	0.513667	0.89	1
0.501667	0.505667	0.869	0
0.502333	0.512	0.885	0
0.501333	0.516333	0.894	0
0.501	0.504333	0.855667	0
0.500667	0.503667	0.855	0
0.501667	0.511	0.883333	0
0.502	0.508667	0.872667	0
0.500667	0.516667	0.894333	0
0.500667	0.509667	0.877333	0
0.502667	0.516667	0.895667	0
0.501667	0.516333	0.895333	0
0.502	0.512	0.884667	0
0.501333	0.509	0.876	0
0.501667	0.512	0.883667	0
0.500333	0.515667	0.891	0
0.502667	0.511667	0.883667	0
0.501333	0.514667	0.891333	0
0.500333	0.505	0.856	0
0.500333	0.516333	0.892	0
0.500667	0.516	0.892333	0
0.501	0.505333	0.867333	0
0.501667	0.518667	0.896	0
