OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.500333	0.503	0.844	0
0.500333	0.504	0.849667	0
0.500667	0.501667	0.837333	0
0.500333	0.505333	0.853667	0
0.500667	0.503	0.844333	0
0.500333	0.505	0.853	0
0.500333	0.515333	0.879333	0
0.501333	0.511667	0.876667	0
0.501	0.508	0.866	0
0.501	0.513333	0.88	0
0.500333	0.515	0.879	0
0.501	0.509	0.870667	0
0.500667	0.515667	0.880667	0
0.502	0.513	0.881667	0
0.500333	0.502333	0.837	0
0.500333	0.503667	0.847	0
0.500333	0.517	0.879667	0
0.501333	0.513	0.881	0
0.500667	0.505333	0.857	0
0.500333	0.509	0.865333	0
0.500333	0.510333	0.870667	0
0.500667	0.503333	0.846	0
0.500667	0.511333	0.875	0
0.501	0.507667	0.865	0
0.500333	0.513	0.876	0
0.500333	0.506	0.856	0
0.501667	0.506	0.862	0
0.500667	0.512667	0.879333	0
0.500333	0.509333	0.869667	0
0.501333	0.507333	0.864333	0
0.501	0.506667	0.863333	0
0.500667	0.519667	0.883	0
0.501333	0.506	0.861	0
0.500667	0.512333	0.879	0
0.500333	0.502	0.836333	0
0.500667	0.510667	0.873667	0
0.500333	0.511333	0.874	0
0.500667	0.509	0.869	0
0.500667	0.518667	0.882333	0
0.501667	0.510333	0.876	0
0.501	0.509667	0.872667	0
0.500667	0.508667	0.867667	0
0.500333	0.506333	0.861	0
0.500667	0.506667	0.862667	0
0.501333	0.512	0.877	0
0.502333	0.509	0.872333	0
0.502	0.514	0.882333	0
0.500667	0.505	0.853333	0
0.502	0.512	0.877667	0
0.500333	0.508667	0.865	0
0.501	0.507333	0.863667	0
0.501	0.506333	0.862333	0
0.500333	0.518667	0.882	0
0.501333	0.510333	0.875	0
0.502333	0.51	0.876	1
0.500333	0.52	0.882667	0
0.501333	0.509	0.871	0
0.500333	0.51	0.870333	0
0.500667	0.515	0.880333	0
0.500667	0.512	0.876667	0
0.501	0.502	0.837667	0
0.501333	0.507667	0.866333	0
0.501333	0.509333	0.872	0
0.500333	0.506667	0.862	0
0.501667	0.513667	0.881667	0
0.500667	0.508	0.865	0
0.502667	0.512667	0.882333	0
0.501667	0.51	0.874	0
0.501333	0.505667	0.860333	0
0.502	0.509667	0.874	0
0.500667	0.51	0.872333	0
0.500667	0.507	0.863	0
0.500667	0.517667	0.881333	0
0.501	0.518	0.882667	0
0.500333	0.518	0.881333	0
0.502	0.51	0.875	0
0.501667	0.508667	0.870333	0
0.501667	0.512667	0.881	0
0.502	0.509333	0.872667	0
0.500667	0.508333	0.867333	0
0.502	0.509	0.871667	0
0.502	0.514333	0.882667	0
0.500667	0.518333	0.881667	0
0.502667	0.509667	0.875333	0
0.500333	0.512	0.874333	0
0.500667	0.509333	0.871667	0
0.500333	0.505667	0.854333	0
0.501333	0.506333	0.862667	0
0.501	0.518333	0.883	0
0.500667	0.505667	0.858	0
0.501	0.515333	0.881333	0
0.501333	0.502333	0.838667	0
0.501667	0.509	0.871333	0
0.501333	0.515667	0.882	0
0.501	0.518667	0.883333	0
0.501	0.517667	0.881667	0
