OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.510667	0.516333	0.663	2.38343748457259	8.02226507727186	0
0.510667	0.517	0.668667	2.5960621182107	9.22191371439905	0
0.517	0.522333	0.673667	1.17422252143144	3.48589530394509	0
0.520333	0.525667	0.672333	0.77040085386117	2.52730909137017	0
0.518	0.523333	0.678667	1.17422252143144	3.36039280756934	0
0.519667	0.524667	0.676333	0.77040085386117	2.67446127426298	0
0.507667	0.515333	0.67	3.06399613801939	12.5619411700075	0
0.516667	0.522	0.674333	1.53533924504348	3.99926888205871	0
0.518	0.525	0.687	1.29005931218573	4.35273260510154	0
0.517	0.524	0.683333	1.29005931218573	4.51007301263113	0
0.516667	0.523667	0.684	1.36781377398129	4.54720330904709	0
0.518	0.521667	0.682	1.290514815456	4.92657251909198	0
0.518667	0.522	0.680667	1.23639451209658	4.54506023787437	0
0.509	0.516333	0.662333	2.39672422533528	9.40838613769896	0
0.509333	0.516333	0.665	2.28336680493287	9.25340252945881	0
0.509667	0.516333	0.664	2.11546329483456	8.59915477879941	0
0.514	0.519	0.685	2.37956006466899	7.8469186678034	0
0.515	0.518333	0.684333	2.54362632513131	7.64653466984196	0
0.514667	0.518667	0.684	2.22836426333021	7.47964967615667	0
0.514333	0.518333	0.683667	2.71304707196564	7.9690653160392	0
0.513667	0.519	0.684667	2.08760086212295	7.77472300577888	0
0.518	0.523333	0.673	1.29005931218573	3.15060015731499	0
0.517	0.523	0.674667	1.41062703196449	3.56376032392532	0
0.509667	0.515333	0.661	2.23060472012323	9.11878283686795	0
0.512333	0.518667	0.683	2.71674070345601	9.21383800818951	0
0.513	0.518	0.683667	2.89452860204074	9.33069566059415	0
0.513	0.518667	0.683667	2.71674070345601	8.93840073255877	0
0.512667	0.519	0.683333	2.70892160502945	8.6034834981575	0
0.517	0.522333	0.674	1.40967595558794	3.88852299596116	0
0.51	0.515333	0.659667	2.26338998603687	9.04080148757053	0
0.507333	0.515	0.671	3.84964060387912	13.8676036863936	0
0.514	0.519333	0.683333	2.22836426333021	7.37372680749142	0
0.513667	0.52	0.684	2.07516737584023	7.5817597514327	0
0.511333	0.517333	0.680667	3.62313642095728	12.3008179261851	0
0.511	0.517	0.680333	4.02129626309742	12.2818896576165	0
0.511333	0.516667	0.68	3.8250517493611	12.3612649167616	0
0.512667	0.518667	0.683667	2.89139324973601	9.46478111738047	0
0.513333	0.517667	0.683667	2.89139324973601	9.2690103943552	0
0.518333	0.524	0.673	0.961843781594917	3.00978447072352	0
0.514	0.520333	0.680333	2.01464499485863	7.28971624897675	0
0.515	0.521	0.681	2.16006545240217	7.06862928008315	0
0.517333	0.521333	0.681333	1.80248819135972	6.5286268251487	0
0.521	0.525667	0.672667	0.678663676837495	2.37470637476463	0
0.518	0.523333	0.679667	1.17422252143144	3.38377247666601	0
0.519667	0.524667	0.676667	0.77040085386117	2.6868957198426	0
0.507667	0.515333	0.668333	3.05479506410775	12.4571569890292	0
0.517333	0.521667	0.674	1.53583479881517	4.17868421134871	0
0.516333	0.522	0.673333	1.66559275370741	4.21160384002789	0
0.519	0.522333	0.680333	1.17596371226381	4.53049343892021	0
0.518333	0.522	0.680667	1.29051481545601	4.7962136378219	0
0.519	0.522333	0.681667	1.23639451209658	4.74663993219689	0
0.509667	0.516333	0.663333	2.23865379083831	8.3190289160139	0
0.51	0.516	0.662333	2.23865379083831	8.08064871188439	0
0.509667	0.516	0.662333	2.7287063685719	8.53590182314892	0
0.509667	0.516333	0.665	2.28336680493287	8.92997968088589	0
0.509333	0.516333	0.664667	2.28336680493287	9.25296018549987	0
0.509333	0.516	0.663333	2.39918086408061	9.31936032419627	0
0.509667	0.515667	0.664	2.39918086408061	9.04580731544676	0
0.51	0.516	0.664667	2.23667334269392	8.85496985497853	0
0.51	0.516667	0.664	2.10543879657942	8.58913028054427	0
0.506667	0.514333	0.669	3.82991270610895	14.3102019840539	0
0.514333	0.519	0.685667	2.53941564404495	8.00635882863432	0
0.514	0.518667	0.684	2.22480758350227	7.8253914254652	0
0.514333	0.518667	0.684667	2.54362632513131	7.87167439951066	0
0.514	0.519	0.684667	2.22836426333021	7.59054875559635	0
