OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.504	0.869667	0
0.500667	0.502667	0.881667	0
0.500333	0.501333	0.873333	0
0.500333	0.503	0.880333	0
0.500667	0.507667	0.900667	1
0.500667	0.502	0.879	0
0.5	0.504333	0.885667	0
0.501333	0.503	0.887667	0
0.500667	0.503333	0.888667	0
0.500667	0.509667	0.902667	0
0.500667	0.509	0.901667	0
0.501	0.510333	0.904333	0
0.500667	0.51	0.903333	0
0.500667	0.505	0.893	0
0.500333	0.504	0.889333	0
0.500333	0.502	0.877667	0
0.501333	0.509333	0.902667	0
0.5	0.506667	0.896	0
0.500333	0.504667	0.891333	0
0.501	0.503	0.887333	0
0.500667	0.503667	0.891	0
0.501	0.505	0.894667	0
0.500333	0.503333	0.888	0
0.501	0.51	0.903667	0
0.501	0.506	0.898667	0
0.500667	0.505667	0.897	0
0.500667	0.504	0.892333	0
0.501	0.509333	0.902333	0
0.500667	0.509333	0.902	0
0.501	0.509	0.902	0
0.500667	0.510333	0.903667	0
0.500333	0.508333	0.901333	0
0.500333	0.503667	0.888667	0
0.500667	0.503	0.886	0
0.501333	0.509667	0.903667	0
0.501333	0.505667	0.898	0
0.501	0.505333	0.897	0
