OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.5	0.503667	0.715333	0
0.500333	0.504333	0.862	0
0.500333	0.503667	0.854	0
0.500667	0.503667	0.856667	0
0.500667	0.51	0.888667	0
0.501667	0.510333	0.892667	0
0.500333	0.508667	0.874667	0
0.501333	0.511	0.893667	0
0.500333	0.509	0.875	0
0.500667	0.510667	0.889667	0
0.501	0.503333	0.847333	0
0.500667	0.509333	0.886	0
0.501333	0.505667	0.875333	0
0.500333	0.505	0.870333	0
0.500667	0.502333	0.844	0
0.501333	0.504667	0.872333	0
0.501667	0.509333	0.89	0
0.501667	0.508	0.876667	0
0.500333	0.502667	0.842	0
0.501	0.513333	0.897667	0
0.500667	0.504667	0.870333	0
0.500667	0.504	0.857333	0
0.500333	0.511333	0.889	0
0.501	0.509333	0.886333	0
0.500667	0.505	0.871333	0
0.501	0.512	0.896667	0
0.501667	0.510667	0.893	0
0.501333	0.510667	0.892667	0
0.500333	0.504	0.855667	0
0.501	0.508333	0.880333	0
0.500667	0.509667	0.888	0
0.501667	0.511333	0.895667	0
0.500333	0.51	0.886667	0
0.501333	0.513	0.898333	0
0.501	0.505333	0.874667	0
0.501333	0.512	0.897	0
0.501667	0.511	0.895	1
0.501	0.502667	0.844667	0
0.501333	0.508	0.876333	0
0.501667	0.508667	0.886667	0
0.501333	0.509333	0.889333	0
0.500333	0.504667	0.869667	0
0.501	0.510667	0.891	0
0.502	0.510667	0.894	0
0.501333	0.512667	0.898	0
0.500667	0.505667	0.874	0
0.500667	0.511	0.893333	0
0.500667	0.512	0.896333	0
0.501333	0.510333	0.891333	0
0.501667	0.512667	0.898333	0
0.501333	0.509667	0.889667	0
0.500333	0.510333	0.888667	0
0.501333	0.503	0.847	0
0.501333	0.508333	0.883	0
0.502	0.509667	0.890667	0
0.501333	0.511667	0.896333	0
0.501333	0.507667	0.875667	0
0.501667	0.51	0.891	0
0.500333	0.509667	0.885	0
0.500667	0.505333	0.873667	0
0.500667	0.503	0.845	0
0.501	0.511667	0.896	0
0.500333	0.512333	0.893667	0
0.501	0.51	0.890667	0
0.500667	0.504333	0.866333	0
0.500667	0.509	0.879	0
0.501333	0.509	0.888	0
0.502	0.512333	0.897667	0
0.501333	0.511333	0.895333	0
0.501	0.511333	0.895	0
0.501	0.504333	0.868	0
0.500667	0.513	0.897333	0
0.501	0.509	0.884667	0
0.501667	0.513	0.898667	0
0.501667	0.512333	0.897333	0
0.502333	0.512	0.897333	0
