OneWayAcc	TwoWayAcc	ThreeWayAcc	Best
0.5	0.505667	0.865	0
0.500667	0.503333	0.864333	0
0.5	0.515667	0.873333	0
0.502	0.505333	0.869	0
0.500667	0.505	0.868	0
0.5	0.556667	0.877667	0
0.501333	0.506333	0.871333	0
0.500667	0.565	0.888667	0
0.500667	0.507	0.872333	0
0.500667	0.514333	0.874667	0
0.500667	0.562333	0.887	0
0.502333	0.513667	0.877	0
0.500333	0.501	0.844333	0
0.501333	0.558	0.882	0
0.501333	0.503333	0.864667	0
0.5	0.514333	0.872	0
0.500333	0.563333	0.888	0
0.501667	0.506	0.871333	0
0.501667	0.562	0.887667	0
0.501667	0.514	0.876333	0
0.500333	0.562667	0.886667	0
0.501	0.504	0.867	0
0.500667	0.507333	0.872667	0
0.501	0.561333	0.886667	0
0.501	0.563667	0.888667	0
0.502667	0.52	0.880333	0
0.501333	0.519667	0.879333	0
0.500333	0.56	0.883333	0
0.501333	0.508333	0.874333	1
0.500333	0.507667	0.872	0
0.500333	0.556333	0.879333	0
0.500667	0.56	0.884667	0
0.500667	0.557667	0.880667	0
0.500333	0.503667	0.866	0
0.501	0.505667	0.869	0
0.501333	0.513333	0.875	0
0.502333	0.518667	0.878667	0
0.500667	0.503	0.863333	0
0.501333	0.516667	0.877667	0
0.500667	0.514	0.873333	0
0.501333	0.562333	0.888	0
0.500667	0.561667	0.886667	0
0.500667	0.563667	0.888333	0
0.500333	0.559333	0.882667	0
0.500667	0.515333	0.875333	0
0.501667	0.564667	0.889	0
0.500667	0.506	0.868667	0
0.500667	0.559667	0.884333	0
0.501667	0.516333	0.878	0
0.501667	0.515333	0.877667	0
0.500333	0.561	0.885333	0
0.500667	0.505333	0.868333	0
0.501667	0.557667	0.881667	0
0.502	0.519	0.879333	0
0.502667	0.519667	0.88	0
0.500333	0.558667	0.882	0
0.501	0.508	0.873333	0
0.502667	0.512333	0.875667	0
0.501333	0.515333	0.876667	0
0.501	0.514667	0.875667	0
0.501333	0.557333	0.880667	0
0.501	0.514	0.874333	0
0.501	0.562333	0.887333	0
0.502	0.513	0.875667	0
0.500333	0.515	0.875	0
0.501	0.515	0.876333	0
0.500667	0.555667	0.878	0
0.501333	0.505667	0.869667	0
0.500667	0.506667	0.871667	0
0.501	0.506667	0.872	0
0.500333	0.501333	0.844667	0
0.500667	0.503667	0.866333	0
0.501667	0.505	0.868667	0
0.501	0.516667	0.877	0
0.502333	0.507333	0.873333	0
0.500333	0.518333	0.875667	0
0.501333	0.518667	0.878	0
0.501	0.519	0.877333	0
0.500667	0.515667	0.876	0
0.500667	0.560667	0.885	0
0.501	0.504667	0.868	0
0.500667	0.565667	0.889	0
0.5	0.502	0.843	0
0.500667	0.563	0.887333	0
0.501333	0.514333	0.875333	0
0.501	0.507667	0.873	0
0.501	0.519667	0.878	0
0.500333	0.559667	0.883	0
0.500333	0.506667	0.871333	0
0.500667	0.556667	0.879667	0
0.502	0.515333	0.878333	0
0.501333	0.516333	0.877333	0
0.500333	0.514	0.872667	0
0.502	0.513667	0.876667	0
0.500333	0.506333	0.870333	0
0.501667	0.517	0.878333	0
0.501667	0.515	0.877333	0
0.501	0.505333	0.868667	0
0.501	0.560667	0.885667	0
0.502333	0.519333	0.879667	0
0.502	0.513333	0.876	0
0.500667	0.514667	0.875	0
0.500333	0.502333	0.862	0
0.501	0.506333	0.871	0
0.501333	0.502	0.860333	0
0.500667	0.502	0.859667	0
0.502	0.507	0.872667	0
