OneWayAcc	TwoWayAcc	FourWayAcc	Best
0.5	0.507	0.844333	0
0.500333	0.503333	0.830667	0
0.500667	0.502333	0.824	0
0.5	0.515667	0.865333	0
0.5	0.518333	0.87	0
0.500333	0.512333	0.861667	0
0.500333	0.502	0.819667	0
0.501333	0.505667	0.850333	0
0.500333	0.507667	0.853667	0
0.501333	0.527333	0.881	0
0.500333	0.517333	0.875	0
0.500333	0.508333	0.856	0
0.500333	0.502667	0.822	0
0.500333	0.513667	0.866	0
0.502667	0.525333	0.881	0
0.501	0.516667	0.875333	1
0.500333	0.516667	0.874	0
0.501667	0.510667	0.863	0
0.500667	0.501667	0.821	0
0.501333	0.515333	0.870667	0
0.501	0.518333	0.876	0
0.504	0.526	0.881667	0
0.501	0.513667	0.868333	0
0.500667	0.509333	0.860667	0
0.502	0.508	0.857333	0
0.500333	0.507333	0.852667	0
0.500333	0.527	0.877667	0
0.500333	0.513	0.862	0
0.501	0.508333	0.857333	0
0.500333	0.526333	0.876333	0
0.500667	0.502667	0.833333	0
0.501667	0.506667	0.854667	0
0.500333	0.502333	0.82	0
0.503	0.524667	0.880667	0
0.501333	0.517667	0.876	0
0.501333	0.525667	0.879333	0
0.500667	0.504333	0.844667	0
0.501	0.514333	0.87	0
0.501333	0.507333	0.854667	0
0.501333	0.507	0.854333	0
0.500667	0.515	0.869333	0
0.500667	0.508667	0.858	0
0.501	0.516	0.872333	0
0.501333	0.528	0.881667	0
0.501	0.506	0.850667	0
0.501667	0.518333	0.877	0
0.501333	0.513	0.867667	0
0.501	0.513	0.867333	0
0.500333	0.516333	0.873333	0
0.501333	0.529333	0.882667	0
0.501333	0.512333	0.866	0
0.500333	0.517	0.874667	0
0.501667	0.525	0.879	0
0.501	0.502667	0.834333	0
0.502	0.525333	0.880667	0
0.502	0.528667	0.883333	0
0.500667	0.514333	0.868	0
0.500667	0.516333	0.874	0
0.500667	0.503667	0.841333	0
0.501333	0.514333	0.870333	0
0.502	0.51	0.862333	0
0.500333	0.509	0.856667	0
0.500667	0.505333	0.848667	0
0.501333	0.509667	0.861667	0
0.500333	0.516	0.871	0
0.500667	0.517333	0.875333	0
0.501	0.510333	0.862	0
0.501	0.501667	0.821333	0
0.501333	0.508667	0.859	0
0.501	0.512667	0.866667	0
0.501667	0.506333	0.852667	0
0.500667	0.516667	0.875	0
0.501667	0.504667	0.846333	0
0.500667	0.513333	0.866	0
0.500333	0.504333	0.844	0
0.501333	0.527667	0.881333	0
0.500667	0.506	0.849667	0
0.501	0.529	0.882	0
0.502	0.524667	0.879333	0
0.501	0.503667	0.842667	0
0.503333	0.524333	0.879333	0
0.501333	0.528667	0.882	0
0.500667	0.506667	0.851333	0
0.500333	0.505333	0.848333	0
0.501	0.521333	0.877667	0
0.501333	0.513667	0.869	0
0.501333	0.510667	0.862667	0
0.500333	0.513333	0.862333	0
0.501	0.509	0.860667	0
0.501333	0.529667	0.883	0
0.501333	0.524667	0.878667	0
0.501	0.510667	0.862333	0
0.502667	0.527333	0.882333	0
0.501333	0.506333	0.852333	0
0.503	0.524333	0.879	0
0.500667	0.526333	0.877667	0
0.501	0.528	0.881	0
0.501	0.528333	0.881667	0
0.500667	0.524667	0.876667	0
0.500667	0.512	0.865	0
0.500333	0.504	0.843333	0
0.501333	0.526667	0.880667	0
0.501	0.506333	0.851667	0
0.500667	0.528667	0.88	0
0.501333	0.521333	0.878333	0
0.501	0.530333	0.882667	0
0.501	0.516333	0.874333	0
0.500667	0.509	0.859	0
0.500667	0.503	0.834667	0
0.501667	0.512333	0.866667	0
0.501	0.503	0.835	0
0.501667	0.528	0.883	0
0.501667	0.526333	0.882	0
0.502	0.504667	0.846667	0
0.500667	0.505667	0.849	0
0.501333	0.526	0.88	0
0.501	0.527	0.88	0
0.500667	0.511333	0.863667	0
0.501667	0.511	0.864	0
0.501333	0.518667	0.877	0
0.502	0.527667	0.882667	0
0.501333	0.506	0.852	0
0.501667	0.520667	0.877333	0
0.501	0.529667	0.882333	0
0.500667	0.526667	0.878	0
0.500667	0.527	0.879333	0
0.502	0.504333	0.846333	0
0.501667	0.517333	0.875667	0
0.501	0.507333	0.853333	0
0.502	0.525	0.88	0
0.503	0.528667	0.883667	0
0.500333	0.503667	0.839333	0
0.501333	0.51	0.862	0
0.500667	0.507667	0.856667	0
0.501667	0.524333	0.878667	0
0.500667	0.505	0.848	0
0.502	0.520667	0.878667	0
0.500667	0.526	0.877	0
0.501667	0.525667	0.88	0
0.501	0.526667	0.879333	0
0.500667	0.53	0.881	0
