OneWayAcc	TwoWayAcc	FiveWayAcc	ChiMaxs	ChiSums	Best
0.511333	0.521	0.695667	2.72000169106171	7.00567606157493	0
0.511333	0.519333	0.685	1.94173328375841	6.35520316769178	0
0.508333	0.517667	0.685	2.55079179951865	10.5720811526231	0
0.508667	0.518	0.686667	2.55079179951865	10.8690589045296	0
0.510667	0.520333	0.695333	2.70892160502945	7.33520700726751	0
0.515	0.520333	0.695333	0.832300094835974	3.41503923687989	0
0.507667	0.514333	0.688	3.45575629186330	13.7264982841873	0
0.508667	0.515333	0.69	2.78130974006258	12.4156077582234	0
0.508667	0.516	0.695667	3.44990961478075	11.8213477740843	0
0.515	0.521	0.673333	0.372000744001488	1.26070232832598	0
0.508667	0.518	0.687	2.69937887574455	10.9597579005624	0
0.508333	0.518	0.686	2.55079179951865	10.9096994399429	0
0.511	0.520667	0.696333	2.71304707196564	7.45993149993969	0
0.515	0.521667	0.694333	0.770637129751372	2.91610431493569	0
0.515	0.522	0.696333	0.863875076293838	3.49905107836417	0
0.514	0.520333	0.694	0.962633744859431	3.74715646343714	0
0.508	0.516667	0.685	2.70892160502945	10.9315107791361	0
0.507667	0.517	0.685333	2.88781187943827	11.5191438192187	0
0.508	0.516333	0.684333	2.88781187943827	11.0197483555214	0
0.514667	0.520667	0.692	0.746016927391234	2.98800801732787	0
0.514333	0.521	0.692333	0.832300094835974	3.00385034027752	0
0.510667	0.520667	0.685667	2.08760086212295	6.59652334139122	0
0.511	0.520333	0.687333	1.94173328375841	6.64166492004486	0
0.51	0.518667	0.684	1.79820724449935	6.80234486990052	0
0.512	0.521333	0.696333	1.93618730995551	6.11113964658493	0
0.515333	0.521333	0.677667	0.449554514013027	1.37865566249615	0
0.515333	0.521	0.677333	0.510909634666791	1.44418527204411	0
0.511	0.515667	0.693	2.88781187943826	11.8848559175237	0
0.510667	0.521333	0.695	2.55374496624382	6.99991194076969	0
0.511667	0.521	0.696667	2.71674070345601	7.04961167392971	0
0.511333	0.521333	0.696	2.55627749474951	6.84195186526273	0
0.511667	0.519	0.684667	1.79981204592537	6.13092407409048	0
0.509	0.517667	0.687333	2.55079179951865	11.1393312456796	0
0.509	0.516333	0.684	2.72282932166713	10.8312660349770	0
0.510667	0.519333	0.692667	2.5474186640414	8.19853390229255	0
0.510333	0.518667	0.692	2.71304707196564	8.7991631363451	0
0.510333	0.519667	0.693667	2.71674070345601	8.83476610232265	0
0.507333	0.514333	0.687667	3.26613281967696	13.4086121125681	0
0.509333	0.514	0.689	3.26518385553442	12.8798151470686	0
0.508	0.516667	0.696333	3.6456030893644	12.4285756978297	1
0.508	0.515333	0.694667	3.44990961478075	12.4557093349699	0
0.515	0.521667	0.674333	0.372000744001488	1.35664680397589	0
0.515667	0.520333	0.672333	0.383244647730613	1.41857330016801	0
0.515	0.520333	0.671667	0.503686850689402	1.41980038973385	0
0.514667	0.520333	0.672333	0.508689386294982	1.51557877835390	0
0.514667	0.520333	0.673	0.450099076220199	1.64078967564801	0
0.512	0.521	0.695667	2.89139324973601	6.94460771261634	0
0.508667	0.517667	0.686667	2.71674070345601	11.0763869489756	0
0.508333	0.518333	0.687667	2.69937887574455	11.1056241055236	0
0.509	0.518667	0.687	2.55079179951865	10.6012986667706	0
0.508333	0.517333	0.686667	2.69937887574455	11.5825539036249	0
0.515333	0.521	0.69	0.682221334076331	2.62040715738243	0
0.51	0.518667	0.685	1.93840481867527	6.89608573289408	0
0.511333	0.519333	0.695	2.379560064669	10.0565647312968	0
0.512	0.519333	0.695	2.22836426333022	9.20859578176323	0
0.511667	0.519333	0.694	2.22836426333022	9.18716704848838	0
0.512	0.519	0.694333	2.22480758350227	9.1862475982935	0
0.511667	0.521	0.694667	2.08128419490475	6.23541131243071	0
0.512	0.521333	0.696667	1.93064867730471	6.33721382428982	0
0.512667	0.521333	0.696333	1.65427190596488	5.86339773415918	0
0.512667	0.521	0.698	1.65427190596488	6.12308655709916	0
0.512333	0.521	0.697667	2.07841590180895	6.77779900012832	0
0.512333	0.521667	0.698667	1.79624672288977	5.99839675761877	0
0.512	0.521333	0.694	1.65701305270708	5.76793195995002	0
0.511667	0.522	0.695667	1.92732902248407	6.0368314250533	0
0.512333	0.521667	0.694333	1.52791490098692	5.52313641906195	0
0.507333	0.513667	0.683	3.40838096929933	13.7897532998843	0
0.507667	0.513	0.681333	3.40838096929933	13.9605793177413	0
0.507667	0.513333	0.681667	3.41492308137791	13.7985963580474	0
0.511333	0.520333	0.695333	2.22836426333021	6.80031905595109	0
0.511333	0.52	0.694667	2.23152794994137	6.9322404010883	0
0.513	0.519667	0.684333	1.79981204592537	5.84776856166708	0
0.513	0.519333	0.684667	1.94025363974749	6.04263811297449	0
0.512333	0.52	0.685667	1.94173328375841	5.89695714888656	0
0.512	0.52	0.686	1.80106068414748	6.02872269599895	0
0.513	0.520667	0.684667	1.66559275370741	5.29896799897218	0
0.509333	0.517333	0.685667	2.55079179951865	10.2283450231856	0
0.51	0.518	0.686333	2.71674070345602	10.3890439157523	0
0.508667	0.518333	0.688	2.71674070345602	10.9761164448387	0
0.508333	0.517667	0.687333	2.89139324973601	11.3442461081526	0
0.509667	0.517667	0.687333	2.88781187943826	11.0304962473763	0
0.509667	0.517667	0.688667	3.06791038730027	11.1156652128216	0
0.51	0.518	0.687	2.88781187943826	10.8405151837288	0
0.510667	0.519667	0.695	2.70892160502945	7.64871760371623	0
0.510667	0.519667	0.694667	2.71304707196564	7.60638118043319	0
0.51	0.520667	0.693	2.71674070345601	7.82381013471238	0
0.515333	0.521667	0.694667	0.770637129751372	2.91745661839989	0
0.515	0.521333	0.694	0.862875995810964	2.87592311901848	0
0.515667	0.521	0.695667	0.931275204161611	3.25926328863612	0
0.510667	0.518667	0.691333	2.38343748457259	8.6681748339324	0
0.510667	0.518667	0.689333	2.38690920829224	8.03641094859676	0
0.508333	0.515	0.688333	2.90394391491254	12.3497068360647	0
0.507667	0.514333	0.687333	3.0824358533918	12.8263986908410	0
0.508667	0.514667	0.687333	3.0824358533918	12.4192409618052	0
0.508333	0.514667	0.687	3.08266666666667	12.3618032472636	0
0.508333	0.514667	0.688	3.08266666666667	12.7048906413575	0
0.508667	0.514667	0.687667	3.08266666666667	12.5013523581576	0
0.507	0.513667	0.688667	3.62812363368340	14.4644699349604	0
0.509333	0.515	0.689	3.08243585339181	12.3476494877574	0
0.508333	0.517	0.694667	3.45380690493677	11.7498327945465	0
