OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.503667	0.829667	0
0.500333	0.504	0.827333	0
0.5	0.511333	0.866	0
0.501	0.505667	0.862667	0
0.500333	0.515667	0.884333	0
0.500333	0.504667	0.849333	0
0.500333	0.504333	0.847667	0
0.501667	0.51	0.878667	0
0.500333	0.515	0.883333	0
0.500333	0.513333	0.882333	0
0.501333	0.504	0.846333	0
0.501	0.515	0.888	0
0.501667	0.516333	0.891	0
0.500333	0.513	0.881333	0
0.500667	0.512667	0.880667	0
0.501	0.504	0.844667	0
0.501	0.505	0.854667	0
0.500333	0.511333	0.876333	0
0.500333	0.506333	0.862667	0
0.500667	0.504333	0.852	0
0.500333	0.513667	0.882667	0
0.500333	0.512	0.877333	0
0.501667	0.506667	0.87	0
0.500333	0.509	0.876	0
0.500667	0.513	0.883	0
0.500667	0.505667	0.861333	0
0.500333	0.508667	0.874	0
0.502	0.514667	0.888667	0
0.500667	0.505333	0.860667	0
0.502	0.507667	0.871333	0
0.500333	0.516333	0.885667	0
0.501	0.513333	0.884	0
0.500333	0.507333	0.865667	0
0.501667	0.515667	0.890667	0
0.500667	0.509333	0.876333	0
0.500333	0.517333	0.890333	0
0.501	0.509667	0.876667	0
0.501333	0.51	0.877333	0
0.501667	0.517333	0.893	0
0.501	0.512667	0.882	0
0.501667	0.514333	0.887333	0
0.5	0.516333	0.884667	0
0.500667	0.516	0.888	0
0.500667	0.506667	0.868333	0
0.502333	0.507333	0.871333	0
0.500333	0.517	0.889	0
0.501	0.507	0.870333	0
0.500667	0.506	0.863333	0
0.500667	0.511	0.878333	0
0.501333	0.515	0.89	1
0.501667	0.514	0.886	0
0.501667	0.509333	0.876667	0
0.500333	0.505667	0.859333	0
0.501667	0.514667	0.888333	0
0.500667	0.504667	0.853667	0
0.501	0.508333	0.873667	0
0.501667	0.517	0.892667	0
0.501333	0.506333	0.868667	0
0.501333	0.505	0.855	0
0.501333	0.512	0.881667	0
0.501	0.518	0.892333	0
0.501333	0.514667	0.888	0
0.501333	0.514333	0.886333	0
0.501333	0.505667	0.863667	0
0.500333	0.516667	0.888333	0
0.500667	0.514333	0.885667	0
0.502	0.517333	0.893333	0
0.500333	0.515333	0.883667	0
0.500333	0.506667	0.865	0
0.501667	0.509667	0.877667	0
0.500667	0.508	0.872667	0
0.501	0.508667	0.874333	0
0.501333	0.519333	0.893667	0
0.501	0.510667	0.879333	0
0.500333	0.511667	0.877	0
0.501	0.508	0.873333	0
0.502	0.518667	0.895333	0
0.500667	0.517	0.890333	0
0.500333	0.516	0.884667	0
0.501	0.517333	0.892	0
0.502	0.517	0.893	0
0.501667	0.511667	0.882333	0
0.500333	0.506	0.861	0
0.501	0.512333	0.881667	0
0.501333	0.514	0.885667	0
0.500667	0.516333	0.888667	0
0.501	0.514667	0.886667	0
0.501667	0.507667	0.870667	0
0.500333	0.508333	0.872	0
0.501333	0.519	0.893333	0
0.501667	0.517667	0.894	0
0.500667	0.504	0.83	0
0.500667	0.517667	0.891333	0
0.502	0.515667	0.891333	0
0.500667	0.507333	0.869333	0
0.502	0.516667	0.892333	0
0.500667	0.507	0.868667	0
0.501333	0.510333	0.878667	0
0.502	0.518	0.895	0
0.501	0.516667	0.891	0
0.502333	0.511	0.880667	0
0.501333	0.512333	0.882667	0
0.501	0.512	0.881	0
0.502	0.507333	0.870667	0
0.500667	0.518	0.892	0
0.500667	0.510667	0.877	0
0.501	0.515333	0.888667	0
0.500667	0.506333	0.863667	0
0.501	0.519667	0.893	0
0.501333	0.511333	0.881333	0
0.501667	0.518333	0.894333	0
0.502	0.515333	0.891	0
