OneWayAcc	TwoWayAcc	FiveWayAcc	Best
0.500667	0.503	0.842333	0
0.500333	0.507	0.885667	0
0.500667	0.503333	0.869333	0
0.500667	0.508333	0.898	0
0.501	0.505667	0.885333	0
0.501333	0.508333	0.899	0
0.501	0.509	0.901	0
0.500667	0.509667	0.903333	0
0.500667	0.510667	0.906	0
0.501667	0.508667	0.901667	0
0.500667	0.504667	0.881667	0
0.500333	0.507333	0.890333	0
0.501	0.505333	0.885	0
0.500333	0.511	0.905	0
0.500333	0.508333	0.896667	0
0.501667	0.511	0.908	0
0.501	0.51	0.905333	0
0.501	0.508667	0.9	0
0.500667	0.51	0.905	0
0.500667	0.511333	0.906667	0
0.502	0.508667	0.902	0
0.500667	0.505	0.882	0
0.500333	0.508	0.895	0
0.501	0.507333	0.894	0
0.501333	0.508667	0.901333	0
0.501667	0.506	0.887	0
0.502333	0.508667	0.902333	0
0.502667	0.512	0.910667	0
0.501333	0.503	0.845	0
0.500333	0.509333	0.899	0
0.500667	0.505333	0.884333	0
0.501333	0.509667	0.903667	0
0.500333	0.505	0.881667	0
0.502	0.510333	0.906667	0
0.500333	0.51	0.903333	0
0.501	0.506667	0.887	0
0.501333	0.51	0.906	0
0.501667	0.511667	0.908333	0
0.501667	0.508333	0.900667	0
0.502333	0.512	0.910333	0
0.500333	0.503667	0.877	0
0.501333	0.507667	0.897667	0
0.501	0.510333	0.905667	0
0.501	0.503	0.842667	0
0.501333	0.504	0.879	0
0.500667	0.507667	0.894	0
0.503	0.511667	0.91	0
0.500333	0.504667	0.878667	0
0.502	0.505667	0.886	0
0.501667	0.512333	0.910667	0
0.502333	0.511667	0.909667	0
0.501	0.506	0.886333	0
0.501333	0.509333	0.903333	0
0.501333	0.512	0.908333	0
0.500333	0.505333	0.882667	0
0.500667	0.508	0.896	0
0.500667	0.507	0.892667	0
0.501	0.513	0.908333	0
0.501	0.504	0.878	0
0.501	0.508333	0.898667	0
0.500333	0.512	0.907	0
0.501333	0.502667	0.841333	0
0.500667	0.511667	0.907	0
0.501333	0.510667	0.907667	1
0.501	0.504333	0.879	0
0.501	0.511333	0.907	0
0.502	0.511333	0.909	0
0.500667	0.509333	0.901333	0
0.501	0.512333	0.907667	0
0.500333	0.511667	0.906333	0
0.501667	0.508	0.898667	0
0.501333	0.504333	0.879333	0
0.501333	0.503667	0.878667	0
0.501333	0.512333	0.909667	0
0.500333	0.509667	0.901333	0
0.500667	0.506333	0.886	0
0.501	0.508	0.896667	0
0.500333	0.507667	0.893667	0
0.500333	0.510333	0.904333	0
0.501	0.507667	0.896	0
0.501667	0.512	0.91	0
0.501333	0.506667	0.891333	0
0.501667	0.510333	0.906333	0
